,dividend,close_price,dividend_yield
2005-11-22,0.1,7,1.43
2006-03-31,0.2,7.55,2.65
2006-08-22,0.2,9.5,2.11
2007-03-30,0.22,8.8,2.5
2007-08-21,0.18,7.4,2.43
2008-04-01,0.18,7.7,2.34
2008-10-27,0.1,5.15,1.94
2009-04-02,0.1,5.15,1.94
2009-11-24,0.08,6.05,1.32
2010-04-01,0.17,5.8,2.93
2011-01-05,0.15,8.75,1.71
2011-03-23,0.25,8.9,2.81
2011-08-25,0.22,9.6,2.29
2012-03-29,0.3,9.45,3.17
2012-08-24,0.2,9.65,2.07
2013-03-19,0.4,25.25,1.58
2013-08-26,0.35,17.8,1.97
2014-03-18,0.45,17.8,2.53
2014-08-19,0.42,23.4,1.79
2015-03-17,0.43,33,1.3
2015-08-25,0.3,19.1,1.57
2016-03-16,0.2,17.3,1.16
2016-08-19,0.11,15.8,0.7
2017-03-17,0.08,13.3,0.6
