,dividend,close_price,dividend_yield
2011-06-10,0.2666,11.2,2.38
2011-09-23,0.1765,10.4,1.7
2011-12-30,0.1802,10.5,1.72
2012-02-17,0.1802,10.3,1.75
2012-06-13,0.1802,11,1.64
2012-09-26,0.1835,11.2,1.64
2012-12-11,0.182,10.9,1.67
2013-03-19,0.182,11.8,1.54
2013-06-18,0.182,10.9,1.67
2013-09-17,0.174,10.2,1.71
2013-11-22,0.182,9.9,1.84
2014-03-18,0.168,9.85,1.71
2014-06-13,0.1615,9.8,1.65
2014-09-17,0.187,10.2,1.83
2014-12-04,0.181,10.1,1.79
2015-03-17,0.185,10.1,1.83
2015-06-16,0.175,10.9,1.61
2015-09-15,0.1524,11.6,1.31
2015-12-09,0.155,11.5,1.35
2016-03-17,0.161,12.1,1.33
2016-06-15,0.165,11.7,1.41
2016-09-15,0.158,11.3,1.4
2016-12-07,0.16,11,1.45
2017-03-20,0.174,10.5,1.66
2017-06-16,0.179,10.3,1.74
2017-09-14,0.18,10.4,1.73
2017-11-17,0.2421,10.7,2.26
