,dividend,close_price,dividend_yield
2001-04-26,3.5,1.6087,217.57
2001-11-22,0.35,3.0291,11.55
2002-04-26,0.5,3.9361,12.7
2003-05-08,0.85,3.32,25.6
2005-05-03,0.19,3.2,5.94
2006-05-04,0.13,2.62,4.96
2007-05-04,0.16,2.4,6.67
2008-05-06,0.18,2.52,7.14
2009-04-30,0.3,3.22,9.32
2010-04-19,0.56,8.4,6.67
2011-04-12,0.2,6,3.33
2012-04-11,0.57,12.5,4.56
2013-04-11,0.52,11.4,4.56
2014-04-11,0.35,10.5,3.33
2015-04-28,0.27,9.6,2.81
2016-04-27,0.43,9.15,4.7
2017-04-26,0.3,11,2.73
