,dividend,close_price,dividend_yield
2008-09-08,0.231,9,2.57
2008-12-09,0.235,7,3.36
2009-02-24,0.171,7.9,2.16
2009-05-27,0.199,7,2.84
2009-08-26,0.2,6.95,2.88
2009-11-25,0.2,7.25,2.76
2010-03-12,0.115,7.1,1.62
2010-05-25,0.285,7.5,3.8
2010-08-26,0.228,8.1,2.81
2010-11-25,0.2,8.3,2.41
2011-02-23,0.2,8.25,2.42
2011-05-26,0.2,8.6,2.33
2011-08-26,0.2,8.75,2.29
2011-11-25,0.2,8.3,2.41
2012-02-24,0.2,8.55,2.34
2012-05-28,0.2,9.3,2.15
2012-08-28,0.2,9,2.22
2012-11-27,0.2,9.55,2.09
2013-02-22,0.2,10.3,1.94
2015-09-02,0.3,4.58,6.55
2016-02-24,0.14,4.76,2.94
2016-09-02,0.22,5.2,4.23
