,dividend,close_price,dividend_yield
2007-03-14,0.15,0.992,15.12
2008-03-18,0.04,1.03,3.88
2009-03-06,0.045,0.47,9.57
2010-03-02,0.015,0.65,2.31
2011-03-08,0.01,0.73,1.37
2012-02-28,0.01,0.9,1.11
2013-03-05,0.003,2.02,0.15
2016-03-01,0.02,2.52,0.79
