,dividend,close_price,dividend_yield
2007-05-21,0.19,9.85,1.93
2007-08-16,0.175,9.05,1.93
2007-11-15,0.185,9.3,1.99
2008-02-15,0.2,9.4,2.13
2008-05-15,0.185,9.5,1.95
2008-08-15,0.188,7.7,2.44
2008-11-17,0.183,6,3.05
2009-02-19,0.21,6.9,3.04
2009-05-18,0.195,6.95,2.81
2009-08-17,0.195,7.2,2.71
2009-11-17,0.195,8.3,2.35
2010-02-17,0.193,8.45,2.28
2010-05-17,0.186,9.2,2.02
2010-08-19,0.1811,9.15,1.98
2010-11-19,0.1705,9.65,1.77
2011-03-03,0.0569,9.15,0.62
2011-05-23,0.1876,8.65,2.17
2011-08-26,0.182,8.35,2.18
2011-11-25,0.2025,8.45,2.4
2012-02-20,0.1863,8.5,2.19
2012-05-11,0.196,9.25,2.12
2012-08-24,0.182,9.9,1.84
2012-11-21,0.182,11,1.65
2013-03-08,0.182,12,1.52
2013-05-10,0.182,10.8,1.69
2013-07-26,0.182,9.95,1.83
2013-10-28,0.182,9.65,1.89
2014-02-28,0.18,8.9,2.02
2014-05-14,0.19,9.05,2.1
2014-08-07,0.182,9.6,1.9
2014-11-07,0.182,9.45,1.93
2015-02-27,0.182,9.4,1.94
2015-05-18,0.19,9.55,1.99
2015-08-07,0.182,10,1.82
2015-11-06,0.189,10.9,1.73
2016-02-25,0.197,11.3,1.74
2016-04-11,0.12,11.9,1.01
2016-06-10,0.12,11.7,1.03
2016-08-11,0.132,12.2,1.08
2016-10-17,0.14,12,1.17
2016-12-09,0.141,11.9,1.18
2017-03-08,0.162,11.7,1.38
2017-04-11,0.133,11.6,1.15
2017-06-09,0.134,11.5,1.17
2017-08-10,0.14,11.3,1.24
2017-10-10,0.146,11.5,1.27
