,dividend,close_price,dividend_yield
2004-02-25,0.8,54,1.48
2004-09-01,0.5,35.25,1.42
2005-03-07,1,35.75,2.8
2005-08-30,0.35,24.5,1.43
2006-03-10,0.83,23.5,3.53
2006-08-21,0.25,21.7,1.15
2007-02-22,0.62,18.4,3.37
2007-08-20,0.2,22,0.91
2008-03-05,0.68,26,2.62
2008-09-01,0.3,16.4,1.83
2009-02-26,0.5,7.85,6.37
2009-08-25,0.25,13.4,1.87
2010-02-23,1,12,8.33
2010-08-24,0.25,13.4,1.87
2011-02-22,1.18,15.6,7.56
2011-08-24,0.35,16,2.19
2012-02-22,0.82,16.3,5.03
2012-08-21,0.35,14.3,2.45
2013-02-19,0.9,18.2,4.95
2013-08-27,0.35,22.3,1.57
2014-02-25,2.13,24.1,8.84
2014-08-25,0.75,23.2,3.23
2015-02-25,0.9,25,3.6
2015-08-25,1,23.2,4.31
2016-03-01,0.79,23.1,3.42
2016-08-19,0.75,22.9,3.28
2017-02-28,0.95,23.2,4.09
2017-08-10,0.65,22.3,2.91
