,dividend,close_price,dividend_yield
2015-05-12,0.2094,10.4,2.01
2015-12-01,0.067,10.3,0.65
2016-02-25,0.0565,10,0.57
2016-05-04,0.0292,10.1,0.29
2016-08-08,0.1733,10.2,1.7
2016-11-11,0.1696,10.2,1.66
2016-12-01,0.093,10.1,0.92
2017-03-06,0.0741,9.85,0.75
2017-05-04,0.1205,9.75,1.24
2017-08-04,0.1705,9.3,1.83
2017-11-07,0.1705,9.75,1.75
2017-11-23,0.0617,9.5,0.65
