,dividend,close_price,dividend_yield
2004-05-13,0.188,8.9,2.11
2004-08-20,0.11,8.5,1.29
2004-11-10,0.115,8.5,1.35
2005-02-14,0.125,8.6,1.45
2005-05-11,0.135,8.7,1.55
2005-08-09,0.16,8.6,1.86
2005-11-21,0.13,8.9,1.46
2006-03-08,0.14,8.9,1.57
2006-05-22,0.135,9,1.5
2006-08-29,0.15,8.9,1.69
2006-11-28,0.135,9.15,1.48
2007-03-12,0.145,9.1,1.59
2007-05-29,0.135,9.1,1.48
2007-08-28,0.15,8.9,1.69
2007-12-07,0.125,8.85,1.41
2008-03-04,0.17,8.8,1.93
2008-05-28,0.185,8.5,2.18
2008-08-26,0.185,8.3,2.23
2008-11-25,0.18,7.65,2.35
2009-02-24,0.18,7.9,2.28
2009-05-26,0.185,8.5,2.18
2009-08-26,0.165,8.5,1.94
2009-11-26,0.17,8.85,1.92
2010-02-23,0.18,9.2,1.96
2010-05-25,0.175,9.2,1.9
2010-09-03,0.185,9.35,1.98
2010-11-25,0.17,9.9,1.72
2011-02-24,0.125,9.6,1.3
2011-05-27,0.155,9.25,1.68
2011-08-26,0.165,8.95,1.84
2011-11-25,0.147,9.3,1.58
2012-02-27,0.175,9.7,1.8
2012-05-28,0.175,9.45,1.85
2012-08-28,0.16,9.25,1.73
2012-11-27,0.17,9.9,1.72
2013-02-22,0.15,9.9,1.52
2013-05-28,0.155,10,1.55
2013-08-27,0.1684,9.9,1.7
2013-11-29,0.1285,10.1,1.27
2014-02-25,0.15,9.75,1.54
2014-05-27,0.18,10,1.8
2014-08-26,0.09,9.95,0.9
2014-11-25,0.1522,9.9,1.54
2015-02-24,0.155,9.8,1.58
2015-05-18,0.16,9.65,1.66
2015-08-20,0.16,9.6,1.67
2015-11-27,0.152,9.7,1.57
2016-02-15,0.155,9.75,1.59
2016-05-19,0.16,9.9,1.62
2016-08-17,0.16,10.3,1.55
2016-11-22,0.16,10.3,1.55
2017-02-17,0.16,10.2,1.57
2017-05-18,0.175,10.6,1.65
2017-08-21,0.175,10.7,1.64
2017-11-21,0.175,11,1.59
