,dividend,close_price,dividend_yield
2003-02-04,0.25,3.2553,7.68
2004-02-04,0.5,37.5087,1.33
2004-05-26,1,27.0517,3.7
2004-11-24,1,33.8715,2.95
2005-02-03,2.5,36.3721,6.87
2005-05-25,2,34.3262,5.83
2006-02-06,1.5,20.7321,7.24
2006-05-23,0.65,18.3679,3.54
2007-02-02,0.7,24.5512,2.85
2007-05-25,0.75,32.9622,2.28
2008-02-05,0.9,36.3721,2.47
2008-05-27,1.5,43.8738,3.42
2009-02-04,0.75,15.64,4.8
2010-02-04,0.54,27.25,1.98
2011-03-07,0.26,18.3,1.42
2011-06-30,0.5,18.9,2.65
2012-02-06,0.5,22.1,2.26
2015-02-03,0.25,17.2,1.45
2015-04-30,0.025,13.3,0.19
2016-03-28,0.05,7.8,0.64
2017-05-04,0.05,9.15,0.55
