,dividend,close_price,dividend_yield
2010-11-23,0.1,8.6,1.16
2011-05-09,0.15,9.8,1.53
2011-09-20,0.0167,11.8,0.14
2012-05-08,0.1,10.7,0.93
2013-04-01,0.01112,14,0.08
2014-04-17,0.16,8.45,1.89
2015-04-01,0.00695,8.55,0.08
2016-04-28,0.1,6.1,1.64
2017-03-14,0.05,5.3,0.94
