,dividend,close_price,dividend_yield
2001-03-23,1.25,4.05,30.86
2001-05-23,1,4.175,23.95
2001-08-28,1.6,5.45,29.36
2001-11-22,0.17,5.25,3.24
2002-03-25,0.12,6.45,1.86
2002-05-22,0.11,5.7,1.93
2002-08-27,0.12,4.88,2.46
2002-11-26,0.08,4.48,1.79
2003-03-24,0.03,3.5,0.86
2003-08-19,0.05,5.35,0.93
2003-11-17,0.14,4.9,2.86
2004-03-29,0.04,3.9,1.03
2004-08-23,0.07,3.7,1.89
2004-11-22,0.04,3.58,1.12
2005-05-24,0.12,4.36,2.75
2005-08-22,0.18,5.1,3.53
2005-11-21,0.14,5.2,2.69
2006-04-04,0.06,5.55,1.08
2006-05-22,0.05,5.7,0.88
2006-08-15,0.07,5.15,1.36
2006-11-20,0.05,4.96,1.01
2007-04-02,0.02,4.66,0.43
2008-03-31,0.085,4.66,1.82
2008-08-25,0.08,3.76,2.13
2009-03-30,0.11,3.36,3.27
2009-08-20,0.23,5.8,3.97
2010-04-29,0.5,15.3,3.27
2010-08-23,0.5,26.5,1.89
2011-04-28,0.55,30.75,1.79
2011-08-22,0.6,31.75,1.89
2012-05-10,0.6,40.75,1.47
2012-08-22,0.6,33.5,1.79
2013-05-03,0.5,30.75,1.63
2013-08-21,0.25,24.1,1.04
2014-05-06,0.25,26.75,0.93
2014-08-26,0.3,29.5,1.02
2015-04-28,0.45,23.5,1.91
2015-08-25,0.3,17.8,1.69
2016-04-28,0.45,25.25,1.78
2016-08-23,0.5,31.75,1.57
2017-05-04,0.45,26.5,1.7
2017-08-25,0.5,26.25,1.9
