,dividend,close_price,dividend_yield
2001-04-03,1,3.425,29.2
2001-08-20,5,5.05,99.01
2002-03-29,3,4.5,66.67
2002-11-18,1,3.95,25.32
2003-04-02,0.45,3.2,14.06
2003-08-18,2.5,4.75,52.63
2004-03-24,2.5,4.65,53.76
2004-08-23,2,4.45,44.94
2005-04-01,1,4.15,24.1
2006-03-31,1,3.5,28.57
2006-08-23,1,4.35,22.99
2007-04-30,2,4,50
2007-08-23,2,5,40
2007-11-20,1,5.85,17.09
2008-04-02,3,7.35,40.82
2008-08-18,4,7.8,51.28
2008-11-25,2,4.025,49.69
2009-05-06,0.4,7,5.71
2009-08-26,0.2,6.45,3.1
2009-11-25,0.1,6.45,1.55
2010-05-07,0.2,6.45,3.1
2010-08-26,0.1,6.45,1.55
2010-11-22,0.1,7.1,1.41
2011-05-09,0.15,6.8,2.21
2011-08-19,0.3,7.3,4.11
2011-11-22,0.3,7.25,4.14
2012-05-09,0.5,10.5,4.76
2012-08-21,0.3,10.8,2.78
2012-11-20,0.3,11.6,2.59
2013-05-02,0.3,11.9,2.52
2013-08-20,0.2,10.5,1.9
2014-04-30,0.4,10.5,3.81
2014-11-18,0.15,10.2,1.47
2015-04-30,0.15,9.25,1.62
2016-05-03,0.1,5.7,1.75
2017-05-04,0.15,6.45,2.33
