,dividend,close_price,dividend_yield
2005-12-13,0.1,1.99,5.03
2006-02-28,0.15,0.2,75
2007-03-06,0.35,0.625,56
2008-03-07,0.6,1.24,48.39
2008-08-19,0.45,2.05,21.95
2009-03-30,0.055,1.42,3.87
2009-08-25,0.045,1.49,3.02
2010-04-07,0.045,1.5,3
2010-08-19,0.04,1.36,2.94
2011-04-12,0.05,1.35,3.7
2011-08-19,0.04,1.36,2.94
2012-03-01,0.05,1.38,3.62
2012-08-21,0.04,1.61,2.48
2013-03-04,0.05,2.24,2.23
2013-08-26,0.04,1.69,2.37
2014-03-03,0.05,1.6,3.13
2015-03-06,0.05,2.2,2.27
2016-02-29,0.06,1.79,3.35
2017-02-27,0.07,1.92,3.65
