,dividend,close_price,dividend_yield
2005-08-26,0.15,10,1.5
2005-11-25,0.2,9.85,2.03
2006-02-23,0.195,10.5,1.86
2006-03-28,0.2,10.3,1.94
2006-08-28,0.2,9.8,2.04
2006-11-27,0.22,9.7,2.27
2007-02-23,0.22,9.8,2.24
2007-05-25,0.2,10.4,1.92
2007-08-28,0.2,11.2,1.79
2007-09-27,0.2,10.9,1.83
2008-02-26,0.2,10.9,1.83
2008-05-27,0.2,11.1,1.8
2008-08-26,0.2,10.8,1.85
2008-10-13,0.2,10.6,1.89
2008-11-25,0.15,10.4,1.44
2009-03-11,0.06,9.8,0.61
2009-05-19,0.2,8.6,2.33
2009-08-24,0.2,8.7,2.3
2009-11-09,0.2,10.1,1.98
2010-02-24,0.2,10.7,1.87
2010-05-17,0.2,11.1,1.8
2010-08-11,0.2,10.7,1.87
2010-09-27,0.2,11.1,1.8
2011-02-28,0.2,12,1.67
2011-05-23,0.2,11.6,1.72
2011-08-19,0.2,12.5,1.6
2011-11-21,0.2,11,1.82
2012-03-12,0.17,10.6,1.6
2012-08-23,0.16,11,1.45
2012-11-27,0.32,11.6,2.76
2013-05-23,0.21,12.9,1.63
2013-08-27,0.18,11.5,1.57
2013-11-26,0.185,11,1.68
2014-02-25,0.185,10.8,1.71
2014-05-27,0.18,10.9,1.65
2014-08-22,0.18,11.3,1.59
2014-11-21,0.17,10.9,1.56
2015-02-24,0.165,10.7,1.54
2015-05-26,0.16,10.6,1.51
2015-08-26,0.16,10.4,1.54
2015-11-25,0.16,10.7,1.5
2016-02-25,0.17,10.7,1.59
2016-05-25,0.16,11.1,1.44
2016-08-24,0.15,10.7,1.4
2016-11-23,0.16,10.3,1.55
2017-03-06,0.165,10.4,1.59
2017-05-24,0.155,10.2,1.52
2017-08-24,0.155,10.3,1.5
2017-11-23,0.2121,11.6,1.83
