,dividend,close_price,dividend_yield
2004-05-04,0.33,7.4,4.46
2005-05-03,0.5,6.2,8.06
2006-05-04,0.33,5.25,6.29
2007-05-03,0.35,4.94,7.09
2008-05-02,0.5,6.1,8.2
2009-05-04,0.45,4.4,10.23
2010-04-30,0.33,4.7,7.02
2011-05-04,0.45,5.3,8.49
2012-05-03,0.33,5,6.6
2013-04-30,0.33,7.45,4.43
2014-04-28,0.45,8.5,5.29
2015-04-27,0.5,8.45,5.92
2016-05-03,0.33,5.45,6.06
2017-04-27,0.35,5.7,6.14
