,dividend,close_price,dividend_yield
2005-05-03,0.4,13.3,3.01
2006-05-02,1.1,34.5,3.19
2007-05-02,5.2,43.75,11.89
2008-04-29,2.74,34.5,7.94
2009-04-30,0.82,13.7,5.99
2010-04-30,0.92,24,3.83
2011-05-06,1.29,22.8,5.66
2012-05-04,0.5,15.2,3.29
2014-05-06,0.3,13.3,2.26
2015-04-30,0.4,18.4,2.17
2016-05-03,0.2,12.4,1.61
2017-04-28,1,19.4,5.15
