,dividend,close_price,dividend_yield
2008-12-16,1,39,2.56
2009-05-06,1,38.25,2.61
2010-04-23,0.5,33,1.52
2011-04-20,0.5,33.25,1.5
2012-09-26,0.85,67.75,1.25
2013-05-09,0.55,106,0.52
2014-04-24,2,87,2.3
2014-08-28,2,104,1.92
2015-04-24,1.25,88,1.42
2015-08-25,2.25,82.5,2.73
2016-04-27,2,83,2.41
2017-05-02,0.85,73,1.16
2017-11-30,0.6,72,0.83
