,dividend,close_price,dividend_yield
2008-03-13,0.176,10.1,1.74
2008-05-26,0.2,10,2
2008-08-26,0.2,9.7,2.06
2008-12-01,0.2,9.8,2.04
2009-03-18,0.222,10.1,2.2
2009-05-25,0.2268,7.95,2.85
2009-08-24,0.2262,6.95,3.25
2009-11-24,0.2262,7.95,2.85
2010-03-08,0.247,8,3.09
2011-05-24,0.125,5.2,2.4
2012-02-21,0.1099,4.7,2.34
2015-09-10,0.0745,4.6,1.62
2015-11-19,0.1589,5,3.18
2016-02-25,0.0816,4.7,1.74
2016-05-30,0.1,4.8,2.08
2016-08-24,0.085,4.96,1.71
2016-11-21,0.1031,5.05,2.04
2017-02-21,0.18,5.15,3.5
2017-08-28,0.0585,5.1,1.15
2017-11-17,0.13,5.25,2.48
