,dividend,close_price,dividend_yield
2006-11-09,0.18,6.8,2.65
2007-11-27,0.35,8.15,4.29
2008-12-02,0.41,6.05,6.78
2009-11-30,0.43,8.6,5
2010-12-02,0.4,8.05,4.97
2011-11-25,0.48,8.5,5.65
2012-11-27,0.5,12.5,4
2013-11-28,0.6,13.7,4.38
2014-11-28,0.6,20,3
2015-11-27,0.62,19.7,3.15
2016-12-02,0.65,40.75,1.6
2017-11-27,0.6,38,1.58
