,dividend,close_price,dividend_yield
2002-08-27,0.7,7,10
2003-05-06,0.1,7.35,1.36
2003-08-26,0.2,10.4,1.92
2003-11-26,0.25,11.1,2.25
2004-04-30,0.7,11.5,6.09
2004-08-25,0.3,8.65,3.47
2005-04-22,0.3,7.85,3.82
2005-08-25,0.25,7.25,3.45
2006-05-04,0.25,8.35,2.99
2006-08-25,0.17,7,2.43
2007-05-03,0.15,6.95,2.16
2007-08-24,0.12,6.8,1.76
2008-05-06,0.25,9,2.78
2008-08-19,0.15,6.95,2.16
2009-05-04,0.12,3.84,3.13
2009-08-21,0.16,6.25,2.56
2009-11-23,0.08,6.25,1.28
2010-05-06,0.1,5.45,1.83
2010-08-24,0.16,6.5,2.46
2011-04-29,0.18,6.75,2.67
2011-08-23,0.17,6.95,2.45
2012-05-02,0.23,7.95,2.89
2012-08-24,0.2,8.8,2.27
2012-11-23,0.1,8.9,1.12
2013-04-26,0.15,13,1.15
2013-08-26,0.25,10.1,2.48
2014-04-29,0.15,11.1,1.35
2014-08-27,0.25,11,2.27
2015-04-29,0.4,9.95,4.02
2015-08-26,0.25,7.85,3.18
2016-04-29,0.35,8.75,4
2016-08-24,0.35,10,3.5
2017-05-05,0.3,10.1,2.97
2017-08-23,0.4,10.2,3.92
