,dividend,close_price,dividend_yield
2011-08-26,0.2413,9.8,2.46
2011-11-25,0.2413,9.85,2.45
2012-02-20,0.2413,10.1,2.39
2012-05-11,0.2413,12,2.01
2012-08-10,0.2491,12,2.08
2012-11-02,0.2491,14.2,1.75
2013-01-29,0.2491,15,1.66
2013-05-03,0.2527,14.3,1.77
2013-07-26,0.2527,13.6,1.86
2013-10-29,0.2527,13,1.94
2014-02-03,0.2679,12,2.23
2014-05-02,0.262,12.5,2.1
2014-08-06,0.262,13,2.02
2014-09-29,0.3,12.8,2.34
2015-01-30,0.2193,12.1,1.81
2015-05-08,0.2637,12.4,2.13
2015-08-05,0.262,13.5,1.94
2015-11-04,0.262,14.8,1.77
2016-02-04,0.262,15.3,1.71
2016-05-03,0.27,18.8,1.44
2016-08-04,0.2565,17.5,1.47
2016-11-08,0.2437,16.7,1.46
2017-02-02,0.2795,15.9,1.76
2017-05-05,0.28,13.9,2.01
2017-08-10,0.2805,14.2,1.98
2017-11-08,0.2414,14.9,1.62
