,dividend,close_price,dividend_yield
2008-10-17,0.283,10,2.83
2009-04-09,0.39,10,3.9
2009-08-04,0.19,9.95,1.91
2009-10-13,0.19,10,1.9
2010-02-12,0.22,10,2.2
2010-04-16,0.2,9.95,2.01
2010-08-09,0.19,9.95,1.91
2010-10-15,0.2,9.95,2.01
2011-02-14,0.19,9.75,1.95
2011-04-11,0.195,9.9,1.97
2011-08-11,0.195,9.6,2.03
2011-10-19,0.195,9.05,2.15
2012-02-17,0.195,9.65,2.02
2012-04-20,0.198,9.95,1.99
2012-08-28,0.198,9.8,2.02
2012-10-22,0.198,10.2,1.94
2013-02-26,0.198,10.3,1.92
2013-04-30,0.2,10.1,1.98
2013-08-26,0.2,10,2
2013-10-17,0.2,9.8,2.04
2014-02-21,0.19,9.6,1.98
2014-04-29,0.176,9.45,1.86
2014-08-26,0.177,9.3,1.9
2014-10-20,0.185,9,2.06
2015-02-24,0.185,8.3,2.23
2015-04-29,0.175,8.6,2.03
2015-08-27,0.1,6.75,1.48
2015-11-17,0.025,5.25,0.48
