,dividend,close_price,dividend_yield
2008-03-11,0.25,0.825,30.3
2008-08-14,0.03,0.66,4.55
2009-03-11,0.04,0.55,7.27
2009-08-17,0.03,0.65,4.62
2009-11-16,0.03,1.06,2.83
2010-03-10,0.04,1.17,3.42
2010-08-23,0.05,1.44,3.47
2010-11-12,0.03,1.64,1.83
2011-04-05,0.06,2.1,2.86
2011-08-22,0.04,1.7,2.35
2011-11-25,0.03,1.74,1.72
2012-03-26,0.18,2.3,7.83
2012-05-21,0.1,2.12,4.72
2012-08-21,0.03,2.06,1.46
2012-11-15,0.05,2.58,1.94
2013-02-27,0.07,3.02,2.32
2014-04-18,0.01,3.22,0.31
2015-05-14,0.01,10.1,0.1
2016-03-29,0.12,7.15,1.68
