,dividend,close_price,dividend_yield
2009-02-11,0.36,9,4
2009-08-31,0.2992,9,3.32
2010-02-08,0.3277,8.6,3.81
2010-09-01,0.3223,8.45,3.81
2011-02-08,0.3529,6.3,5.6
2011-09-13,0.3471,5.1,6.81
2012-03-01,0.3529,5.45,6.48
2012-09-03,0.349,7.3,4.78
2013-03-04,0.1352,6.7,2.02
2013-09-10,0.1648,5.6,2.94
2014-02-27,0.146,5.5,2.65
2014-09-10,0.165,5.65,2.92
2015-03-06,0.151,5.5,2.75
2015-09-09,0.231,5.8,3.98
2016-03-11,0.156,6.2,2.52
2016-09-09,0.32,6.85,4.67
2017-03-10,0.165,7.15,2.31
2017-09-11,0.38,8.5,4.47
