,dividend,close_price,dividend_yield
2006-03-31,0.22,2.5,8.8
2006-08-23,0.2,2.44,8.2
2007-03-23,0.2,3.16,6.33
2007-08-23,0.05,2.08,2.4
2008-03-26,0.15,2.24,6.7
2008-08-22,0.15,2.22,6.76
2009-04-24,0.12,1.69,7.1
2009-08-25,0.05,1.6,3.13
2010-01-13,0.2,9,2.22
2010-06-02,0.05,6.6,0.76
2014-08-25,0.4,27,1.48
2015-03-12,0.45,28,1.61
2015-11-19,0.44,23.7,1.86
2016-03-10,0.81,22,3.68
2016-08-18,0.4,21.7,1.84
2017-03-16,0.7,22.3,3.14
2017-08-28,0.5,20.9,2.39
