,dividend,close_price,dividend_yield
2012-07-26,0.1346,12.8,1.05
2012-11-01,0.1646,15.4,1.07
2012-11-27,0.16,14.3,1.12
2013-04-25,0.1801,15.3,1.18
2013-07-26,0.1778,13.8,1.29
2013-11-01,0.1708,13.2,1.29
2014-01-28,0.163,12.3,1.33
2014-04-25,0.1851,13,1.42
2014-07-24,0.1856,14.2,1.31
2014-10-28,0.19,13.3,1.43
2015-01-27,0.187,13.2,1.42
2015-04-27,0.1811,13.8,1.31
2015-07-27,0.206,13.5,1.53
2015-10-27,0.209,13.2,1.58
2016-01-26,0.2176,13.9,1.57
2016-04-26,0.219,17.4,1.26
2016-07-26,0.2176,17.3,1.26
2016-10-26,0.2157,18.1,1.19
2017-01-26,0.2109,18,1.17
2017-04-25,0.2148,17.1,1.26
2017-07-25,0.2129,16.8,1.27
2017-10-25,0.215,17.6,1.22
