,dividend,close_price,dividend_yield
2002-01-08,1.5,2.24,66.96
2003-01-07,2,2.85,70.18
2004-01-06,2.75,5.15,53.4
2005-01-14,3.5,5.1,68.63
2006-01-05,0.22,3.06,7.19
2007-01-03,0.22,2.82,7.8
2008-01-03,0.35,3.28,10.67
2008-12-11,0.3,2.34,12.82
2009-12-09,0.3,3.18,9.43
2010-03-09,0.07,2.86,2.45
2011-03-07,0.4,4.9,8.16
2012-02-23,0.35,4.72,7.42
2013-03-05,0.4,6.3,6.35
2014-03-12,0.28,4.84,5.79
2015-05-07,0.17,4.1,4.15
2016-05-10,0.17,3.7,4.59
2017-05-08,0.19,4.94,3.85
