,dividend,close_price,dividend_yield
2002-09-24,1,45.25,2.21
2003-03-31,4,137,2.92
2003-10-02,2,133,1.5
2004-03-31,4,174,2.3
2004-10-27,4.5,210,2.14
2005-04-05,5.5,232,2.37
2005-10-13,5,280,1.79
2006-03-29,5,276,1.81
2006-10-18,5,380,1.32
2007-04-04,6,472,1.27
2007-10-03,6,548,1.09
2008-04-23,6,564,1.06
2008-10-03,6,508,1.18
2009-03-31,6,532,1.13
2009-10-01,6,512,1.17
2010-03-25,6,538,1.12
2010-09-29,6,592,1.01
2011-03-24,6,684,0.88
2011-09-28,6,750,0.8
2012-03-23,6,990,0.61
2012-10-30,6,1600,0.38
2013-04-02,6,1800,0.33
2013-10-21,6,1950,0.31
2014-03-26,6,1900,0.32
2014-10-29,6,2000,0.3
2015-04-27,6,2200,0.27
2015-10-22,6,2072,0.29
2016-03-28,6,2180,0.28
2016-10-11,8,3250,0.25
2017-03-16,8,2950,0.27
2017-10-30,8,2976,0.27
