,dividend,close_price,dividend_yield
2001-04-03,2,21.75,9.2
2001-08-30,1.5,35,4.29
2002-04-04,1.5,40,3.75
2002-11-06,1.25,36,3.47
2003-04-11,1.25,32,3.91
2003-11-05,1.5,44.75,3.35
2004-04-05,1.5,39,3.85
2004-09-02,1.5,42,3.57
2005-04-05,1.9,44.5,4.27
2005-11-17,1.5,45,3.33
2006-04-27,1.5,38.5,3.9
2006-08-30,1,29.5,3.39
2007-03-28,0.5,27,1.85
2007-09-03,0.5,27.5,1.82
2008-03-25,0.5,23,2.17
2008-09-16,0.5,22.5,2.22
2009-03-26,0.5,10.3,4.85
2011-05-10,1,17.7,5.65
2012-05-08,0.25,17,1.47
2014-05-06,0.375,16.5,2.27
2015-05-07,1,24.5,4.08
2016-05-10,1.25,30.5,4.1
2017-05-08,2,40.5,4.94
