,dividend,close_price,dividend_yield
2001-03-12,4.5,59.9989,7.5
2001-05-29,2.75,69.3321,3.97
2001-08-28,2.75,77.3319,3.56
2001-11-27,2.75,71.5543,3.84
2002-03-11,3.75,123.553,3.04
2002-05-29,2.75,128,2.15
2002-08-27,2.75,133.333,2.06
2002-11-26,2.75,138.667,1.98
2003-03-31,3.75,144,2.6
2003-06-02,2.75,150.667,1.83
2003-08-25,2.75,200,1.38
2003-11-26,2.75,206.667,1.33
2004-03-31,3.75,217.333,1.73
2004-06-08,2.75,157.333,1.75
2004-08-30,2.75,152,1.81
2004-11-29,2.75,154.667,1.78
2005-03-31,3.75,146.667,2.56
2005-05-24,2.75,150.667,1.83
2005-08-26,2.75,157.333,1.75
2005-11-29,2.75,172,1.6
2006-03-31,3.75,197.333,1.9
2006-05-24,2.75,149.333,1.84
2006-08-24,2.75,141.333,1.95
2006-11-23,2.75,146.667,1.87
2007-03-30,3.75,150.667,2.49
2007-05-30,2.75,158.667,1.73
2007-08-23,2.75,178.667,1.54
2007-11-23,2.75,189.333,1.45
2008-04-01,3.75,186.667,2.01
2008-05-23,2.75,190.667,1.44
2008-08-25,2.75,172,1.6
2008-11-26,2.75,120,2.29
2009-03-11,3.75,128.667,2.91
2009-05-27,2.75,149.333,1.84
2009-08-26,2.75,155.333,1.77
2009-11-25,2.75,158.667,1.73
2010-03-10,3.75,206,1.82
2010-05-27,2.75,200,1.38
2010-08-23,2.75,235,1.17
2010-11-24,2.75,250,1.1
2011-03-09,3.75,252,1.49
2011-05-25,2.75,260,1.06
2011-08-25,2.75,261,1.05
2011-11-23,2.75,223,1.23
2012-03-06,3.75,247,1.52
2012-05-24,2.75,243,1.13
2012-08-22,2.75,254,1.08
2012-11-22,2.75,277,0.99
2013-03-13,3.75,395,0.95
2013-05-22,2.75,442,0.62
2013-08-26,2.75,387,0.71
2013-11-21,2.75,374,0.74
2014-03-12,3.75,486,0.77
2014-05-26,2.75,345,0.8
2014-08-25,2.75,360,0.76
2014-11-26,2.75,371,0.74
2015-03-11,3.75,369,1.02
2015-05-27,2.75,372,0.74
2015-08-26,2.75,360,0.76
2015-11-25,2.75,356,0.77
2016-03-09,3.75,358,1.05
2016-05-25,3,361,0.83
2016-08-25,3,357,0.84
2016-11-23,3,344,0.87
2017-03-08,5,358,1.4
2017-05-24,3,356,0.84
2017-08-23,3,350,0.86
2017-11-22,3,361,0.83
