,dividend,close_price,dividend_yield
2001-04-03,2,3.95,50.63
2001-09-13,1.6,3.375,47.41
2002-03-27,1.4,3.1,45.16
2002-09-10,1.5,3.325,45.11
2003-03-18,1.5,3.775,39.74
2003-09-10,0.15,4.72,3.18
2004-03-15,0.15,4.4,3.41
2004-09-07,0.18,4.36,4.13
2005-03-15,0.18,4.28,4.21
2005-09-06,0.18,4.8,3.75
2006-03-17,0.18,5.5,3.27
2006-09-11,0.18,4.9,3.67
2007-03-16,0.18,5.45,3.3
2007-09-12,0.18,6.3,2.86
2008-03-17,0.2,6.2,3.23
2008-09-11,0.18,6.1,2.95
2009-03-11,0.18,4.2,4.29
2009-09-03,0.18,5.1,3.53
2010-03-11,0.22,5.7,3.86
2010-09-09,0.18,6.25,2.88
2011-03-10,0.23,6.35,3.62
2011-09-08,0.2,7.05,2.84
2016-09-07,0.1,2.48,4.03
2017-04-26,0.05,1.92,2.6
2017-09-13,0.05,1.8,2.78
