,dividend,close_price,dividend_yield
2003-04-16,0.335,1.46,22.95
2004-04-05,0.45,1.44,31.25
2005-04-22,0.07,1.21,5.79
2006-04-03,0.06,1.29,4.65
2007-04-24,0.09,1.32,6.82
2008-04-01,0.07,2.74,2.55
2009-05-04,0.08,1.09,7.34
2010-05-04,0.12,2.14,5.61
2011-05-09,0.12,2.28,5.26
2012-05-09,0.00926,1.9,0.49
2013-04-24,0.12,4.1,2.93
2013-09-02,0.07,2.64,2.65
2014-04-21,0.09,3.2,2.81
2014-09-01,0.07,4.44,1.58
2015-04-23,0.01852,3.94,0.47
2015-09-07,0.05,2.42,2.07
2016-04-26,0.09,2.38,3.78
2016-09-05,0.07,2.72,2.57
2017-04-24,0.08,2.62,3.05
2017-08-21,0.07,2.46,2.85
