,dividend,close_price,dividend_yield
2014-11-05,0.1997,10.3,1.94
2015-01-30,0.2317,10.7,2.17
2015-05-08,0.1997,11.1,1.8
2015-08-04,0.2,11,1.82
2015-11-04,0.21,11.2,1.88
2016-02-08,0.22,11.7,1.88
2016-05-03,0.2,12.4,1.61
2016-08-04,0.2,12.7,1.57
2016-11-08,0.2,12.7,1.57
2017-02-02,0.1945,11.8,1.65
2017-05-05,0.1945,12.1,1.61
2017-08-11,0.1945,11.7,1.66
2017-11-08,0.1809,11.7,1.55
