,dividend,close_price,dividend_yield
2008-10-01,0.15,5.85,2.56
2009-03-19,0.25,4.46,5.61
2009-10-05,0.2,8.65,2.31
2010-03-18,0.3,8.15,3.68
2010-08-26,0.2,15.1,1.32
2011-03-28,0.3,17.6,1.7
2011-08-26,0.15,15,1
2012-03-27,0.3,15.7,1.91
2012-08-28,0.15,14.6,1.03
2013-03-12,0.25,13.8,1.81
2013-08-27,0.1,9.75,1.03
2014-03-06,0.5,17.9,2.79
2014-08-20,0.15,15.1,0.99
2015-03-09,0.2,11.7,1.71
2015-08-20,0.2,11.2,1.79
2016-03-08,0.3,10.8,2.78
2016-08-23,0.15,11.7,1.28
2017-03-07,0.35,13.3,2.63
2017-08-23,0.5,15.7,3.18
