,dividend,close_price,dividend_yield
2003-04-01,0.32,6.5137,4.91
2004-03-30,1.3,28.4,4.58
2005-04-01,0.76,34,2.24
2005-06-17,0.42,35.25,1.19
2006-03-31,0.36,26.5,1.36
2006-08-24,0.21,13.6,1.54
2007-04-03,0.2,13.8,1.45
2007-08-24,0.15,12.8,1.17
2008-04-02,0.24,11.2,2.14
2008-08-25,0.29,9.55,3.04
2010-08-26,0.26,14.6,1.78
2011-05-09,0.21,12.8,1.64
2011-08-30,0.16,13,1.23
2012-08-27,0.488,18.8,2.6
2013-03-14,0.25,32.5,0.77
2013-08-27,0.35,14.9,2.35
2014-03-25,0.14,13.4,1.04
2014-08-26,0.2,16.5,1.21
2015-03-25,0.1,14.2,0.7
2015-08-27,0.1,11.9,0.84
2016-03-18,0.2,12,1.67
2016-08-26,0.33,15.2,2.17
2017-03-13,0.33,17.1,1.93
2017-08-28,0.6,24.6,2.44
