,dividend,close_price,dividend_yield
2006-10-16,0.25,10.2,2.45
2007-09-11,0.1,16.4,0.61
2010-03-11,0.1,7.9,1.27
2011-03-14,0.15,11.1,1.35
2012-03-12,0.15,15.5,0.97
2013-03-15,0.1,16.4,0.61
2014-03-14,0.15,11.4,1.32
2015-03-20,0.02,2.76,0.72
2016-03-18,0.02,2.62,0.76
2017-03-07,0.02,2.56,0.78
