,dividend,close_price,dividend_yield
2005-09-02,0.4,13,3.08
2006-04-03,0.4,18.3,2.19
2007-03-16,0.2,20.6,0.97
2008-09-15,0.15,19.8,0.76
2009-04-17,0.15,9.2,1.63
2009-09-08,0.15,18.4,0.82
2010-04-19,0.18,19.2,0.94
2010-09-07,0.22,21.7,1.01
2011-04-19,0.35,26.5,1.32
2011-09-06,0.35,25,1.4
2012-04-30,0.35,27.5,1.27
2012-09-03,0.4,31.75,1.26
2013-04-18,0.4,33,1.21
2013-09-09,0.4,38.25,1.05
2014-04-18,0.4,38,1.05
2014-09-08,0.4,53.5,0.75
2015-04-29,0.4,40.75,0.98
2015-09-08,0.4,30.75,1.3
2016-05-09,0.4,34,1.18
2016-09-06,0.4,36.75,1.09
2017-05-05,0.45,38,1.18
2017-09-05,0.4,38.25,1.05
