,dividend,close_price,dividend_yield
2005-12-14,0.07,15,0.47
2006-03-29,0.12,3.58,3.35
2006-11-23,0.07,3.5,2
2007-04-10,0.11,3.58,3.07
2007-11-22,0.12,3.98,3.02
2008-03-13,0.17,4.08,4.17
2008-08-25,0.08,3.8,2.11
2009-03-19,0.12,5,2.4
2009-09-16,0.1,3.4,2.94
2010-03-16,0.2,6.1,3.28
2010-08-18,0.12,5.6,2.14
2011-03-11,0.18,5.15,3.5
2011-08-24,0.12,4.9,2.45
2012-03-21,0.19,5,3.8
2012-08-22,0.2,8.8,2.27
2013-03-20,0.22,8.25,2.67
2013-08-21,0.21,7.9,2.66
2014-03-10,0.23,7.75,2.97
2014-08-25,0.21,7.5,2.8
2015-05-07,0.19,8.8,2.16
2015-08-20,0.25,8.65,2.89
2016-05-10,0.2,9.65,2.07
2016-11-17,0.25,11.2,2.23
2017-05-08,0.2,11.5,1.74
2017-11-20,0.25,17,1.47
