,dividend,close_price,dividend_yield
2006-03-16,0.39,5.75,6.78
2007-04-02,0.44,5.3,8.3
2008-04-01,0.5,6.55,7.63
2009-03-31,0.25,3.86,6.48
2009-08-25,0.25,4.9,5.1
2010-03-30,0.32,6.8,4.71
2010-08-24,0.36,8.5,4.24
2011-03-28,0.38,9.75,3.9
2011-08-24,0.4,10.2,3.92
2012-03-22,0.36,10.1,3.56
2012-08-24,0.43,17,2.53
2013-03-22,0.39,16,2.44
2013-08-22,0.37,12.5,2.96
2014-03-10,0.26,10.4,2.5
2014-08-25,0.25,12.3,2.03
2015-03-10,0.22,10.8,2.04
2015-08-26,0.21,9.25,2.27
2016-03-10,0.24,9.1,2.64
2016-08-25,0.3,12.7,2.36
2017-03-13,0.72,15.9,4.53
2017-08-17,0.51,15.3,3.33
