,revenue,net_profit,eps,dps,gross_profit,ebit,ebitda,close_price,allowance_doubtful_accounts,expense,operating_profit,cash,account_receivable,inventory,current_asset,property_plant_equipment,total_asset,short_term_loan,account_payable,current_portion_long_term_debt,current_liability,non_current_liability,total_liability,paid_in_capital,total_equity,cash_flow_operation,cash_flow_investment,cash_flow_financing,depreciation,P/E,P/BV,D/E,EPS,DPS,DPR%,ROA%,ROAA%,ROE%,ROAE%,ROCE%,NPM%,NPMA%,CurrentRatio,QuickRatio,month,year,dividend,number_of_shares,return_old
2003-06-30,,,,,,,,,26.32,,,22.66,1497.54,126.97,1765.56,494.04,2262.39,1135.0,109.73,18.21,1645.77,22.76,1668.52,400.0,593.87,,,,,,0.0,2.81,0.46,0.0,0.0,,,,,,13.57,13.51,1.07,1.0,6,2003,,400.7826086956522,184.36
2003-09-30,723.9199999999998,125.50999999999999,0.29162939297124596,2.15,-277.23,166.77999999999997,188.54000000000002,29.36,39.97,557.1400000000001,-596.36,26.58,1667.91,120.94,1920.86,498.54,2422.31,66.0,104.82,100.08,543.67,194.92,738.59,500.0,1683.72,-51.31,-27.14,82.37,21.759999999999998,25.164130148992115,8.72,0.44,0.72,2.15,2.99,20.721888533901307,0.0,29.811004614838478,0.0,38.15484558040468,23.28,14.83,3.53,3.31,9,2003,925.30625,430.375,309.87
2003-12-31,755.69,83.71999999999997,0.187183617469956,0.08117330216722987,180.31999999999994,122.24000000000001,146.71999999999997,26.71,64.5,633.46,-74.17000000000002,39.1,1791.88,117.97,2029.81,502.83,2535.73,50.0,100.69,100.08,597.2,169.9,767.1,500.0,1768.63,79.12,-26.78,-39.81999999999999,24.480000000000004,35.670856724796955,7.55,0.43,0.88,2.15,2.44,13.204953377880532,0.0,18.931070403211457,0.0,24.7848126222719,22.13,13.84,3.4,3.2,12,2003,36.305681818181824,447.2613636363636,393.59
2004-03-31,821.28,77.17,0.15,0.7,488.27,115.51,139.87,24.06,19.25,705.77,128.05,62.3,1938.68,137.81,2221.16,504.5,2728.82,50.0,160.63,100.08,1118.35,143.08,1261.43,500.0,1467.39,78.73,-15.26,-40.25,24.36,40.105,8.2,0.86,0.15,0.7,4.67,11.32,0.0,21.04,0.0,28.68,9.47,9.4,1.99,1.86,3,2004,360.12666666666667,514.4666666666667,77.17
2004-06-30,888.56,93.26,0.1860494044475738,-0.018436112577989026,553.3499999999999,151.57,178.42000000000002,16.36,45.46,736.99,166.18,63.27,1841.13,161.46,2190.34,566.39,4250.04,110.0,540.66,553.84,1759.42,853.88,2613.3,508.0,1568.65,-257.64,-344.48,603.08,26.85,21.989051844306243,5.3,1.67,0.34,0.7,2.06,8.777154256879658,17.948295487883588,23.77054743883119,34.49574840110309,23.464113125623424,10.08,9.97,1.24,1.15,6,2004,-9.241372549019616,501.2647058823529,170.43
2004-09-30,1009.47,102.17000000000002,0.20239104915627296,0.00492274826291489,610.0300000000002,166.97000000000003,198.82999999999998,10.59,84.25,842.5000000000002,190.85999999999996,125.73,2006.61,176.46,2462.38,627.32,4715.12,300.34,575.24,628.84,2055.22,760.42,2815.64,508.0,1682.05,-234.20000000000002,35.920000000000016,260.7299999999999,31.859999999999992,13.080370950376823,3.2,1.67,0.54,0.7,1.3,8.66533528980191,18.230186353631698,24.301917828319887,24.286925898752752,24.46682905355833,10.15,10.02,1.2,1.11,9,2004,2.4850762527233314,504.81481481481484,272.6
2004-12-31,1008.23,77.58999999999997,0.15288015077529335,0.003733528782787762,630.3299999999999,139.71999999999997,174.20000000000005,7.56,122.1,868.5099999999998,304.94,63.42,2160.42,181.84,2564.84,626.74,5031.43,406.77,566.63,741.75,2195.54,856.98,3052.52,508.0,1759.64,-204.37,-250.29000000000002,392.3600000000001,34.480000000000004,12.355266464750615,2.18,1.73,0.69,0.7,1.01,6.168381735629228,13.435728033353318,17.63660869813529,17.59229561095405,17.929075073531507,9.53,9.39,1.17,1.09,12,2004,1.8948470209339803,507.5217391304348,350.19
2005-03-31,1064.51,126.05,0.25,0.55,161.6,214.49,248.69,8.57,91.22,850.02,-214.45,134.03,0.0,172.93,2899.02,595.4,5544.29,280.0,158.66,1722.17,2720.76,715.03,3435.78,508.0,1885.69,-198.62,-12.58,281.81,34.2,8.565,2.31,1.82,0.25,0.55,2.2,9.08,20.76,26.72,30.08,30.4,23.16,11.84,1.07,1.0,3,2005,277.31,504.2,126.05
2005-06-30,1064.2,103.92999999999999,0.20335898773806418,0.0073897730237411485,120.94000000000003,177.32,211.58999999999997,6.26,179.8,886.8800000000001,-258.17,152.75,2550.66,159.75,3046.74,573.5,5974.2,258.88,144.44,2572.13,3469.13,557.17,4026.3,512.0,1712.1,-354.28999999999996,-5.450000000000001,378.45,34.269999999999996,7.689603579332243,1.87,2.35,0.45,0.55,1.22,6.959396469258196,13.84648752065397,24.27654404730846,25.3430489607792,28.271418384207323,21.21,10.8,0.88,0.83,6,2005,3.7766666666666424,511.0666666666666,229.98
2005-09-30,1054.65,81.01000000000002,0.15889932152159236,-0.0013452736958314336,1614.6200000000001,158.20999999999998,192.64,3.04,99.3,896.44,1217.5,1344.43,2582.08,132.56,4247.24,541.69,7234.17,362.99,2075.85,671.62,3746.81,426.3,4173.11,1024.0,2817.11,-97.53000000000009,-2.099999999999998,1291.32,34.43000000000001,4.779441426984322,1.11,1.48,0.61,0.55,0.9,4.480439885526867,9.596477057140103,11.503268915399211,14.399925399530535,16.431752789478764,10.01,9.77,1.13,1.1,9,2005,-0.6858469945354386,509.81967213114757,310.99
2005-12-31,831.0499999999997,87.70999999999998,0.13639377978429895,0.11396160472354817,-1384.88,149.86,183.67000000000007,2.4,370.25,681.19,-1735.94,105.08,2502.57,140.66,2914.4,509.03,5841.14,188.6,91.75,1468.67,2208.5,479.3,2687.8,1024.0,2904.81,271.4800000000001,11.569999999999999,-1522.3999999999999,33.81,4.397927830350018,0.85,0.93,0.62,0.55,0.89,6.010125909204914,11.325083521444693,12.081849009280159,15.047313769751693,16.956826686731876,20.44,9.93,1.32,1.26,12,2005,73.28466419883654,643.0645161290322,398.7
2006-03-31,810.46,122.29,0.12,0.0,94.94,201.48,233.22,2.04,71.87,608.98,-207.62,101.4,2535.96,123.99,2925.06,463.41,5682.51,283.36,87.24,739.06,1584.96,815.71,2400.67,1024.03,3027.16,277.82,8.89,-290.4,31.74,4.25,0.69,0.79,0.12,0.0,0.0,8.6,14.36,16.16,19.92,19.68,37.11,15.09,1.85,1.77,3,2006,0.0,1019.0833333333334,122.29
2006-06-30,696.8899999999999,84.18999999999998,0.08154784967067027,0.0,51.34,149.62000000000003,179.70000000000002,1.67,129.97,547.28,-241.74,32.0,2500.38,248.24,2977.13,626.07,5869.43,508.13,87.09,612.34,1632.52,857.21,2489.73,1029.39,3115.4,216.76999999999998,-405.64,119.47999999999999,30.080000000000002,5.1196935503028875,0.55,0.8,0.2,0.0,0.0,5.740968616815187,9.671574970941494,10.813244866330876,13.944682293684616,13.52063347539713,35.79,13.7,1.82,1.67,6,2006,0.0,1032.3999999999999,206.48
2006-09-30,641.5500000000002,57.880000000000024,0.05692540475109701,0.0,35.30000000000001,114.48999999999995,151.81,1.5,184.68,527.05,-263.5,52.1,2455.84,262.66,2980.17,583.58,5787.67,431.17,80.09,613.91,1494.6,852.67,2347.28,1029.39,3173.28,132.56,-37.56,-74.9,37.32,6.588446786454731,0.49,0.74,0.26,0.0,0.0,4.002293841730975,6.261794522620671,7.29520956271751,7.7330972915721015,9.502163716144654,33.64,12.3,1.99,1.82,9,2006,0.0,1016.7692307692308,264.36
