,revenue,net_profit,eps,dps,gross_profit,ebit,ebitda,close_price,expense,operating_profit,cash,account_receivable,inventory,current_asset,property_plant_equipment,total_asset,short_term_loan,account_payable,current_liability,non_current_liability,total_liability,paid_in_capital,total_equity,cash_flow_operation,cash_flow_investment,cash_flow_financing,depreciation,P/E,P/BV,D/E,EPS,DPS,DPR%,ROA%,ROAA%,ROE%,ROAE%,ROCE%,NPM%,NPMA%,CurrentRatio,QuickRatio,month,year,dividend,number_of_shares,return_old
2014-12-31,,,,,,,,,,,259.81,131.89,504.09,1089.91,520.97,1612.94,219.33,159.73,438.73,9.77,448.5,931.0,1164.43,,,,,,0.0,0.39,0.59,0.0,0.0,,,,,,9.25,9.06,2.48,1.34,12,2014,,93.79661016949153,55.34
2015-03-31,588.13,37.86,0.41,0.0,102.44,48.53,60.86,,539.59,48.2,187.52,77.15,725.91,1111.0,546.03,1658.67,148.05,295.13,520.48,9.21,529.69,931.0,1128.99,55.88,-69.58,-59.01,12.33,0.0,0.0,0.47,0.41,0.0,0.0,9.12,0.0,13.4,0.0,17.04,6.44,6.44,2.13,0.74,3,2015,0.0,92.34146341463415,37.86
2015-06-30,987.9599999999999,70.43,0.7349330501431341,0.0,154.7,85.46000000000001,99.49,20.0,902.5099999999999,83.86,339.97,322.67,720.53,1507.47,622.4,2131.34,348.98,289.06,702.0,10.43,712.43,1012.0,1418.9,-117.78,-53.09,323.67,14.03,6.803680959818259,14.26,0.5,1.13,0.0,0.0,13.215787237972112,0.0,19.849696186166778,0.0,24.37636346846431,6.88,6.87,2.15,1.12,6,2015,0.0,95.83185840707966,108.29
2015-09-30,816.6900000000003,49.11,0.5023322744599746,0.0,118.61000000000001,61.22,76.65,18.2,755.4700000000003,60.329999999999984,236.51,184.54,692.15,1210.84,617.42,1829.44,0.0,281.91,357.07,10.24,367.32,1012.0,1462.12,253.76000000000002,2.280000000000001,-359.41,15.43,9.054265933618408,12.6,0.25,1.61,0.0,0.0,10.733062261753494,0.0,13.441288437102921,0.0,16.548884371029224,6.59,6.58,3.39,1.45,9,2015,0.0,97.7639751552795,157.4
2015-12-31,918.1699999999996,75.59,0.7656654792051161,0.0,158.24,93.72999999999999,110.25,19.4,824.44,93.22000000000003,297.22,254.42,724.71,1318.14,642.61,1961.62,93.28,238.58,412.87,10.28,423.14,1012.0,1538.48,13.469999999999999,-46.17,93.36,16.520000000000003,6.3340977642545315,12.76,0.28,2.36,0.0,0.0,15.417128632130135,20.984425082621577,19.647754839263488,22.37300484999356,24.215792952487234,7.04,7.04,3.19,1.44,12,2015,0.0,98.72457627118645,232.99
2016-03-31,619.01,26.43,0.26,1.12,94.14,33.59,50.21,20.6,585.42,33.28,263.81,160.34,913.45,1362.52,639.67,2002.81,134.99,248.83,424.9,10.37,435.27,1012.0,1567.54,-73.45,-2.2,42.18,16.62,19.8075,13.3,0.28,0.26,1.12,4.31,5.28,7.319999999999999,6.759999999999999,7.839999999999999,8.52,4.27,4.27,3.21,1.06,3,2016,113.85230769230769,101.65384615384615,26.43
2016-06-30,837.77,62.61000000000001,0.6187870619946092,-0.00522496371552955,140.43,71.61999999999999,88.0,19.2,766.15,71.38,291.14,352.18,711.18,1387.72,630.77,2026.02,243.95,210.32,507.52,10.52,518.04,1012.0,1507.98,49.870000000000005,-17.78,-4.700000000000003,16.38,7.757757546717777,12.89,0.34,0.88,1.12,1.27,12.347614555256063,14.23210242587601,16.594743935309975,17.10102425876011,19.49179245283019,6.11,6.11,2.73,1.33,6,2016,-0.5286713286713081,101.18181818181819,89.04
2016-09-30,807.3999999999999,77.09999999999998,0.7610689779703863,0.0013605174168553299,170.7,88.02,104.85,19.0,719.3799999999999,87.80000000000001,312.44,285.13,593.73,1227.54,616.21,1853.96,35.74,136.45,263.58,10.19,273.78,1012.0,1580.18,233.38,-3.9299999999999997,-208.14,16.83,6.243717898832686,12.17,0.17,1.64,1.12,0.68,16.632141567352832,19.472228241242323,19.50935355724088,20.270422535211264,22.553629469122424,7.34,7.34,4.66,2.4,9,2016,0.13782705099777104,101.30487804878048,166.14
2016-12-31,974.2000000000003,110.88999999999999,1.0967714687939936,-0.002204850579712058,219.89999999999998,141.02,157.69,19.1,833.1800000000003,136.31999999999996,473.47,396.5,465.18,1380.55,621.98,2012.08,0.0,197.35,312.99,10.52,323.51,1012.0,1688.57,226.11,-29.62,-36.5,16.67,4.353185814771395,11.45,0.19,2.74,1.12,0.41,22.04750821210699,26.93094321914594,26.27448146410136,27.491337400281562,31.49415297982168,8.57,8.55,4.41,2.92,12,2016,-0.22292326864877055,101.10583941605837,277.03
2017-03-31,552.7,2.25,0.02,1.17,87.33,8.46,24.46,22.7,544.24,6.92,421.02,118.03,662.86,1269.78,573.9,1851.89,0.0,164.97,238.66,10.27,248.93,1012.0,1602.96,-47.63,-4.97,0.0,16.0,283.75,14.33,0.16,0.02,1.17,58.5,0.48,1.76,0.56,0.56,2.08,0.41,0.41,5.32,2.54,3,2017,131.625,112.5,2.25
2017-06-30,804.8399999999999,73.95,0.7278543307086613,-0.12552165354330708,149.93,88.38999999999999,104.04999999999998,20.0,716.45,87.59,392.36,249.29,612.42,1315.94,600.94,1924.89,66.74,203.09,358.63,10.41,369.04,1012.0,1555.85,64.91,-41.89,-51.63,15.66,6.870365111561866,13.01,0.24,0.75,1.17,1.56,15.37228346456693,19.021259842519687,19.021259842519687,19.29299212598425,23.99007874015748,5.62,5.61,3.67,1.96,6,2017,-12.753,101.60000000000001,76.2
2017-09-30,751.1700000000001,56.91000000000001,0.5643542934415147,-0.008807302231237317,139.66000000000003,67.9,83.80000000000001,19.4,683.27,67.14,339.29,261.73,649.09,1302.16,678.21,1987.55,145.31,121.33,364.12,9.69,373.81,1012.0,1613.74,-38.8,-92.77,78.6,15.900000000000002,8.595664206642065,12.17,0.23,1.32,1.17,0.89,11.458102321388326,14.673211629479379,14.108857336037865,14.262772143340095,17.358169934640525,6.32,6.31,3.58,1.79,9,2017,-0.8881363636363631,100.8409090909091,133.11
