,revenue,net_profit,eps,dps,gross_profit,ebit,ebitda,close_price,allowance_doubtful_accounts,expense,operating_profit,cash,account_receivable,inventory,current_asset,property_plant_equipment,total_asset,short_term_loan,account_payable,current_liability,non_current_liability,total_liability,paid_in_capital,total_equity,cash_flow_operation,cash_flow_investment,cash_flow_financing,depreciation,P/E,P/BV,D/E,EPS,DPS,DPR%,ROA%,ROAA%,ROE%,ROAE%,ROCE%,NPM%,NPMA%,CurrentRatio,QuickRatio,month,year,dividend,number_of_shares,return_old
2013-03-31,269.62,36.37,2.42,2.75,-10.69,36.37,60.96,84.75,0.0,233.25,-55.95,54.18,45.68,121.28,1295.74,415.39,1910.94,0.0,70.6,162.93,26.82,189.75,150.0,1721.19,452.39,-580.5,-41.25,24.59,8.755,7.39,0.11,2.42,2.75,1.14,7.6,9.52,8.44,10.96,8.32,20.51,13.49,7.95,7.21,3,2013,41.32954545454545,15.02892561983471,36.37
2013-06-30,196.0,57.85,3.85584801528338,-0.004718164450705332,-3.17,57.85,74.94999999999999,88.0,0.0,138.14999999999998,-26.789999999999992,38.7,67.47,150.6,1264.71,441.59,1903.65,0.0,82.44,98.38,26.24,124.62,150.0,1779.04,-53.52999999999997,38.049999999999955,0.0,17.099999999999998,5.704503889369057,7.42,0.07,6.28,2.75,0.44,12.156973041817025,14.809403523668013,13.016556994268733,15.718106559116963,12.82008066227977,32.64,20.24,12.86,11.32,6,2013,-0.07078749276201535,15.003184713375795,94.22
2013-09-30,111.16999999999996,-9.400000000000006,-0.6261494930440938,0.001686129638334583,-5.84,-9.400000000000006,5.0800000000000125,91.25,0.0,120.57000000000005,-21.730000000000004,21.29,60.01,154.88,1215.92,413.97,1838.16,0.0,40.86,42.33,26.19,68.52,150.0,1769.63,-57.69,40.28000000000003,0.0,14.480000000000004,-36.43199468085104,7.73,0.04,5.65,2.75,0.49,-2.0435746286253256,-1.937184626267391,-2.1233671303937767,-2.14996463098326,-2.0923367130393786,22.02,14.71,28.72,25.07,9,2013,0.02531283467673262,15.012389380530971,84.82
2013-12-31,-498.74999999999994,-101.46,-6.768064903846153,-2.753925395677331,9.93,-101.46,-143.49,119.0,0.0,-397.29,78.49,13.04,50.43,151.53,1145.92,403.17,1799.15,0.0,18.4,20.86,25.3,46.16,150.0,1753.0,-356.79,509.53000000000003,41.25,-42.03,-4.395757934161246,10.18,0.03,-1.11,0.0,0.0,-22.43826923076923,-21.462692307692308,-23.169951923076923,-23.169951923076923,-22.926057692307687,-24.22,-21.32,54.93,47.67,12,2013,-41.28407079646017,14.99099099099099,-16.64
2014-03-31,178.8,-38.16,-2.54,1.75,-32.76,-38.16,-10.44,115.0,0.0,216.96,-68.32,45.37,41.44,118.95,1146.61,389.47,1755.06,0.0,22.64,24.91,24.92,49.83,150.0,1705.23,1.62,48.71,-26.25,27.72,-11.32,10.12,0.03,-2.54,1.75,-0.69,-8.68,-8.32,-8.96,-8.92,-8.84,-25.67,-21.34,46.03,41.25,3,2014,26.291338582677163,15.023622047244093,-38.16
2014-06-30,-153.89000000000001,-116.17000000000002,-7.745670316853496,-0.002983049411961144,32.76,62.91,76.11,115.0,0.0,-216.81,68.32,60.9,47.43,33.27,1385.38,13.13,1625.69,0.0,34.12,36.63,0.0,36.63,150.0,1589.06,-33.449999999999996,48.98,0.0,13.200000000000003,-3.7131131100972707,10.86,0.02,-10.29,1.75,-0.17,-28.57392081902417,4.215330784682174,-29.23632994233137,-27.58030713406337,4.697082874360138,0.0,-619.55,37.82,36.91,6,2014,-0.04473994322137642,14.998056365403306,-154.33
2014-09-30,7.209999999999997,-218.79999999999998,-14.58940315707662,-0.00010150389853380057,0.0,-10.65,-4.039999999999999,140.0,0.0,17.87,-17.2,185.46,13.06,19.06,1136.16,12.54,1373.91,0.0,3.06,3.66,0.0,3.66,150.0,1370.25,20.83,103.72,0.0,6.609999999999999,-2.4002763939670935,15.33,0.0,-24.88,1.75,-0.07,-63.705496743762225,2.0640956235092327,-63.86968616835955,-55.7540374668346,2.4159301047892154,0.0,-1161.67,310.43,305.22,9,2014,-0.0015222728962989152,14.99718649517685,-373.13
2014-12-31,-24.58,374.67,24.32922077922078,-1.7042257380882784,0.0,-12.36,-59.370000000000005,235.0,0.0,-12.219999999999999,11.399999999999999,391.71,11.55,9.13,1155.66,12.07,1391.85,0.0,1.27,20.06,0.0,20.06,150.0,1371.79,19.41,-3.569999999999993,26.25,-47.01,2.414791683348013,25.7,0.01,0.1,0.0,0.0,107.04857142857142,107.04857142857142,107.04857142857142,97.31688311688313,126.51194805194805,0.0,20.42,57.61,57.16,12,2014,-26.245076366559488,15.4,1.54
2015-03-31,12.66,5.09,0.34,37.99999999999999,0.0,4.72,5.6,170.0,0.0,7.94,-7.86,106.97,10.52,0.0,585.64,11.76,816.07,0.0,3.35,10.73,0.0,10.73,150.0,805.34,3.98,485.42,-567.89,0.88,125.0,31.66,0.01,0.34,38.0,111.76,2.48,1.48,2.52,1.64,2.36,0.0,40.21,54.58,54.58,3,2015,568.8823529411764,14.970588235294116,5.09
2015-06-30,5.710000000000001,30.94,2.0609492089925063,0.10608806386835454,0.0,1.0499999999999998,1.7200000000000006,155.0,0.0,4.659999999999999,-4.489999999999999,170.59,10.26,0.0,730.01,11.29,978.42,0.0,2.49,142.14,0.0,142.14,150.0,836.29,-11.14,75.45999999999998,-0.7000000000000455,0.67,18.801045572074983,27.8,0.17,2.4,38.0,15.83,12.640488481820706,1.5113627532611713,14.804485151262835,10.201698584512908,2.370091590341382,0.0,196.14,5.14,5.14,6,2015,1.5926470588236725,15.012500000000001,36.03
2015-09-30,3.59,60.209999999999994,4.016502493765586,-0.055377182044893204,0.0,-7.609999999999999,-7.0200000000000005,148.5,0.0,11.209999999999999,-11.01,216.14,3.19,0.0,727.09,10.79,1038.03,2.27,0.0,141.54,0.0,141.54,150.0,896.49,2.1400000000000006,43.57000000000005,-0.15999999999996817,0.5900000000000001,9.242780269058297,24.85,0.16,6.42,38.0,5.92,23.19811720698254,-0.3753740648379052,26.876783042394013,21.246172069825434,-0.5255236907730673,0.0,438.25,5.14,5.14,9,2015,-0.830140186915969,14.990654205607475,96.24
2015-12-31,606.02,399.03,26.6036113634987,-37.97862432820086,0.0,621.15,619.47,136.5,0.0,-15.139999999999999,15.33,704.33,0.0,0.0,1232.1,10.37,1420.5,0.0,2.27,28.74,0.0,28.74,150.0,1391.76,-4.300000000000001,-106.94000000000005,568.75,-1.6800000000000002,1.281523381700624,14.71,0.02,33.02,0.0,0.0,112.37649039917619,141.92889696529164,114.69685383730088,115.5025355866497,143.4113513840935,0.0,78.87,42.87,42.87,12,2015,-569.644859813084,14.99909145972138,495.27
2016-03-31,633.32,495.37,33.02,1.0,0.0,619.58,620.5,106.0,0.0,13.73,-12.75,465.9,0.0,0.0,1218.5,9.95,1405.63,0.0,2.26,28.77,0.0,28.77,150.0,1376.86,-14.12,278.88,-15.0,0.92,0.8025,11.55,0.02,33.02,1.0,0.03,140.96,223.12,143.92,181.6,180.0,0.0,78.22,42.35,42.35,3,2016,15.002119927316777,15.002119927316777,495.37
2016-06-30,6.1200000000000045,1.3000000000000114,0.08666317675720372,-0.00010105461062365032,0.0,1.7299999999999045,2.2999999999999545,106.0,0.0,4.399999999999999,-4.399999999999999,121.84,0.0,0.0,1191.36,12.88,1380.78,0.0,2.16,2.62,0.0,2.62,150.0,1378.16,-30.04,-313.97,-0.05000000000000071,0.57,305.64307692307426,11.54,0.0,33.11,1.0,0.03,0.3765961302273172,0.551440594358432,0.3773290112146931,0.4696720156240603,0.471975355870099,0.0,77.67,454.72,454.72,6,2016,-0.0015158802011008277,15.000604047115676,496.67
2016-09-30,7.919999999999959,-0.18000000000000682,-0.012000241696711366,-6.041201137763665e-05,0.0,3.7100000000000364,4.410000000000082,106.0,0.0,4.210000000000001,-4.200000000000003,178.11,0.0,0.0,1169.87,15.73,1386.13,0.0,2.17,8.16,0.0,8.16,150.0,1377.98,-1.1400000000000006,57.410000000000004,0.0,0.7,-2206.6222222221386,11.54,0.01,33.1,1.0,0.03,-0.05194545710890648,-0.07478579628995832,-0.05224999496465384,-0.06331487039014116,-0.06578017684142931,0.0,76.69,143.37,143.37,9,2016,-0.0009061619193015957,14.999697885196374,496.49
2016-12-31,-639.5500000000001,-493.67,-33.26145390070922,-1.010617942619614,0.0,-621.96,-623.33,106.0,0.0,-17.59,16.6,185.85,0.0,0.0,1189.17,14.95,1388.72,0.0,2.14,7.9,0.0,7.91,150.0,1380.82,41.459999999999994,-10.74,15.05,-1.37,-0.796711264609962,11.51,0.01,0.19,0.0,0.0,-140.04822695035463,-154.05304964539008,-140.04822695035463,-140.04822695035463,-154.05304964539008,0.0,36.11,150.53,150.53,12,2016,-14.999697885196374,14.842105263157894,2.82
2017-03-31,12.89,3.0,0.2,0.0,0.0,3.38,4.91,106.0,0.0,9.51,-9.51,118.65,0.0,0.0,1156.38,14.29,1354.86,0.0,2.24,3.52,0.07,3.59,150.0,1351.26,-12.37,-17.09,-30.0,1.53,132.5,11.77,0.0,0.2,0.0,0.0,0.88,0.96,0.88,0.88,1.0,0.0,23.27,328.52,328.52,3,2017,0.0,15.0,3.0
2017-06-30,5.66,-0.73,-0.04823788546255506,0.0,0.0,-0.8500000000000001,-0.25,106.0,0.0,6.51,-5.140000000000001,55.15,0.0,0.0,1151.61,13.73,1353.58,0.0,2.2,2.95,0.0,2.95,150.0,1350.63,-3.5200000000000014,-60.099999999999994,0.120000000000001,0.5999999999999999,-549.3633219178082,11.77,0.0,0.15,0.0,0.0,-0.2186784140969163,-0.24440528634361233,-0.2186784140969163,-0.2186784140969163,-0.24440528634361233,0.0,12.24,390.38,390.38,6,2017,0.0,15.133333333333335,2.27
2017-09-30,5.009999999999998,1.08,0.07092537313432835,0.0,0.0,1.4400000000000004,2.0599999999999996,106.0,0.0,3.5599999999999987,-4.65,15.86,0.0,0.0,1134.64,13.15,1355.28,0.0,2.17,3.91,0.01,3.91,150.0,1351.36,-3.030000000000001,-36.260000000000005,-0.010000000000001563,0.6200000000000001,373.6335648148148,11.77,0.0,0.22,0.0,0.0,0.32238805970149254,0.37397014925373134,0.32238805970149254,0.32238805970149254,0.37397014925373134,0.0,14.22,290.19,290.19,9,2017,0.0,15.227272727272728,3.35
