,revenue,net_profit,eps,dps,gross_profit,ebit,ebitda,close_price,allowance_doubtful_accounts,expense,operating_profit,cash,account_receivable,inventory,current_asset,property_plant_equipment,total_asset,short_term_loan,account_payable,current_liability,non_current_liability,total_liability,paid_in_capital,total_equity,cash_flow_operation,cash_flow_investment,cash_flow_financing,depreciation,P/E,P/BV,D/E,EPS,DPS,DPR%,ROA%,ROAA%,ROE%,ROAE%,ROCE%,NPM%,NPMA%,CurrentRatio,QuickRatio,month,year,dividend,number_of_shares,return_old
2006-06-30,324.1400000000001,6.969999999999999,0.46425582080754485,0.004481722227080369,39.339999999999996,7.160000000000004,29.980000000000004,32.25,0.0,316.98,1.8500000000000014,101.92,102.91,260.97,788.29,392.99,1473.05,18.0,50.48,131.3,50.94,182.24,150.0,1290.82,54.35,-185.05,0.0,22.82,17.366610473457676,3.75,0.14,-2.26,2.13,-0.94,1.8898909519599172,1.8159386973180072,2.161049218980253,2.0870969643383432,2.0460123784261715,-3.85,-3.77,6.0,4.02,6,2006,0.06728532529417564,15.013274336283187,-33.93
2006-09-30,385.26999999999987,-18.130000000000003,-1.2084344986553979,-0.00147545038230251,44.89,-17.92,5.409999999999997,36.0,0.0,403.19000000000005,-0.4300000000000068,280.15,130.27,268.96,845.46,371.5,1469.36,18.0,57.54,144.56,52.12,196.68,150.0,1272.69,15.099999999999994,163.12,0.0,23.33,-7.444321566464423,4.24,0.15,-3.47,2.13,-0.61,-4.931248559354591,-4.708367268536305,-5.6974029965424515,-5.516311947752594,-5.404871302343451,-4.19,-4.05,5.85,3.99,9,2006,-0.022136007752930453,15.002881844380402,-52.06
2006-12-31,-998.53,53.18,3.32375,-1.997258645533141,-75.84,52.68,-18.68,32.0,0.0,-1051.21,43.970000000000006,59.42,100.36,280.71,821.63,369.97,1444.02,18.0,54.66,117.53,52.68,170.21,150.0,1273.81,-82.02,-244.0,31.95,-71.36,2.406904851447913,3.77,0.13,0.07,0.0,0.0,15.194285714285714,17.093571428571426,17.093571428571426,17.093571428571426,18.992857142857144,0.41,0.39,6.99,4.6,12,2006,-31.956138328530255,16.0,1.12
2007-03-31,570.94,-1.55,-0.1,0.0,42.85,-1.17,37.87,39.0,0.0,572.11,-22.21,249.64,89.88,322.96,814.84,369.46,1436.65,18.0,44.86,113.26,52.25,165.52,150.0,1271.13,-17.52,-12.99,0.0,39.04,-97.5,4.6,0.13,-0.1,0.0,0.0,-0.44,-0.32,-0.4799999999999999,-0.4799999999999999,-0.36,-0.28,-0.27,7.19,4.34,3,2007,0.0,15.5,-1.55
2007-06-30,286.26,-5.09,-0.33728915662650605,0.0,12.899999999999999,-4.92,15.82,28.0,0.0,291.16999999999996,-20.119999999999997,63.34,88.34,355.94,816.96,384.12,1453.3,18.0,59.89,135.09,52.17,187.26,150.0,1266.04,13.66,-199.95999999999998,0.0,20.740000000000002,-20.754891944990177,3.32,0.15,-0.44,0.0,0.0,-1.4104819277108434,-1.2878313253012046,-1.5944578313253013,-1.5944578313253013,-1.4104819277108434,-0.81,-0.77,6.05,3.41,6,2007,0.0,15.09090909090909,-6.64
2007-09-30,299.77,-30.200000000000003,-2.016612377850163,0.0,-3.770000000000003,-30.31,-9.39,27.0,0.0,330.0899999999999,-36.84,276.6,105.29,297.23,778.21,366.59,1396.89,18.0,42.15,109.52,51.52,161.05,150.0,1235.85,13.87,199.39,0.0,20.92,-3.3485364238410598,3.28,0.13,-2.46,0.0,0.0,-8.656677524429966,-8.328773072747014,-9.77155266015201,-9.640390879478828,-9.27969598262758,-3.33,-3.18,7.11,4.39,9,2007,0.0,14.975609756097562,-36.84
2007-12-31,-874.07,29.310000000000002,1.9462151394422311,0.0,-32.65,28.99,-31.29,25.0,0.0,-903.06,64.4,102.22,99.12,254.38,765.47,351.12,1353.55,0.0,35.41,73.35,51.88,125.23,150.0,1228.32,33.6,-186.43,-18.0,-60.28,3.2113613101330603,3.05,0.1,-0.5,0.0,0.0,8.719043824701195,8.25195219123506,9.497529880478089,9.34183266932271,9.03043824701195,-2.73,-2.66,10.44,6.97,12,2007,0.0,15.06,-7.53
2008-03-31,559.74,-16.54,-1.1,0.0,35.84,-16.42,24.02,25.0,0.0,576.16,-29.9,51.74,119.75,236.44,778.25,335.32,1350.42,0.0,38.29,79.31,51.81,131.12,150.0,1219.3,62.08,-268.94,-18.0,40.44,-5.6825,3.08,0.11,-1.1,0.0,0.0,-4.88,-4.72,-5.44,-5.32,-5.16,-3.03,-2.95,9.81,6.83,3,2008,0.0,15.036363636363633,-16.54
2008-06-30,288.12,-3.039999999999999,-0.20339121552604694,0.0,27.65,-3.039999999999999,17.24,26.0,0.0,291.1600000000001,-12.740000000000002,102.52,112.21,230.53,796.8,317.16,1350.69,0.0,41.16,84.2,50.22,134.42,150.0,1216.27,28.83,21.94999999999999,0.0,20.28,-31.962417763157905,3.21,0.11,-1.31,0.0,0.0,-0.9005107252298261,-0.8632482124616954,-0.9998774259448416,-0.9812461695607761,-0.9564044943820224,-2.37,-2.31,9.46,6.73,6,2008,0.0,14.946564885496182,-19.58
2008-09-30,225.40999999999997,12.779999999999998,0.8457352941176469,0.0,22.020000000000003,12.77,33.04,16.5,16.28,212.63,19.21,36.99,77.86,237.27,847.44,300.18,1336.24,0.0,36.91,58.54,48.66,107.2,150.0,1229.04,29.689999999999998,-95.21999999999997,0.0,20.269999999999996,4.877856025039124,2.01,0.09,-0.45,0.0,0.0,3.833999999999999,3.6836470588235284,4.13470588235294,4.13470588235294,3.909176470588235,-0.65,-0.63,14.48,10.42,9,2008,0.0,15.11111111111111,-6.8
2008-12-31,-831.18,18.02,1.2045454545454544,0.0,-53.53,18.400000000000002,-43.37,17.5,0.0,-849.57,27.25,63.78,59.92,219.82,856.03,296.72,1341.33,0.0,32.76,53.08,47.99,101.07,150.0,1240.26,-63.519999999999996,311.91999999999996,18.0,-61.769999999999996,3.631556603773585,2.12,0.08,0.75,0.0,0.0,5.396363636363636,5.589090909090908,5.781818181818182,5.846060606060606,5.846060606060606,4.79,4.63,16.13,11.99,12,2008,0.0,14.96,11.22
2009-03-31,466.77,11.47,0.76,0.0,54.8,11.47,48.53,17.6,0.0,455.29,-0.78,50.19,82.18,214.23,876.54,280.62,1345.57,0.0,30.98,57.23,47.83,105.06,150.0,1240.51,61.55,-48.35,0.0,37.06,5.789999999999999,2.13,0.08,0.76,0.0,0.0,3.4,3.4,3.6800000000000006,3.72,3.56,2.52,2.46,15.32,11.57,3,2009,0.0,15.092105263157896,11.47
2009-06-30,221.46000000000004,6.26,0.41662718556119566,0.0,31.39,6.26,24.039999999999992,19.6,0.0,215.20999999999998,3.1799999999999997,76.35,65.42,207.35,901.76,264.2,1354.32,0.0,29.94,59.81,47.74,107.55,150.0,1246.77,45.84,-19.68,0.0,17.78,11.760994408945686,2.36,0.09,1.18,0.0,0.0,1.850107163000564,1.850107163000564,2.00545967287084,2.033705583756345,1.9348448956570785,2.63,2.58,15.08,11.61,6,2009,0.0,15.02542372881356,17.73
2009-09-30,217.85000000000002,7.259999999999998,0.4851620648259302,0.0,27.10000000000001,7.259999999999998,24.980000000000004,26.25,0.0,210.59000000000003,1.08,40.65,61.36,192.49,880.39,249.17,1342.79,0.0,25.38,58.18,47.15,105.34,150.0,1237.46,37.999999999999986,-57.129999999999995,0.0,17.72,13.527644628099178,3.18,0.09,1.67,0.0,0.0,2.161440576230492,2.1730612244897958,2.3473709483793512,2.358991596638655,2.2660264105642254,2.83,2.76,15.13,11.82,9,2009,0.0,14.964071856287426,24.99
2009-12-31,-697.45,-15.37,-1.0225363825363827,0.0,-81.16,-15.37,-71.92,36.0,0.0,-682.07,8.03,53.12,59.77,197.63,878.43,236.36,1347.95,0.0,31.59,54.57,46.3,100.87,150.0,1247.08,-130.30999999999997,122.55,0.0,-56.55,-8.801642810670137,4.33,0.08,0.64,0.0,0.0,-4.537505197505197,-4.601413721413722,-4.920956340956341,-4.920956340956341,-4.729230769230769,4.7,4.61,16.1,12.48,12,2009,0.0,15.031249999999998,9.62
2010-03-31,437.12,15.74,1.05,1.0,62.02,15.74,48.11,32.25,0.0,421.38,18.77,10.86,85.89,193.34,899.04,223.29,1355.42,0.0,34.87,72.01,45.2,117.22,150.0,1238.2,31.35,-46.14,-15.0,32.37,7.6775,3.91,0.09,1.05,1.0,0.95,4.64,4.68,5.08,5.08,4.92,3.67,3.6,12.48,9.8,3,2010,14.99047619047619,14.99047619047619,15.74
2010-06-30,213.03999999999996,3.2700000000000014,0.21845870594423994,-0.0014678991007238094,26.1,5.360000000000001,21.53,38.75,0.0,207.67999999999995,7.120000000000001,57.0,74.76,190.8,910.87,207.96,1351.84,0.0,34.76,65.37,44.99,110.36,150.0,1241.47,24.53,21.61,0.0,16.17,44.34213302752293,4.68,0.09,1.27,1.0,0.79,0.9701630720673332,1.073371909521305,1.0527301420305106,1.0527301420305106,1.1284166228300896,2.98,2.92,13.93,11.02,6,2010,-0.021972253468314662,14.968503937007876,19.01
2010-09-30,247.48000000000002,16.459999999999997,1.0951677473921622,0.004069092434773394,39.3,20.0,36.019999999999996,38.5,0.0,227.49,21.65,59.25,74.64,181.27,960.78,200.29,1389.98,0.0,34.06,88.4,43.65,132.05,150.0,1257.93,50.48,-48.22,0.0,16.020000000000003,8.786690461725396,4.59,0.1,2.36,1.0,0.42,4.7333521285593445,5.58721172822103,5.234530589230335,5.271654919650407,5.865644206371581,4.03,3.95,10.87,8.82,9,2010,0.06115707994127639,15.029661016949152,35.47
2010-12-31,-642.3399999999999,-23.2,-1.5504482477587611,0.4955727763734063,-91.5,-26.240000000000002,-75.88,41.75,0.0,-616.1099999999999,-32.6,53.47,79.28,185.63,956.94,187.04,1385.36,0.0,32.86,72.04,43.12,115.16,150.0,1270.2,-111.81,72.42,15.0,-49.64,-6.731311422413793,4.93,0.09,0.82,1.5,1.83,-6.73121434392828,-8.243846780766097,-7.336267318663407,-7.336267318663407,-8.546373268133658,4.94,4.81,13.28,10.71,12,2010,7.41546093427036,14.963414634146341,12.27
2011-03-31,506.8,26.17,1.74,1.5,76.61,36.37,65.91,42.5,0.0,470.43,36.39,26.16,89.14,217.06,959.66,175.01,1389.67,0.0,39.14,85.14,42.93,128.07,150.0,1261.6,-5.19,-5.4,-22.5,29.54,6.1075,5.05,0.1,1.74,1.5,0.86,7.519999999999999,10.6,8.28,8.36,11.16,5.3,5.16,11.27,8.72,3,2011,22.56034482758621,15.040229885057473,26.17
2011-06-30,280.60999999999996,20.769999999999996,1.3849616531742648,-0.004343402435978792,52.7,31.270000000000003,43.38000000000001,45.0,0.0,249.33999999999997,31.069999999999993,53.57,78.73,241.85,1001.45,164.79,1419.8,0.0,43.84,95.33,42.1,137.43,150.0,1282.37,24.130000000000003,3.2800000000000002,0.0,12.11,8.124665382763602,5.26,0.11,3.13,1.5,0.48,5.85843204090328,8.637204942479759,6.477903706859821,6.584098849595228,9.044286322965487,6.11,5.96,10.51,7.97,6,2011,-0.0651371598545829,14.996805111821086,46.94
2011-09-30,309.81000000000006,18.549999999999997,1.2377996640708506,-0.0010544740874517972,48.75,28.349999999999994,40.59999999999998,42.25,0.0,281.45000000000005,26.560000000000002,43.48,93.54,191.69,1052.37,156.54,1438.55,0.0,31.46,95.59,42.05,137.63,150.0,1300.92,60.05,-70.14999999999999,0.0,12.25,8.534882749326146,4.87,0.11,4.37,1.5,0.34,5.155138189036494,7.693052374408306,5.698976943044739,5.800946709421286,8.100931439914492,6.12,5.97,11.01,9.0,9,2011,-0.015802633406686084,14.986270022883293,65.49
2011-12-31,-1033.96,-335.34000000000003,-22.355999999999998,1.251372997711671,-168.54,-365.84000000000003,-408.02,45.5,0.0,-668.11,-129.0,178.25,25.28,51.39,858.1,39.75,1106.52,0.0,9.34,32.93,44.64,77.56,150.0,1028.95,-84.24,212.3,22.5,-42.18,-0.5089763374485596,6.63,0.08,-17.99,2.75,-0.15,-121.23687381878823,-107.66669483046137,-130.38307504168984,-116.6637732073374,-124.96494496942745,-483.95,-426.57,26.06,24.5,12,2011,18.770594965675066,15.000000000000002,-269.85
2012-03-31,83.95,-321.94,-21.46,2.75,10.21,-321.94,-307.41,43.75,0.0,405.88,-102.63,195.01,13.96,52.49,900.24,40.98,1147.91,0.0,22.61,188.09,24.2,212.29,150.0,935.62,80.28,112.51,-41.25,14.53,-0.51,7.01,0.23,-21.46,2.75,-0.13,-112.2,-101.48,-137.64,-117.2,-134.16,-507.95,-383.49,4.79,4.51,3,2012,41.25512581547064,15.001863932898415,-321.94
2012-06-30,161.64999999999998,231.51,15.43741346898153,-0.0009500018499164612,3.6899999999999995,231.51,232.40000000000003,42.5,0.0,-69.85000000000002,-30.920000000000016,44.27,17.54,57.05,837.7,177.36,1220.84,0.0,24.76,29.8,23.92,53.72,150.0,1167.12,48.93000000000001,-199.67000000000002,0.0,0.8900000000000006,0.6884492030581834,5.46,0.05,-6.03,2.75,-0.46,75.8814154594714,70.14678757049651,79.36315382063474,75.57420325113345,77.72468870949905,-105.22,-36.82,28.11,26.2,6,2012,-0.014246876830505073,14.996683250414595,-90.43
2012-09-30,591.43,558.94,37.257894602036245,0.000960173200718312,-1.3900000000000006,558.95,582.33,52.0,0.0,32.47000000000003,-103.51999999999998,223.54,28.83,59.13,1499.39,323.2,2042.0,0.0,74.11,290.06,25.88,315.93,150.0,1726.07,147.04,32.23,0.0,23.379999999999995,0.3499533491966937,4.52,0.18,31.23,2.75,0.09,109.47116262192911,128.4639798510171,129.51383406971038,147.74312095793047,127.60500821754073,356.47,55.97,5.17,4.97,9,2012,0.014404442723936484,15.001921229586936,468.51
2012-12-31,-717.74,-449.03999999999996,-29.982126348228043,-2.7545900562800876,-22.119999999999997,-449.04999999999995,-476.53,74.0,0.0,-268.68,201.97,95.0,28.44,97.54,1346.88,405.59,1978.88,0.0,82.91,207.15,26.2,233.34,150.0,1745.54,185.64,-535.5,41.25,-27.479999999999997,-0.6170009353287013,6.36,0.13,1.3,0.0,0.0,-90.40764252696455,-116.23839753466874,-103.32302003081664,-129.1537750385208,-101.47796610169492,30.08,16.32,6.5,6.03,12,2012,-41.25528338136407,14.976923076923075,19.47
