,revenue,net_profit,eps,dps,gross_profit,ebit,ebitda,close_price,allowance_doubtful_accounts,expense,operating_profit,cash,account_receivable,property_plant_equipment,total_asset,total_liability,paid_in_capital,total_equity,cash_flow_operation,cash_flow_investment,cash_flow_financing,depreciation,P/E,P/BV,D/E,EPS,DPS,DPR%,ROA%,ROAA%,ROE%,ROAE%,month,year,dividend,ROCE%,number_of_shares,return_old
2013-12-31,,,,,,,,,0.0,,,9.91,205.18,5.25,685.54,495.13,116.0,190.41,,,,,,0.0,2.6,0.29,0.0,0.0,,,,,12,2013,,,110.68965517241381,32.1
2014-03-31,31.74,9.1,0.07,0.0,-5.13,11.36,3.22,2.28,0.0,9.43,-5.13,32.8,226.02,5.43,704.02,357.78,200.0,346.24,19.34,-3.6,7.15,-8.14,8.1425,1.32,1.03,0.07,0.0,0.0,5.159999999999999,0.0,10.519999999999998,0.0,3,2014,0.0,,129.99999999999997,9.1
2014-06-30,37.75,10.959999999999999,0.06556331006979063,0.09999999999999999,-5.94,13.810000000000002,5.309999999999999,2.76,0.0,12.350000000000001,-5.94,9.59,89.4,8.2,726.61,389.42,200.0,337.19,-31.68,2.45,6.01,-8.5,10.524178832116789,1.64,1.15,0.12,0.1,0.83,6.0318245264207375,0.0,13.003389830508475,0.0,6,2014,16.716666666666665,,167.16666666666666,20.06
2014-09-30,38.260000000000005,14.3,0.08323632130384169,0.002696934419868072,-6.600000000000001,16.689999999999998,7.790000000000001,3.82,0.0,11.659999999999997,-6.600000000000001,6.75,59.09,7.9,751.65,400.17,200.0,351.49,-4.260000000000002,-12.95,14.379999999999999,-8.899999999999999,11.473356643356643,2.17,1.14,0.2,0.1,0.5,7.607799767171129,0.0,16.281024447031434,0.0,9,2014,0.4633333333333347,,171.79999999999998,34.36
2014-12-31,41.22,13.450000000000003,0.0731436937879105,0.006571846893955238,-9.149999999999999,17.009999999999998,8.41,3.54,0.0,14.29,-9.149999999999999,9.97,51.87,7.78,860.78,495.85,200.0,364.94,-106.49000000000001,16.189999999999998,93.52000000000001,-8.600000000000001,12.103572490706316,1.94,1.36,0.26,0.1,0.38,6.245346161890819,8.563438611169213,14.741267517255807,19.377452415812595,12,2014,1.2084615384615383,,183.8846153846154,47.81
2015-03-31,46.94,15.66,0.08,0.12,-12.26,19.94,12.9,3.98,0.0,16.52,-12.26,10.14,340.9,7.61,920.58,539.97,200.0,380.6,-34.18,-4.1,38.46,-7.04,12.4375,2.09,1.42,0.08,0.12,1.5,6.8,9.8,16.44,17.24,3,2015,23.49,,195.75,15.66
2015-06-30,50.57000000000001,16.999999999999996,0.08328230251071647,0.004923453766074705,-13.63,21.51,14.639999999999999,6.9,0.0,18.250000000000004,-13.63,22.44,40.2,10.5,998.81,625.21,200.0,373.6,-28.79,-1.2600000000000007,42.339999999999996,-6.87,20.715085294117653,3.69,1.67,0.16,0.12,0.75,6.808328230251071,9.993876301285974,18.197183098591548,19.134109001837107,6,2015,1.004999999999999,,204.12499999999997,32.66
2015-09-30,53.3,17.96,0.08870011853022522,-0.0009749111023310858,-17.97,22.739999999999995,16.950000000000003,7.1,0.0,20.25,-17.97,45.99,31.6,10.08,1225.32,833.75,200.0,391.56,-147.97,-32.94,204.45,-5.789999999999999,20.011247216035635,3.63,2.13,0.25,0.12,0.48,5.861303832477282,9.210620308178587,18.35028052153299,19.329529830106676,9,2015,-0.19739999999999824,,202.48,50.62
2015-12-31,56.06,19.830000000000005,0.09851667849538681,-0.000711994322214321,-12.420000000000002,24.92,16.759999999999998,8.0,0.0,17.21999999999999,-12.420000000000002,71.47,24.09,9.72,1171.84,760.72,200.0,411.11,54.94,6.9999999999999964,-36.46000000000001,-8.16,20.3036686838124,3.89,1.85,0.35,0.12,0.34,6.766688431511712,9.874185947480484,19.298009936124917,20.446432931156856,12,2015,-0.14331428571428262,,201.2857142857143,70.45
2016-03-31,61.09,20.04,0.1,0.18,-17.74,25.46,18.8,8.1,0.0,22.45,-17.74,17.9,26.24,9.32,1204.53,773.38,200.0,431.16,-91.29,16.16,21.56,-6.66,20.25,3.76,1.79,0.1,0.18,1.8,6.64,9.6,18.6,19.76,3,2016,36.071999999999996,,200.39999999999998,20.04
2016-06-30,72.35,25.1,0.12789100575985823,-0.003796189632255199,-22.09,31.729999999999997,24.650000000000002,8.45,0.0,26.220000000000002,-22.09,19.7,26.97,9.02,1349.1,928.84,200.0,420.26,-114.18999999999998,-5.42,121.41,-7.08,16.518362549800795,4.02,2.21,0.23,0.18,0.78,7.451041205139566,10.831812140008862,23.887815684536996,25.289056269384137,6,2016,-0.7450434782608681,,196.26086956521738,45.14
2016-09-30,75.86000000000001,26.810000000000002,0.1341431549687283,0.003242469105961287,-14.480000000000004,33.60000000000001,25.86,10.3,9.3,17.840000000000003,-14.480000000000004,38.34,24.62,8.67,1534.52,1087.46,200.0,447.07,-142.85,3.299999999999999,158.19000000000003,-7.74,19.195165050354344,4.61,2.43,0.36,0.18,0.5,6.990348853370397,9.807355107713692,23.981815149409314,25.576628214037527,9,2016,0.6480434782608739,,199.86111111111111,71.95
2016-12-31,93.77999999999997,28.709999999999994,0.14260878203854557,0.001304391019272795,-21.47,35.97,27.409999999999997,11.8,23.75,25.159999999999997,-21.47,78.72,25.56,10.17,1991.56,1515.78,200.0,475.78,-338.21999999999997,-5.719999999999999,384.32,-8.559999999999999,20.685963079066532,4.96,3.19,0.5,0.18,0.36,5.761394794357241,9.13837075303,24.140814623484996,25.897754818199875,12,2016,0.26259999999999906,,201.32,100.66
2017-03-31,99.24,34.43,0.16,0.01,-28.24,42.9,33.94,10.5,5.0,31.48,-28.24,52.39,25.96,10.88,2029.24,1541.28,200.0,487.97,-26.7,0.52,-0.14,-8.96,16.4075,4.3,3.16,0.16,0.01,0.07,6.8,10.6,28.24,29.96,3,2017,2.151875,,215.1875,34.43
2017-06-30,102.58,36.6,0.16488807546107279,0.00030550471631704936,-29.680000000000003,45.85,35.72,11.6,12.95,31.599999999999998,-29.680000000000003,72.15,24.85,10.23,2327.58,1383.01,220.0,944.57,-13.52,-149.58,182.85,-10.129999999999999,17.587687841530055,2.7,1.46,0.32,0.01,0.04,6.286357876953399,9.95511755596227,15.499479093340842,21.456060819372098,6,2017,0.06781250000000005,,221.96875,71.03
2017-09-30,120.84000000000003,39.17,0.17772232304900182,-7.117740471869263e-05,-24.849999999999994,50.33000000000001,41.900000000000006,11.6,28.0,32.71000000000001,-24.849999999999994,56.18,14.81,9.98,2360.36,1376.32,220.08,984.04,-84.09,60.06,8.060000000000002,-8.43,16.317589992341077,2.59,1.4,0.5,0.01,0.02,6.639705989110707,10.151499092558984,15.92392014519056,21.895390199637024,9,2017,-0.015687499999999854,,220.4,110.2
