,revenue,net_profit,eps,dps,gross_profit,ebit,ebitda,close_price,allowance_doubtful_accounts,expense,cash,account_receivable,property_plant_equipment,total_asset,total_liability,paid_in_capital,total_equity,cash_flow_operation,cash_flow_investment,cash_flow_financing,P/E,P/BV,D/E,EPS,DPS,DPR%,ROA%,ROAA%,ROE%,ROAE%,NPMA%,month,year,operating_profit,depreciation,dividend,ROCE%,number_of_shares,return_old
2000-03-31,141.59,-17.79,-1.41,0.0,,-14.5,-14.5,14.75,0.0,31.1,272.41,0.0,236.71,1180.4,599.42,126.25,580.98,3.1,-37.07,7.66,-2.615,3.21,1.03,-1.41,0.0,0.0,-6.04,0.0,-12.24,0.0,-12.56,3,2000,,,0.0,,12.617021276595745,-17.79
2000-06-30,141.17999999999998,2.7299999999999986,0.21571713147410346,0.7499999999999999,,2.25,2.25,15.0,0.0,31.6,291.37,0.0,233.07,1188.91,630.95,126.25,557.96,28.889999999999997,54.480000000000004,3.0199999999999996,17.390714285714296,3.39,1.13,-1.19,0.75,-0.63,0.9208764940239038,-0.0,1.957768924302788,-0.0,-5.33,6,2000,,,9.491596638655462,,12.65546218487395,-15.06
2000-09-30,143.67000000000002,25.78,2.044123134328358,-0.002598614072494519,,29.16,29.16,15.0,2.09,31.97,275.76,0.0,231.51,1155.4,570.83,126.25,584.57,16.140000000000004,-121.85,-9.28,1.8348332040341349,3.24,0.98,0.85,0.75,0.88,8.946044776119404,0.0,17.60350746268657,0.0,2.51,9,2000,,,-0.032773109243695586,,12.611764705882354,10.72
2000-12-31,141.16000000000003,17.1,1.3522645578720347,0.0019981392988538457,,13.169999999999998,13.169999999999998,15.0,5.03,43.89,251.27,0.0,229.59,1145.69,537.46,126.25,608.23,4.1299999999999955,-12.980000000000004,-14.48,2.7738654970760233,3.11,0.88,2.2,0.75,0.34,5.974550682961898,0.0,11.236089144500362,0.0,4.9,12,2000,,,0.02526737967914272,,12.645454545454545,27.82
2001-03-31,140.58,0.52,0.04,0.0,,10.86,10.86,16.0,0.18,31.65,268.13,0.0,228.1,1197.91,587.84,126.25,610.08,32.93,1.87,4.05,100.0,3.31,0.96,0.04,0.0,0.0,0.16,3.64,0.36,0.36,0.37,3,2001,,,0.0,,13.0,0.52
2001-06-30,146.15,0.18999999999999995,0.01605633802816901,2.0,,-3.209999999999999,-3.209999999999999,20.0,0.0,34.78000000000001,259.34,0.0,228.44,1203.82,611.75,126.25,592.07,13.61,-9.93,-11.46,311.40039473684214,4.26,1.03,0.06,2.0,33.33,0.06422535211267603,0.6850704225352111,0.12845070422535207,0.12845070422535207,0.25,6,2001,,,23.666666666666668,,11.833333333333334,0.71
2001-09-30,148.13,0.10000000000000009,0.007407407407407413,0.24691358024691373,,-4.33,-4.33,22.0,0.0,35.75,283.03,0.0,231.89,1183.74,595.15,126.25,588.58,20.050000000000004,0.5300000000000002,-7.890000000000001,742.5067499999993,4.72,1.01,0.06,2.0,33.33,0.03456790123456793,0.13827160493827173,0.06913580246913587,0.06913580246913587,0.19,9,2001,,,3.3333333333333357,,13.500000000000002,0.81
2001-12-31,152.11,18.25,1.4458289611752362,-0.1390346274921307,,15.879999999999999,15.879999999999999,34.0,0.0,48.25999999999999,303.14,0.0,227.62,1199.84,574.24,126.25,625.6,3.3999999999999915,9.79,6.92,5.8798794520547935,6.86,0.92,1.51,2.0,1.32,6.0897166841553005,6.281217208814271,11.681532004197273,11.83473242392445,3.25,12,2001,,,-1.7549668874172255,,12.622516556291389,19.06
2002-03-31,151.36,2.57,0.2,0.0,,9.13,9.13,23.8,0.0,34.46,275.85,0.0,223.3,1230.03,598.33,126.25,631.7,4.04,-23.95,-6.88,29.75,4.76,0.95,0.2,0.0,0.0,0.84,3.0,1.6399999999999997,1.6399999999999997,1.7,3,2002,,,0.0,,12.849999999999998,2.57
2002-06-30,156.58999999999997,7.459999999999999,0.5875772681954138,1.4,,8.97,8.97,21.0,0.0,45.01,282.79,0.0,221.59,1278.25,645.84,126.25,632.41,45.0,-23.26,-10.580000000000002,8.934229222520107,4.19,1.02,0.79,1.4,1.77,2.320558325024925,4.3436091724825525,4.73036889332004,4.879122632103688,3.26,6,2002,,,17.774683544303794,,12.696202531645568,10.03
2002-09-30,162.57999999999998,-13.34,-1.0478549848942598,0.003801292592451098,,-12.310000000000002,-12.310000000000002,20.0,0.0,37.980000000000004,290.47,0.0,221.47,1272.08,649.91,126.25,622.18,32.93,-15.649999999999999,-9.89,-4.771461769115442,4.06,1.04,-0.26,1.4,-5.38,-4.191419939577039,7.57679758308157,-8.54404833836858,-8.866465256797584,-0.7,9,2002,,,0.04839337877312744,,12.73076923076923,-3.31
2002-12-31,168.89,13.110000000000001,1.043448979591837,-0.01857142857142865,,19.59,19.59,21.5,0.0,39.57000000000001,297.75,0.0,220.55,1301.06,661.8,126.25,639.26,11.730000000000004,7.630000000000003,-11.159999999999997,5.150419527078566,4.25,1.04,0.78,1.4,1.79,4.013265306122449,10.862571428571428,8.187061224489796,8.29408163265306,1.53,12,2002,,,-0.23333333333333428,,12.564102564102564,9.8
2003-03-31,181.02,0.27,0.02,0.0,,0.86,0.86,21.5,0.0,33.68,271.5,0.0,216.85,1327.35,684.66,126.25,642.7,19.1,-45.39,-0.6,268.75,4.22,1.07,0.02,0.0,0.0,0.08,0.28,0.16,0.16,0.15,3,2003,,,0.0,,13.5,0.27
2003-06-30,183.64000000000001,-6.5600000000000005,-0.5214626391096979,0.75,,-7.15,-7.15,21.5,0.0,34.26,297.58,0.0,217.68,1388.74,740.13,126.25,648.6,28.4,10.93,-13.05,-10.307545731707318,4.18,1.14,-0.5,0.75,-1.5,-1.8772655007949126,-1.9606995230524642,-4.046550079491256,-4.088267090620032,-1.72,6,2003,,,9.435,,12.58,-6.29
2003-09-30,194.10999999999996,31.22,0.2504612916165263,0.6743080625752106,,31.22,31.22,3.12,0.0,45.86,280.1,0.0,216.52,1451.36,756.56,126.25,694.79,29.78,-49.99999999999999,2.74,3.1142536835361945,0.57,1.09,0.2,0.75,3.75,8.615868431608503,9.166883273164862,17.983120738066585,18.984965904532693,4.46,9,2003,,,84.0525,,124.64999999999999,24.93
2003-12-31,199.93000000000006,37.39,0.29398427471116817,0.014941030166880616,,43.24,43.24,2.8,0.95,50.280000000000015,301.7,0.0,217.26,1570.32,798.8,126.25,771.53,19.879999999999995,4.739999999999995,-3.0199999999999996,2.379293928857983,0.46,1.04,0.49,0.75,1.53,9.527490372272144,11.399390243902438,19.39096277278562,21.190866495507063,8.21,12,2003,,,1.9002551020408163,,127.18367346938776,62.32
2004-03-31,207.4,7.37,0.06,0.0,,7.37,7.37,4.04,0.0,38.4,274.59,0.0,216.15,1522.0,798.1,126.25,723.9,32.89,-55.9,-0.41,16.8325,0.7,1.1,0.06,0.0,0.0,1.92,2.08,4.08,4.32,3.55,3,2004,,,0.0,,122.83333333333334,7.37
2004-06-30,214.04999999999998,3.88,0.031039999999999998,0.4,,3.88,3.88,3.66,0.0,41.440000000000005,270.16,0.0,217.9,1523.28,847.9,126.25,675.38,21.92,34.459999999999994,-44.1,29.48050902061856,0.68,1.26,0.09,0.4,4.44,1.020871111111111,1.0622577777777777,2.3038577777777776,2.3452444444444445,2.67,6,2004,,,50.0,,125.0,11.25
2004-09-30,222.77000000000004,-4.47,-0.032964601769911506,0.031268436578171105,,-4.47,-4.47,3.6,0.43,42.78,257.35,0.0,225.18,1530.36,866.47,126.25,663.89,21.289999999999992,-23.679999999999996,-4.43,-27.302013422818796,0.68,1.31,0.05,0.4,8.0,-1.1603539823008848,-1.1867256637168142,-2.6899115044247783,-2.63716814159292,1.05,9,2004,,,4.240000000000002,,135.6,6.78
2004-12-31,230.61,-3.16,-0.026187845303867405,-0.04950276243093919,,-3.16,-3.16,3.16,0.0,57.81999999999999,304.29,0.0,221.49,1582.71,930.91,126.25,651.8,18.340000000000003,26.009999999999998,2.5999999999999943,-30.165712025316456,0.61,1.43,0.03,0.4,13.33,-0.8030939226519338,-0.8030939226519338,-1.9553591160220998,-1.7807734806629836,0.41,12,2004,,,-5.973333333333329,,120.66666666666667,3.62
2005-03-31,242.0,40.37,0.32,0.0,,51.63,51.63,2.8,0.37,44.95,315.64,0.0,220.33,1654.83,959.11,126.25,695.72,17.53,-16.21,-0.28,2.1875,0.51,1.38,0.32,0.0,0.0,9.76,13.000000000000002,23.2,22.76,16.68,3,2005,,,0.0,,126.15624999999999,40.37
2005-06-30,250.58999999999997,7.8700000000000045,0.05220563847429522,0.03,,12.009999999999998,12.009999999999998,2.7,1.04,50.53999999999999,346.1,0.0,217.01,1702.19,1008.16,151.5,694.03,40.75,-6.57,-2.71,12.933468869123246,0.59,1.45,0.32,0.03,0.08,1.8467744610281933,2.5776533996683266,4.535364842454397,4.600621890547266,9.79,6,2005,,,4.5225,,150.75,48.24
2005-09-30,258.91,1.5599999999999952,0.01033734939759033,0.1600316265060241,,3.4200000000000017,3.4200000000000017,2.8,1.93,45.57000000000001,326.95,0.0,214.38,1724.79,1051.18,151.5,673.61,16.17,-14.82,-26.53,67.67692307692329,0.63,1.56,0.33,0.19,0.56,0.36212048192770974,0.5162409638554201,0.9259759036144549,0.9334939759036116,6.63,9,2005,,,24.15022727272727,,150.9090909090909,49.8
2005-12-31,264.07000000000005,-23.529999999999998,-0.15226874762086032,0.004451327127383441,,-22.96,-22.96,2.84,5.08,55.99000000000001,307.39,0.0,212.89,1773.81,1128.53,151.5,645.28,9.459999999999994,-27.529999999999994,-0.9499999999999993,-4.663957713557162,0.67,1.75,0.17,0.19,1.09,-5.302535211267605,-9.422748382185,-14.581971830985916,-14.510315949752568,2.59,12,2005,,,0.687860962566841,,154.52941176470586,26.27
2006-03-31,271.17,41.18,0.27,0.0,,41.18,41.18,2.92,0.5,53.13,405.92,0.0,212.31,1776.74,1091.19,151.5,685.55,11.56,96.58,5.07,2.7025,0.65,1.59,0.27,0.0,0.0,9.28,9.6,24.04,23.84,15.19,3,2006,,,0.0,,152.5185185185185,41.18
2006-06-30,278.88999999999993,-9.96,-0.06699551569506727,0.0,,-5.32,-5.32,2.76,0.94,52.6,325.67,0.0,210.35,1803.38,1145.76,151.5,657.62,72.66,-149.88,-3.74,-10.2969578313253,0.64,1.74,0.21,0.0,0.0,-2.207661755285074,-2.6160153747597694,-6.061499039077515,-5.89560538116592,5.68,6,2006,,,0.0,,148.66666666666666,31.22
2006-09-30,279.7700000000001,22.130000000000003,0.14518275538894096,0.15,,19.910000000000004,19.910000000000004,2.84,5.97,49.61,426.66,0.0,208.58,1794.83,1129.55,151.5,665.28,-18.150000000000006,146.93,-23.020000000000003,4.887805015815634,0.65,1.7,0.35,0.15,0.43,4.927917525773196,5.259763823805061,13.30703655107779,13.224074976569822,6.43,9,2006,,,22.864285714285717,,152.42857142857144,53.35
2006-12-31,275.42999999999995,-15.89,-0.1060464495461826,-0.0025913355197925677,,-16.410000000000004,-16.410000000000004,2.94,8.26,56.66,420.71,0.0,223.97,1813.8,1167.67,151.5,646.13,29.680000000000007,-110.78,-3.0599999999999987,-6.930925110132159,0.69,1.81,0.25,0.15,0.6,-3.512258408969567,-3.7158675920982382,-9.841110517885745,-9.841110517885745,3.39,12,2006,,,-0.38828571428571834,,149.84,37.46
2007-03-31,275.16,6.13,0.04,0.0,,6.13,6.13,2.88,0.0,59.45,360.68,0.0,217.0,1778.54,1117.34,151.5,661.19,-24.44,-45.41,5.18,18.0,0.66,1.69,0.04,0.0,0.0,1.36,1.36,3.72,3.64,2.23,3,2007,,,0.0,,153.25,6.13
