,revenue,net_profit,eps,dps,gross_profit,ebit,ebitda,close_price,expense,operating_profit,cash,account_receivable,total_asset,total_liability,cash_flow_operation,cash_flow_financing,DPS,month,year,EPS,cash_flow_investment,depreciation,dividend,P/E,ROA%,ROAA%,ROE%,ROAE%,ROCE%,number_of_shares,return_old
2009-12-31,,,,,,,,10.0,,,45.74,0.0,658.43,37.0,,,0.18,12,2009,,,,,,,,,,,,
2010-06-30,2.3299999999999983,,,,,,,9.9,0.5899999999999999,0.07,9.55,0.0,680.5,36.83,541.51,-623.4399999999999,0.43,6,2010,,,,,,,,,,,,
2010-12-31,28.19,,,,,,,10.5,1.6400000000000001,0.0,0.88,0.0,681.15,36.99,17.3,-25.97,0.86,12,2010,,,,,,,,,,,,
2011-06-30,-27.91,,,,,,,10.7,-2.0300000000000002,-0.17,5.23,0.0,684.77,36.97,23.0,26.21,0.43,6,2011,,,,,,,,,,,,
2011-12-31,28.580000000000002,,,,,,,10.7,2.09,0.17,1.73,0.0,685.81,37.41,22.4,-25.9,0.85,12,2011,,,,,,,,,,,,
2012-06-30,-28.480000000000004,,,,,,,11.0,-2.0100000000000002,0.0,23.33,0.0,734.86,37.79,-5.149999999999999,25.9,0.43,6,2012,,,,,,,,,,,,
2012-12-31,28.46,,,,,,,12.1,2.78,0.0,25.41,0.0,735.47,38.61,27.989999999999995,-25.9,0.85,12,2012,,,,,,,,,,,,
2013-06-30,-28.47,,,,,,,12.1,-2.71,0.0,24.65,0.0,732.63,39.18,-50.36,25.9,0.43,6,2013,,,,,,,,,,,,
2013-12-31,28.43,,,,,,,11.4,1.8499999999999999,-0.17,24.01,0.0,733.19,39.07,25.26,-25.9,0.85,12,2013,,,,,,,,,,,,
2014-06-30,-28.52,,,,,,,11.6,-1.8499999999999999,0.07,24.35,0.0,731.73,39.32,-24.14,25.9,0.43,6,2014,,,,,,,,,,,,
2014-12-31,28.959999999999997,,,,,,,10.6,2.2200000000000006,-0.35,0.59,0.0,709.7,14.27,-0.05999999999999872,-23.71,0.82,12,2014,,,,,,,,,,,,
2015-06-30,-32.629999999999995,,,,,,,10.7,-1.2900000000000005,-0.6700000000000002,0.94,0.0,711.33,15.96,-3.8900000000000006,27.66,0.36,6,2015,,,,,,,,,,,,
2015-12-31,26.959999999999997,,,,,,,10.2,1.9499999999999997,-0.1299999999999999,0.95,0.0,713.2,15.13,22.319999999999997,-22.31,0.73,12,2015,,,,,,,,,,,,
2016-06-30,-24.689999999999998,,,,,,,10.2,-2.8599999999999994,1.14,1.48,0.0,714.95,15.99,-21.889999999999997,22.069999999999997,0.37,6,2016,,,,,,,,,,,,
2016-12-31,26.990000000000002,,,,,,,10.4,1.91,-0.09999999999999999,0.54,0.0,718.31,15.24,20.029999999999998,-20.98,0.71,12,2016,,,,,,,,,,,,
2017-06-30,-27.04,,,,,,,10.2,-1.65,-0.23,0.71,0.01,714.4,16.24,-20.389999999999997,20.98,0.37,6,2017,,,,,,,,,,,,
