,revenue,net_profit,eps,dps,gross_profit,ebit,ebitda,close_price,allowance_doubtful_accounts,expense,operating_profit,cash,account_receivable,inventory,current_asset,property_plant_equipment,total_asset,short_term_loan,account_payable,current_portion_long_term_debt,current_liability,non_current_liability,total_liability,paid_in_capital,total_equity,cash_flow_operation,cash_flow_investment,cash_flow_financing,depreciation,P/E,P/BV,D/E,EPS,DPS,DPR%,ROA%,ROAA%,ROE%,ROAE%,ROCE%,NPM%,NPMA%,CurrentRatio,QuickRatio,month,year,dividend,number_of_shares,return_old
2000-03-31,899.67,-122.97,-3.07,0.0,201.9,10.9,85.39,14.25,0.0,888.78,4.88,385.04,778.88,512.08,2412.82,4332.29,7407.85,26.8,425.87,71.73,723.29,6655.76,7379.05,400.0,-108.34,-173.88,-11.08,-0.78,74.49,-1.16,-5.26,-68.11,-3.07,0.0,0.0,-6.64,0.0,454.0,0.0,0.64,-14.39,-13.67,3.34,2.63,3,2000,0.0,40.05537459283388,-122.97
2000-06-30,878.1,-115.58000000000001,-0.925415216935653,0.0,196.76000000000002,-22.36,38.92,7.3,0.0,900.45,44.05,460.17,736.21,520.6,2304.07,4149.32,8025.17,26.26,468.82,529.54,1168.61,3322.13,4490.74,2857.14,3395.77,108.71,5.3,-9.780000000000001,61.280000000000015,-1.971061169752552,0.61,1.32,-1.91,0.0,0.0,-5.755985747222805,0.0,-13.605057220708447,0.0,-0.3294671976524838,-14.06,-13.42,1.97,1.53,6,2000,0.0,124.89528795811519,-238.55
2000-09-30,932.46,-175.02999999999997,-0.9776084433483243,0.0,262.33,-89.85,-29.28,6.8,0.0,1022.31,110.81,338.89,750.16,517.09,1995.18,4082.46,7678.79,8.36,431.94,122.55,756.03,3572.96,4328.99,2857.14,3208.63,152.09,-54.92,-415.54,60.56999999999999,-1.7367382734388392,0.61,1.35,-2.31,0.0,0.0,-9.124345471251026,0.0,-21.820559021229265,0.0,-2.47152957106243,-15.9,-15.26,2.64,1.96,9,2000,0.0,179.03896103896102,-413.58
2000-12-31,929.4000000000001,-204.76000000000005,-0.9934340330562476,0.0,136.49,-121.32999999999998,67.80000000000001,5.4,0.0,1050.7200000000003,-44.58000000000001,549.42,715.44,504.16,2137.19,3998.08,7711.08,4.15,539.22,289.92,997.06,3422.83,4419.89,2857.14,3151.76,266.4,-7.030000000000001,-59.66999999999996,189.13000000000002,-1.3589226411408477,0.49,1.4,-3.0,0.0,0.0,-10.62312126014814,0.0,-25.988234304751433,0.0,-4.397601319662322,-17.49,-16.99,2.14,1.64,12,2000,0.0,206.11333333333334,-618.34
2001-03-31,898.54,-61.69,-0.02,0.0,236.18,9.56,106.05,3.8,0.0,888.98,87.83,344.55,771.37,534.88,2173.05,3931.08,7544.53,4.03,478.65,147.99,789.67,3513.29,4302.96,2857.14,3104.96,-38.58,78.87,-155.84,96.49,-47.5,0.35,1.39,-0.02,0.0,0.0,-3.28,0.52,-7.959999999999999,-16.48,0.56,-6.96,-6.87,2.75,2.07,3,2001,0.0,3084.5,-61.69
2001-06-30,970.9100000000001,-32.34,-0.11349781984473042,0.0,208.37,29.83,121.39999999999999,4.5,0.0,941.0899999999999,25.549999999999997,438.54,758.93,522.24,2209.16,3906.88,7560.09,0.0,519.68,160.81,881.37,3457.75,4339.12,2857.14,3083.23,162.84,-35.24,-69.56,91.57000000000001,-9.914727891156463,0.42,1.41,-0.33,0.0,0.0,-1.705906625545039,0.701622886312879,-4.1959800063809425,-3.989620333935978,0.8116813782835266,-5.17,-5.03,2.51,1.91,6,2001,0.0,284.93939393939394,-94.03
2001-09-30,965.6299999999999,117.21000000000001,0.40452113891285596,0.0,239.20999999999998,174.73000000000002,270.83,2.8,0.0,790.8900000000001,97.73000000000002,474.23,775.25,461.48,2221.04,3855.73,7512.96,399.36,0.0,158.59,764.54,3384.72,4149.26,2857.14,3204.99,106.49999999999999,-63.1,3.3400000000000034,96.10000000000002,1.7304410886443133,0.25,1.29,0.08,0.0,0.0,6.270077653149268,57.03748058671269,14.562761000862814,14.562761000862814,64.11660051768766,0.84,0.82,2.91,2.3,9,2001,0.0,289.75,23.18
2001-12-31,1057.5900000000001,101.41999999999999,0.3581444622792937,0.0,283.39,139.60000000000002,250.34000000000003,3.32,0.0,917.98,77.80000000000001,525.3,727.42,412.39,2370.56,3726.52,7493.95,0.0,450.73,210.54,820.68,3223.28,4043.96,2857.14,3286.02,323.43000000000006,-106.05,-75.63,110.73999999999995,2.3188966673239992,0.29,1.23,0.44,0.0,0.0,5.4047255216693415,15.139743178170145,12.339704654895666,12.600173354735151,17.25605136436597,3.3,3.2,2.89,2.39,12,2001,0.0,283.1818181818182,124.6
2002-03-31,915.4,87.7,0.31,0.0,185.56,118.84,217.34,6.95,0.0,796.56,41.32,823.1,696.3,460.97,2431.17,3646.31,7492.91,0.0,452.9,163.73,786.36,3159.01,3945.37,2857.14,3392.21,109.58,-56.24,-64.2,98.5,5.605,0.59,1.16,0.31,0.0,0.0,4.68,6.32,10.36,10.8,7.08,10.47,9.58,3.09,2.51,3,2002,0.0,282.90322580645164,87.7
2002-06-30,1136.3199999999997,200.86,0.7030378430828944,0.0,226.18,236.4,327.04999999999995,8.05,0.0,899.9200000000001,87.93,991.5,721.96,488.46,2647.88,3573.6,7527.88,0.0,515.65,178.52,853.09,2916.97,3770.06,2857.14,3597.16,159.91000000000003,104.49000000000001,-87.61999999999999,90.65,2.8624703773772775,0.64,1.05,1.01,0.0,0.0,10.663900748544497,13.11409204324924,22.330152481286387,24.05642362073746,14.812520099805933,15.81,14.06,3.1,2.53,6,2002,0.0,285.7029702970297,288.56
2002-09-30,1143.73,225.74999999999994,0.7900876903035133,0.0,253.14,265.91999999999996,399.69000000000005,6.15,0.0,877.81,66.28,705.71,710.52,520.52,2220.69,3820.04,7339.85,0.0,486.29,409.11,1031.33,2105.57,3136.9,2857.14,4038.05,195.37,105.03,-595.5899999999999,133.77,1.9478850498338873,0.44,0.78,1.8,0.0,0.0,12.30781046450584,14.678073535416381,22.36826038770391,24.931656005133085,17.294141665532457,18.57,16.1,2.15,1.65,9,2002,0.0,285.72777777777776,514.31
2002-12-31,1032.5200000000004,11.030000000000086,0.038632504663646705,0.0,230.51999999999998,44.530000000000086,175.28999999999985,7.85,0.0,987.9900000000002,30.060000000000002,544.64,632.63,469.08,1799.6,3723.55,6734.44,3.44,493.79,209.89,815.85,1789.39,2605.24,2857.14,3976.19,269.77,66.63999999999999,-497.4900000000001,130.76,50.843195829555356,0.56,0.66,1.84,0.0,0.0,0.6550729051661832,0.7860874861994198,1.1094247534929846,1.2152442227890605,0.9448166901435334,13.87,12.43,2.21,1.63,12,2002,0.0,285.5108695652174,525.34
