,revenue,net_profit,eps,dps,gross_profit,ebit,ebitda,close_price,expense,operating_profit,cash,account_receivable,inventory,current_asset,property_plant_equipment,total_asset,account_payable,current_portion_long_term_debt,current_liability,non_current_liability,total_liability,paid_in_capital,total_equity,cash_flow_operation,cash_flow_investment,cash_flow_financing,depreciation,P/E,P/BV,D/E,EPS,DPS,DPR%,ROA%,ROAA%,ROE%,ROAE%,ROCE%,NPM%,NPMA%,CurrentRatio,QuickRatio,month,year,dividend,number_of_shares,return_old
2010-09-30,,,,,,,,,,,15.05,22.6,1.58,60.2,61.13,127.09,12.86,0.02,40.79,0.0,40.79,78.0,86.3,,,,,,0.0,0.47,0.1,0.0,0.0,,,,,,14.7,14.65,1.48,1.44,9,2010,,263.99999999999994,26.4
2010-12-31,106.91,13.950000000000003,0.048401486988847595,0.0,32.19,15.75,18.14,1.71,91.17000000000002,20.500000000000007,63.12,64.15,1.2,186.23,65.38,257.94,15.77,0.0,39.63,0.0,39.63,112.6,218.31,-12.870000000000001,-57.11,118.04,2.3899999999999997,8.829274193548386,0.88,0.18,0.14,0.0,0.0,21.62855018587361,0.0,25.55598513011153,0.0,33.867211895910785,14.09,14.06,4.7,4.67,12,2010,0.0,288.2142857142857,40.35
2011-03-31,89.8,16.16,0.04,0.03,40.89,23.47,25.87,1.31,66.33,26.86,101.24,34.05,0.26,215.17,63.9,285.51,14.55,0.0,50.78,0.26,51.03,112.6,234.47,38.79,-0.74,0.0,2.4,8.1875,0.63,0.22,0.04,0.03,0.75,22.639999999999997,0.0,27.56,0.0,40.0,18.07,18.0,4.24,4.23,3,2011,12.12,404.0,16.16
2011-06-30,55.47000000000001,4.09,0.010098765432098766,7.407407407407688e-05,21.22,6.09,8.489999999999998,1.34,49.379999999999995,9.840000000000003,65.61,41.58,0.78,201.97,62.27,270.84,12.07,0.0,45.27,0.52,45.78,112.6,225.05,13.270000000000003,-35.39,-13.51,2.4,33.17237163814181,0.67,0.2,0.05,0.03,0.6,6.043101234567901,0.0,7.271111111111111,0.0,10.583506172839506,14.04,13.94,4.46,4.44,6,2011,0.030000000000001137,405.0,20.25
2011-09-30,67.97999999999999,8.95,0.021455479452054796,0.040873287671232876,28.099999999999994,13.05,15.299999999999997,1.0,54.92999999999999,15.89,53.38,23.2,0.83,173.09,60.62,246.8,10.82,0.0,30.78,0.94,31.71,112.6,215.09,13.590000000000003,-6.890000000000001,-18.92,2.25,11.655530726256984,0.52,0.15,0.07,0.07,1.03,14.503904109589039,27.94116438356164,16.64945205479452,23.760410958904107,24.189520547945207,13.83,13.69,5.62,5.6,9,2011,17.049999999999997,417.1428571428571,29.2
2011-12-31,16.629999999999995,-7.82,-0.018288119738072966,0.0017118802619270415,-6.529999999999987,-14.36,-12.18,1.03,30.980000000000018,-27.000000000000004,62.51,20.01,0.9,158.74,58.93,230.05,11.21,0.0,19.66,1.35,21.01,114.38,209.04,-14.020000000000003,21.370000000000005,1.7800000000000011,2.1800000000000006,-14.080179028132992,0.56,0.1,0.05,0.07,1.44,-13.591730589335828,-16.942114125350795,-14.966997193638917,-14.645126286248832,-19.648755846585594,9.43,9.3,8.07,8.03,12,2011,0.7320000000000029,427.59999999999997,21.38
2012-03-31,81.96,13.98,0.03,0.0,35.58,19.11,21.17,1.05,62.84,18.18,84.53,47.5,0.69,184.93,57.56,259.32,23.02,0.0,34.55,1.75,36.3,114.38,223.01,7.34,14.68,0.0,2.06,8.75,0.54,0.16,0.03,0.0,0.0,21.56,28.08,25.08,24.44,34.0,17.25,17.06,5.35,5.33,3,2012,0.0,466.00000000000006,13.98
2012-06-30,58.41000000000001,6.359999999999999,0.012507374631268435,0.0,20.620000000000005,8.07,10.149999999999999,1.39,50.349999999999994,6.34,71.36,33.0,1.13,192.45,56.29,266.95,22.35,0.0,35.32,2.16,37.47,114.48,229.48,21.75,-35.019999999999996,0.1,2.0799999999999996,27.78360849056604,0.69,0.16,0.04,0.0,0.0,9.530619469026549,12.644955752212388,11.081533923303834,11.19410029498525,14.671150442477874,14.77,14.49,5.45,5.42,6,2012,0.0,508.5,20.34
2012-09-30,35.079999999999984,2.09,0.004658938921087829,0.04,14.469999999999999,2.41,4.589999999999996,1.38,32.670000000000016,0.1999999999999993,40.77,38.38,2.11,165.03,56.15,243.09,15.51,0.0,27.4,2.43,29.83,114.48,213.25,-13.68,1.4100000000000001,-18.32,2.1800000000000006,74.05119617224881,0.74,0.14,0.05,0.04,0.8,3.4401604993312525,4.502398573339278,3.9209629959875163,3.9023272403031655,5.113651359786001,13.15,12.78,6.02,5.95,9,2012,17.944,448.59999999999997,22.43
2012-12-31,76.94,8.879999999999999,0.019853082082401788,-0.00011753433407857098,25.439999999999998,11.440000000000001,13.900000000000006,1.32,65.5,9.910000000000004,60.69,43.94,1.95,183.48,58.7,260.39,26.0,0.0,32.97,3.47,36.44,116.29,223.95,7.260000000000002,10.84,1.8200000000000003,2.459999999999999,16.624622747747747,0.69,0.16,0.07,0.04,0.57,13.636231236026827,18.97954647077611,15.85977642925583,16.404318109230278,20.46569147237304,12.73,12.41,5.57,5.51,12,2012,-0.05257142857142938,447.2857142857142,31.31
2013-03-31,94.7,11.64,0.02,0.02,28.88,14.76,17.42,1.28,79.94,13.99,49.74,82.27,0.94,200.58,57.77,279.2,26.33,0.0,49.98,3.62,53.6,116.29,225.6,-17.83,6.88,0.0,2.66,16.0,0.66,0.24,0.02,0.02,1.2,16.68,21.92,20.64,20.76,25.76,12.39,12.29,4.01,3.99,3,2013,11.64,582.0,11.64
2013-06-30,129.07999999999998,7.030000000000001,0.011296197107659348,0.0012961971076593465,25.220000000000002,9.6,12.239999999999998,1.09,119.47999999999999,9.33,32.53,153.86,1.12,204.71,57.39,282.48,35.13,0.0,45.29,4.36,49.65,116.5,232.83,-65.22,58.96999999999999,-10.96,2.6399999999999997,24.12094950213371,0.55,0.21,0.03,0.02,0.8,9.955715050883772,13.35963577932512,12.079400107123728,12.169769683985004,15.468259239421531,8.38,8.34,4.52,4.5,6,2013,0.8066666666666666,622.3333333333334,18.67
2013-09-30,155.67,4.25,0.009271378708551483,-0.007152414194299009,20.71,5.68,8.27,1.08,149.99000000000004,5.440000000000001,75.01,144.17,0.9,231.27,56.11,309.67,56.48,0.0,67.49,5.11,72.6,116.5,237.07,49.169999999999995,-6.689999999999998,0.0,2.59,29.12188235294118,0.53,0.31,0.05,0.02,0.48,5.488656195462478,8.062390924956368,7.172338568935427,7.550610820244327,9.197207678883071,6.06,6.04,3.43,3.41,9,2013,-3.278666666666666,458.40000000000003,22.92
2013-12-31,151.07,10.219999999999999,0.021587205793602897,0.040634882317441154,30.61,13.230000000000004,15.660000000000004,1.02,137.82999999999998,13.039999999999996,57.85,132.42,25.27,227.7,55.37,306.04,56.92,0.0,69.14,5.48,74.62,116.5,231.42,1.0900000000000034,-1.9499999999999957,-16.31,2.4300000000000006,11.81139432485323,0.51,0.32,0.07,0.06,0.84,13.359396499698247,18.848714544357268,17.664502112251053,17.96055522027761,22.53704284852142,6.26,6.25,3.29,2.93,12,2013,19.237714285714283,473.4285714285714,33.14
2014-03-31,68.95,1.01,0.0,,16.03,1.38,3.53,1.02,67.57,1.11,56.31,89.15,25.32,215.13,54.38,291.97,39.4,0.0,65.24,5.95,71.19,116.5,220.78,30.55,-20.44,-11.65,2.15,0.0,0.54,0.32,0.0,0.03,0.0,1.4,1.92,1.84,1.8,2.44,1.47,1.46,3.3,2.91,3,2014,inf,inf,1.01
2014-06-30,89.54,-7.33,-0.011598101265822785,-inf,5.959999999999997,-7.71,-5.6899999999999995,1.12,97.26000000000002,-7.96,47.38,87.39,25.01,207.86,53.6,275.52,42.32,0.0,55.59,6.49,62.08,116.5,213.44,-8.39,-0.5299999999999976,0.0,2.02,-24.141882673942703,0.61,0.29,-0.01,0.03,-2.5,-10.62386075949367,-10.531075949367088,-13.732151898734177,-13.129050632911392,-13.361012658227848,-4.0,-3.99,3.74,3.29,6,2014,-inf,632.0,-6.32
2014-09-30,55.139999999999986,-3.51,-0.007141403865717192,-0.008575788402848427,10.309999999999999,-3.6400000000000006,-1.5699999999999998,1.41,58.76999999999998,-4.370000000000001,68.95,38.36,24.7,180.12,54.69,248.18,23.26,0.0,31.22,7.02,38.24,116.5,209.94,31.49,-9.93,0.0,2.0700000000000003,-49.36004273504274,0.78,0.18,-0.02,0.03,-1.25,-5.655991861648015,-5.0989623601220755,-6.684354018311291,-6.2844354018311295,-6.570091556459816,-4.63,-4.6,5.77,4.98,9,2014,-4.215000000000002,491.5,-9.83
2014-12-31,63.06,-3.92,-0.008552727272727273,-0.0021709090909090892,9.14,-6.8199999999999985,-4.34,1.14,69.89000000000001,-7.200000000000001,39.72,47.73,0.54,155.22,77.52,246.11,27.32,0.0,33.48,6.61,40.09,116.5,206.02,-9.119999999999997,-20.11,0.0,2.4800000000000004,-33.32270408163265,0.64,0.19,-0.03,0.03,-0.83,-6.3746327272727275,-6.933410909090909,-7.606225454545454,-7.172887272727272,-9.008872727272728,-5.0,-4.97,4.64,4.62,12,2014,-0.9949999999999992,458.33333333333337,-13.75
2015-03-31,86.19,0.56,0.0,,15.74,0.77,4.78,1.1,85.42,0.41,20.12,94.64,1.22,162.05,74.31,264.33,42.32,0.0,50.5,7.25,57.75,116.5,206.58,-32.07,12.48,0.0,4.01,0.0,0.62,0.28,0.0,0.0,0.0,0.84,1.12,1.08,1.04,1.44,0.65,0.65,3.21,3.18,3,2015,,inf,0.56
2015-06-30,94.49000000000001,-7.359999999999999,-0.010823529411764706,,5.389999999999999,-9.15,-5.33,1.08,103.64999999999999,-9.21,11.34,94.2,1.12,152.12,72.58,254.1,34.39,0.0,46.99,7.88,54.88,116.5,199.22,-37.190000000000005,28.400000000000002,0.0,3.8200000000000003,-24.945652173913043,0.63,0.28,-0.01,0.0,0.0,-11.602823529411765,-13.680941176470588,-14.763294117647057,-14.28705882352941,-17.53411764705882,-3.77,-3.76,3.24,3.21,6,2015,,680.0,-6.8
2015-09-30,68.59,0.16999999999999993,0.0002564102564102563,0.0,13.690000000000001,0.3100000000000005,4.21,0.99,68.26999999999998,0.0,25.7,69.37,26.96,128.64,69.54,237.08,22.58,0.0,29.16,8.52,37.68,116.5,199.39,18.820000000000007,-4.460000000000001,0.0,3.9000000000000004,965.2500000000005,0.58,0.19,-0.01,0.0,0.0,0.28717948717948705,0.3415384615384614,0.3415384615384614,0.3323076923076922,0.3979487179487178,-2.67,-2.66,4.41,3.49,9,2015,0.0,663.0,-6.63
