,revenue,net_profit,eps,dps,gross_profit,ebit,ebitda,close_price,allowance_doubtful_accounts,expense,operating_profit,cash,account_receivable,inventory,current_asset,property_plant_equipment,total_asset,short_term_loan,account_payable,current_portion_long_term_debt,current_liability,non_current_liability,total_liability,paid_in_capital,total_equity,cash_flow_operation,cash_flow_investment,cash_flow_financing,depreciation,P/E,P/BV,D/E,EPS,DPS,DPR%,ROA%,ROAA%,ROE%,ROAE%,ROCE%,NPM%,NPMA%,CurrentRatio,QuickRatio,month,year,dividend,number_of_shares,return_old
2000-03-31,-567.22,-1450.16,-18.63,0.0,5.81,-1028.13,-1025.29,3.2,0.0,460.91,-305.58,79.54,51.51,3791.86,4188.79,57.25,7177.34,2922.76,93.31,7084.72,15229.35,1750.94,16980.29,778.26,-9802.95,37.13,-2.09,2.23,2.84,-0.0425,-0.04,-1.73,-18.63,0.0,0.0,-80.8,0.0,59.15999999999999,0.0,51.07999999999999,-1097.11,255.66,0.28,0.03,3,2000,0.0,77.84004294149223,-1450.16
2000-06-30,966.56,-530.3699999999999,-6.81530524657541,0.0,30.220000000000002,-202.27999999999997,-199.59000000000015,3.2,9.27,1168.84,229.64,97.95,55.39,3736.26,4159.44,55.24,6929.88,2700.79,101.53,7183.21,15448.68,1814.52,17263.2,778.26,-10333.32,41.550000000000004,-6.15,-16.91,2.6900000000000004,-0.1213628693176462,-0.04,-1.67,-25.45,0.0,0.0,-30.613976258880193,0.0,20.534287084770234,0.0,15.467663302247374,-680.36,-495.95,0.27,0.03,6,2000,0.0,77.8204322200393,-1980.53
2000-09-30,271.21999999999997,-548.72,-7.0508648808935455,0.0,29.33,-351.6399999999999,-348.91999999999985,3.2,9.27,622.8600000000001,-22.620000000000005,69.33,53.79,3648.57,4047.07,74.57,6896.86,2658.54,102.09,7414.93,15882.17,1896.72,17778.89,778.26,-10882.04,97.51999999999998,-121.82000000000001,-4.170000000000002,2.7199999999999998,-0.1152340902463916,-0.04,-1.63,-32.5,0.0,0.0,-31.822180330137396,0.0,20.167643056241968,0.0,15.281936068004349,-481.47,-377.18,0.25,0.03,9,2000,0.0,77.82307692307693,-2529.25
2000-12-31,-94.96999999999991,112.07000000000016,1.4400641243101489,0.0,75.74,-125.8900000000001,-122.41000000000008,3.2,0.0,30.909999999999854,-251.14999999999998,123.47,42.52,3603.0,4023.34,53.62,6051.56,1920.39,88.75,7495.48,14863.37,1958.17,16821.53,778.26,-10769.97,48.120000000000005,15.180000000000007,-8.2,3.4800000000000004,0.5392120995806184,-0.04,-1.56,-31.06,0.0,0.0,7.407103815189612,-0.0,-4.16162768184414,-0.0,-3.5941329979563017,-300.01,-419.95,0.27,0.03,12,2000,0.0,77.82292337411461,-2417.18
2001-03-31,135.83,-464.79,-5.97,0.0,28.0,-186.97,-183.1,3.2,0.0,322.8,-11.1,132.2,40.28,3472.56,3858.62,45.02,5999.21,1931.86,95.54,7565.82,15651.2,1582.77,17233.97,778.26,-11234.76,-2.33,-0.34,11.47,3.87,-0.135,-0.04,-1.53,-5.97,0.0,0.0,-31.000000000000004,-11.36,16.56,17.68,7.759999999999999,-281.15,-342.19,0.25,0.02,3,2001,0.0,77.85427135678393,-464.79
2001-06-30,218.52,-457.15000000000003,-5.875900275505998,0.0,29.92,-175.25000000000003,-174.9,3.2,0.0,393.77000000000004,-17.810000000000002,128.14,47.59,3260.38,3650.42,44.7,5918.34,1931.96,82.11,7598.76,15979.92,1630.32,17610.25,778.26,-11691.91,-3.8600000000000003,0.16000000000000003,0.10999999999999943,0.34999999999999964,-0.13612807612381056,-0.04,-1.51,-11.85,0.0,0.0,-30.901781026964876,-11.18652406881142,15.649233138815974,16.601277740416943,7.140334512007289,-309.16,-260.18,0.23,0.02,6,2001,0.0,77.80084388185655,-921.94
2001-09-30,126.46999999999997,-243.99,-3.1369036734623865,0.0,34.8,40.120000000000005,41.98000000000002,3.2,0.0,86.34999999999991,-17.819999999999997,139.3,41.69,3238.89,3635.23,45.0,5926.35,1931.78,85.42,7536.44,16177.3,1684.95,17862.25,778.26,-11935.9,13.64,-2.09,-0.1899999999999995,1.8600000000000003,-0.2508763678839297,-0.03,-1.5,-14.99,0.0,0.0,-16.465082123283562,-4.202069764051014,8.178131791788529,8.554811352311031,2.6283862667570093,-259.26,-242.49,0.22,0.02,9,2001,0.0,77.78052034689793,-1165.93
2001-12-31,462.03000000000003,5517.22,70.89110820009698,0.0,43.31999999999999,366.37,367.99,3.82,0.0,95.66000000000008,-58.26,110.86,11.66,3448.54,3788.44,42.64,5876.01,0.12,42.16,265.57,540.14,4859.47,5399.62,778.26,476.39,-22.05,-4.859999999999999,-1.5200000000000014,1.62,0.013801801450730622,1.04,11.33,55.91,0.0,0.0,375.5669155583746,3.7531332547359524,4632.53295073415,-428.7701153451046,4.2095954073389725,732.61,461.5,7.01,0.63,12,2001,0.0,77.82668574494724,4351.29
2002-03-31,278.15,65.86,0.85,0.0,73.77,65.86,67.24,7.7,0.0,212.28,21.99,132.64,7.41,3392.86,3748.65,35.68,5844.97,0.12,50.67,355.8,598.36,4721.4,5319.76,778.26,525.21,30.07,-3.03,-4.94,1.38,2.265,1.9,10.13,0.85,0.0,0.0,4.52,4.44,50.16,-4.92,5.04,28.11,23.68,6.26,0.59,3,2002,0.0,77.48235294117647,65.86
2002-06-30,476.70000000000005,189.36,2.4335898440561086,0.0,223.41000000000003,189.36,174.60000000000002,12.1,0.0,287.35,163.42,98.72,8.07,3380.5,3703.56,39.62,5765.7,0.12,75.32,346.39,582.7,4485.66,5068.36,778.26,697.34,270.8,-9.96,-294.77,-14.760000000000002,1.2433483840304183,2.25,7.27,3.28,0.0,0.0,13.147320742888489,12.969253193323409,108.62120523469949,-13.770557166366272,14.60153906433665,37.26,33.81,6.36,0.55,6,2002,0.0,77.8109756097561,255.22
