,revenue,net_profit,eps,dps,gross_profit,ebit,ebitda,close_price,allowance_doubtful_accounts,expense,operating_profit,cash,account_receivable,property_plant_equipment,total_asset,total_liability,paid_in_capital,total_equity,cash_flow_operation,cash_flow_investment,cash_flow_financing,depreciation,P/E,P/BV,D/E,EPS,DPS,DPR%,ROA%,ROAA%,ROE%,ROAE%,TIE,month,year,dividend,ROCE%,number_of_shares,return_old
2010-06-30,,,,,,,,,6.12,,,103.61,0.03,42.17,2139.48,1563.91,350.0,575.58,,,,,,0.0,2.72,0.11,0.0,0.0,,,,,2.76,6,2010,,,340.54545454545456,37.46
2010-09-30,-29.97,20.92,0.05733470366563892,0.0,-56.21,30.690000000000005,32.87,1.47,4.52,-18.61,-56.21,121.53,0.0,40.27,1983.74,1235.49,470.0,748.25,187.65,-1.4800000000000004,-168.25,2.1799999999999997,6.411474665391969,0.92,1.65,0.16,0.0,0.0,4.214100719424461,0.0,11.180267214799589,0.0,0.0,9,2010,0.0,,364.875,58.38
2010-12-31,60.900000000000006,26.419999999999995,0.06542688679245282,0.0,-22.54,23.480000000000004,25.200000000000003,1.5,7.01,24.269999999999996,-22.54,116.98,0.08,38.87,2098.76,1299.33,470.0,799.43,-44.120000000000005,-0.4399999999999995,40.0,1.7200000000000006,5.729295987887965,0.88,1.63,0.21,0.0,0.0,5.034754716981132,0.0,13.222462264150941,0.0,0.0,12,2010,0.0,,403.8095238095238,84.8
2011-03-31,104.0,21.09,0.04,0.09,19.69,25.56,27.21,1.44,2.81,23.11,19.69,114.26,0.11,37.54,2297.72,1477.21,470.0,820.52,-182.52,-0.2,180.0,1.65,9.0,0.82,1.8,0.04,0.09,2.13,3.6799999999999997,0.0,10.28,0.0,0.0,3,2011,47.4525,,527.25,21.09
2011-06-30,36.30000000000001,17.349999999999998,0.03610822060353798,-0.008756503642039564,-59.75,29.69,31.35,1.43,6.23,24.36,-59.75,161.66,0.0,36.5,2437.99,1640.07,470.0,797.92,-69.84,0.19,117.05000000000001,1.6600000000000001,9.90356195965418,0.84,2.06,0.08,0.09,1.06,2.8525494276795005,4.351040582726326,8.702081165452652,10.110301768990634,0.0,6,2011,-4.20750000000001,,480.49999999999994,38.44
2011-09-30,73.75999999999999,19.340000000000003,0.040166147455867086,0.00018691588785048913,-19.15,27.58,29.200000000000003,1.2,10.19,22.560000000000002,-19.15,145.85,0.03,35.2,2414.98,1597.73,470.0,817.25,32.24000000000001,-0.04,-48.0,1.6199999999999997,7.46897621509824,0.69,1.96,0.12,0.09,0.71,3.1999030806507447,5.047545863620631,9.46582208376601,9.880872274143304,0.0,9,2011,0.09000000000001052,,481.5,57.78
2011-12-31,242.73000000000002,10.060000000000002,0.020760613207547175,0.0005704599056603697,155.08,25.320000000000007,26.75999999999999,1.28,11.91,22.099999999999994,155.08,102.46,0.05,33.84,2255.04,1427.73,470.0,827.31,121.69,-0.08,-165.0,1.4400000000000004,15.408986083499006,0.73,1.73,0.14,0.09,0.61,1.7854127358490566,2.9480070754716983,4.863915094339623,4.946957547169812,0.0,12,2011,0.2764285714285677,,484.57142857142856,67.84
2012-03-31,82.39,27.18,0.06,0.1,-19.88,33.97,35.4,1.34,0.65,24.96,-19.88,110.81,0.02,36.06,2941.46,2086.96,470.0,854.5,-644.55,-2.11,655.0,1.43,5.5825,0.74,2.44,0.06,0.1,1.67,3.68,5.2,12.72,13.0,0.0,3,2012,45.300000000000004,,453.0,27.18
2012-06-30,76.83999999999999,26.369999999999997,0.05416806722689075,0.006946778711484596,-23.529999999999998,35.879999999999995,37.27,1.55,-1.18,27.36,-23.529999999999998,171.72,0.0,35.11,2930.53,2096.66,470.0,833.86,106.31999999999994,-0.3999999999999999,-45.0,1.39,7.153199658703072,0.87,2.51,0.11,0.1,0.91,3.604638655462185,5.121344537815125,12.64578151260504,12.921546218487393,0.0,6,2012,3.3818181818181827,,486.8181818181818,53.55
2012-09-30,88.19,28.620000000000005,0.05921139101861995,-0.0007169172558000692,-22.36,40.91000000000001,42.3,2.36,-1.33,26.18,-22.36,169.95,0.0,33.74,3309.2,2446.72,470.0,862.48,-348.74,-0.040000000000000036,347.0,1.3900000000000001,9.96261006289308,1.29,2.84,0.17,0.1,0.59,3.455158817086528,5.391719605695511,13.277283680175247,13.625585980284777,0.0,9,2012,-0.3465240641711276,,483.35294117647055,82.17
