,revenue,net_profit,eps,dps,gross_profit,ebit,ebitda,close_price,expense,operating_profit,cash,account_receivable,inventory,current_asset,property_plant_equipment,total_asset,short_term_loan,account_payable,current_portion_long_term_debt,current_liability,non_current_liability,total_liability,paid_in_capital,total_equity,cash_flow_operation,cash_flow_investment,cash_flow_financing,depreciation,P/E,P/BV,D/E,EPS,DPS,DPR%,ROA%,ROAA%,ROE%,ROAE%,ROCE%,NPM%,NPMA%,TIE,CurrentRatio,QuickRatio,month,year,dividend,number_of_shares,return_old
2012-12-31,,,,,,,,,,,8.48,80.95,7.7,99.06,89.29,203.3,50.11,42.13,12.24,109.81,12.4,122.21,60.0,78.14,,,,,,0.0,1.56,0.15,0.0,0.0,,,,,,5.47,5.4,0.0,0.9,0.83,12,2012,,111.6,16.74
2013-03-31,94.5,14.71,0.1,0.029999999999999995,35.72,15.84,18.44,4.18,78.66,15.58,58.42,115.33,17.67,196.7,88.14,301.3,11.2,49.88,10.04,86.51,11.38,97.88,85.0,200.37,-12.92,-1.47,64.32,2.6,10.45,3.55,0.49,0.1,0.03,0.32,19.52,0.0,29.36,0.0,29.480000000000004,15.61,15.57,18.64,2.27,2.07,3,2013,4.412999999999999,147.1,14.71
2013-06-30,95.30000000000001,11.419999999999998,0.07429774205893608,0.001289322617680826,29.680000000000007,11.95,14.7,3.44,83.36000000000001,11.56,69.61,82.57,19.78,175.05,93.43,295.6,0.0,50.85,8.11,74.92,11.04,85.95,85.0,206.43,44.47,-13.53,-19.749999999999993,2.7499999999999996,11.577740805604204,2.83,0.42,0.17,0.03,0.19,15.453930348258705,0.0,22.13198622273249,0.0,22.009613471106004,13.81,13.77,23.96,2.34,2.07,6,2013,0.19817647058823518,153.70588235294116,26.13
2013-09-30,103.19999999999999,13.370000000000001,0.08462025316455697,0.0008153387937453523,36.81999999999999,13.79,17.11,3.16,89.38999999999999,13.11,21.26,130.66,16.83,173.61,100.36,301.52,0.0,41.5,6.09,67.58,11.2,78.78,85.0,219.71,-33.0,-12.21,-3.1300000000000026,3.3200000000000003,9.335826477187734,2.45,0.36,0.25,0.03,0.13,17.73640506329114,0.0,24.34355443037975,0.0,24.059230379746836,13.54,13.48,30.57,2.57,2.32,9,2013,0.12882352941176567,158.0,39.5
2013-12-31,110.68,8.530000000000001,0.05150322714969811,0.0013803872579637774,32.19,8.75,12.009999999999998,3.26,101.94000000000003,9.189999999999998,43.48,139.62,14.98,204.1,100.37,332.67,7.6,54.14,4.24,90.52,10.34,100.87,85.0,228.68,22.64,-5.039999999999999,4.6200000000000045,3.26,15.822309495896834,2.42,0.44,0.29,0.03,0.11,10.258022069539873,13.341111805121802,14.918176139912557,22.242290235269625,14.761890485113472,11.92,11.9,31.85,2.25,2.09,12,2013,0.22862068965517324,165.62068965517244,48.03
2014-03-31,97.12,0.83,0.0,,23.05,0.74,4.31,3.56,96.37,0.22,40.47,108.74,9.56,166.13,106.43,304.19,0.42,41.17,4.84,61.13,10.49,71.62,85.0,229.68,16.45,-10.51,-8.97,3.57,0.0,2.63,0.31,0.0,0.0,0.0,1.08,0.96,1.44,1.56,1.2,0.86,0.85,3.08,2.72,2.56,3,2014,,inf,0.83
2014-06-30,58.49000000000001,-8.4,-0.04438573315719947,,11.459999999999997,-7.82,-4.02,3.16,66.32,-8.02,23.37,71.79,13.03,114.19,107.06,254.48,0.0,24.41,4.74,40.58,9.93,50.51,85.0,201.38,10.23,-5.32,-21.990000000000002,3.8000000000000003,-17.798511904761902,2.67,0.25,-0.04,0.11,-2.86,-13.182562747688245,-11.407133421400264,-16.689035667107,-16.467107001321004,-14.691677675033025,-4.89,-4.86,-6.21,2.81,2.49,6,2014,,189.25,-7.57
2014-09-30,71.48999999999998,-6.449999999999999,-0.036804564907275315,-0.008787446504992863,13.730000000000004,-5.880000000000001,-1.95,3.28,77.37,-6.250000000000001,24.72,80.74,12.17,123.42,105.67,263.05,12.42,29.78,4.38,55.28,10.93,66.22,85.0,193.87,-8.0,-1.6899999999999995,11.04,3.9300000000000006,-22.27984496124031,2.88,0.34,-0.08,0.11,-1.43,-9.808416547788873,-8.446647646219684,-13.30485021398003,-12.476747503566333,-11.4830242510699,-6.2,-6.17,-10.05,2.23,2.01,9,2014,-1.5399999999999991,175.25,-14.02
2014-12-31,84.47999999999999,-3.9499999999999993,-0.024179187534780187,0.11199638286032275,19.999999999999993,-4.099999999999998,-0.5000000000000002,3.76,88.57999999999998,-4.399999999999999,34.5,86.91,8.47,142.67,106.26,280.35,11.93,38.35,4.02,69.59,11.04,80.63,85.0,189.28,8.170000000000002,-3.9400000000000013,5.560000000000002,3.5999999999999996,-38.8743417721519,3.38,0.43,-0.11,0.23,-2.08,-5.635948803561491,-4.897384529771841,-8.344017807456872,-7.561491374513076,-7.113077351140789,-5.79,-5.77,-10.73,2.05,1.93,12,2014,18.29613636363636,163.36363636363635,-17.97
2015-03-31,93.63,-16.19,-0.05,0.0,14.51,-12.37,-8.37,1.36,106.0,-12.94,106.96,120.5,18.36,254.41,122.96,428.68,49.47,63.28,4.75,130.69,14.96,145.66,106.25,268.29,-29.12,-30.88,132.47,4.0,-6.8,2.15,0.54,-0.05,0.0,0.0,-15.12,-13.52,-24.12,-26.0,-16.6,-17.4,-17.29,-18.74,1.95,1.81,3,2015,0.0,323.8,-16.19
2015-06-30,69.16,-24.81,-0.06656341463414633,0.02,3.5900000000000016,-25.990000000000002,-21.64,1.15,95.13999999999999,-26.11,62.23,76.41,30.8,180.01,137.96,373.08,38.71,51.26,4.81,108.97,15.84,124.81,106.25,234.91,-3.16,-19.470000000000002,-22.11,4.35,-4.317311567916163,2.08,0.53,-0.11,0.02,-0.2,-26.601160975609755,-29.602565853658533,-42.23751219512195,-45.48096585365853,-35.14548292682927,-25.29,-25.19,-29.74,1.65,1.37,6,2015,7.454545454545455,372.72727272727275,-41.0
2015-09-30,95.50000000000003,-7.920000000000002,-0.019427636958299268,0.0017141158105998672,16.019999999999996,-13.530000000000001,-8.620000000000001,1.01,109.04000000000002,-14.040000000000006,102.62,89.33,36.14,243.52,153.11,455.23,117.5,46.49,7.59,188.15,28.23,216.38,106.25,227.42,-33.019999999999996,-18.440000000000005,91.83,4.91,-13.002095959595957,1.89,0.95,-0.12,0.02,-0.18,-6.9615699100572375,-9.357645134914147,-13.929615699100575,-15.036991005723632,-12.582632869991826,-19.03,-18.94,-19.15,1.29,1.1,9,2015,0.6987878787878792,407.6666666666667,-48.92
2015-12-31,120.07,-5.609999999999999,-0.013374289381991563,0.0005623815636652587,31.390000000000008,3.020000000000003,8.930000000000003,1.42,117.05000000000001,2.1200000000000045,82.7,118.53,34.91,249.35,156.41,457.04,110.04,47.52,7.41,195.44,35.14,230.57,106.26,220.99,-5.409999999999997,-11.879999999999995,-2.609999999999985,5.910000000000002,-26.53598930481284,2.73,1.04,-0.13,0.02,-0.17,-4.909392994681825,-5.452594901888868,-10.156229598386208,-10.938111131487252,-7.687130020172381,-14.49,-14.41,-10.08,1.28,1.1,12,2015,0.23589743589743506,419.46153846153845,-54.53
2016-03-31,52.82,-23.43,-0.06,0.0,11.07,-22.03,-16.58,1.31,74.85,-22.17,47.56,83.29,35.55,182.01,152.57,386.9,104.32,20.48,7.74,151.87,33.67,185.55,106.26,197.58,-23.21,-2.47,-9.46,5.45,-5.4575,2.82,0.94,-0.06,0.0,0.0,-24.24,-21.6,-47.44,-40.24,-37.48,-44.48,-44.36,-11.72,1.2,0.96,3,2016,0.0,390.5,-23.43
