,revenue,net_profit,eps,dps,gross_profit,ebit,ebitda,close_price,expense,operating_profit,cash,account_receivable,inventory,current_asset,property_plant_equipment,total_asset,short_term_loan,account_payable,current_portion_long_term_debt,current_liability,non_current_liability,total_liability,paid_in_capital,total_equity,cash_flow_operation,cash_flow_investment,cash_flow_financing,depreciation,P/E,P/BV,D/E,EPS,DPS,DPR%,ROA%,ROAA%,ROE%,ROAE%,ROCE%,NPM%,NPMA%,CurrentRatio,QuickRatio,month,year,dividend,number_of_shares,return_old
2004-10-31,,,,,,,,,,,331.87,136.92,652.87,2063.78,5545.45,7957.16,446.09,382.13,148.6,1367.52,197.5,1565.02,1270.46,5310.97,,,,,,0.0,0.29,0.52,0.0,0.0,,,,,,10.64,9.88,1.51,1.03,10,2004,,1140.673076923077,593.15
2005-01-31,-4978.179999999999,-346.59999999999997,-0.26710200770634757,0.0,-753.6600000000001,-545.2900000000001,-646.6500000000001,,-4432.88,-236.14000000000004,162.86,120.59,3046.18,4037.52,5665.33,10114.09,1045.52,1160.6,142.0,4021.72,140.31,4162.04,1270.46,4869.95,-1602.6200000000001,-242.87,1285.5500000000002,-101.36000000000001,-0.0,0.0,0.85,0.19,0.0,0.0,-13.720608395862905,-0.0,-28.45339282092881,-0.0,-33.73920097343338,26.84,23.99,1.0,0.25,1,2005,0.0,1297.6315789473686,246.55
2005-04-30,1606.91,156.64,0.11655050968526004,0.0,317.81999999999994,246.45000000000005,287.12,4.56,1360.4499999999998,141.94,159.57,191.44,3261.1,4387.78,5784.87,10579.48,1498.93,248.46,642.0,3205.42,139.08,3344.5,1550.0,6142.51,-1251.52,-188.58999999999997,1473.0700000000002,40.669999999999995,9.781167007150152,1.15,0.54,0.3,0.0,0.0,5.92076589201121,0.0,10.194284580470745,0.0,12.89825640516878,16.7,15.3,1.37,0.35,4,2005,0.0,1343.9666666666667,403.19
2005-07-31,1627.33,73.99000000000001,0.05116874135546336,0.0,257.24,138.98000000000002,183.18999999999994,5.4,1488.3500000000001,203.32999999999998,258.16,148.34,2045.56,3206.32,5813.77,9432.95,595.26,190.8,628.3,1992.72,172.16,2164.89,1550.0,6170.74,1192.9,-187.07000000000005,-893.25,44.21000000000001,26.37743208541694,1.36,0.35,0.33,0.0,0.0,3.138349469801752,0.0,4.79435600821493,0.0,6.258092124565154,11.96,11.2,1.61,0.58,7,2005,0.0,1446.0,477.18
2005-10-31,1270.46,17.930000000000007,0.012312819373472566,0.0,128.73000000000002,35.139999999999986,75.8900000000001,7.0,1235.3199999999997,8.200000000000045,161.61,125.1,1070.64,2130.44,5804.26,8620.0,342.19,284.13,148.6,1195.34,184.89,1380.23,1550.0,6142.84,1013.69,-369.0,-719.5400000000001,40.749999999999986,142.14047546012264,1.77,0.22,0.34,0.0,0.0,0.8314774494556769,1.3732415018884696,1.1675449900022221,1.253010442123973,1.5340324372361702,9.5,8.95,1.78,0.89,10,2005,0.0,1456.2058823529412,495.11
2006-01-31,-4241.92,-251.24,-0.16483536310329275,0.0,-730.2,-440.93,-551.6400000000001,10.1,-3800.99,-400.64,134.23,161.07,2808.22,3888.5,6377.57,10970.72,690.77,1159.24,123.6,3140.3,392.36,3532.67,1550.0,6341.12,-387.41,365.52,137.06999999999994,-110.70999999999998,-15.319528239929946,2.47,0.56,0.16,0.0,0.0,-9.148362652232747,-13.47529093369418,-15.865403698691926,-17.925845737483083,-18.173098782138023,21.1,18.9,1.24,0.34,1,2006,0.0,1524.1875,243.87
2006-04-30,1825.77,264.29,0.1716303920025189,0.16,457.34,418.82,475.79,11.3,1406.9499999999998,246.28,212.51,251.94,4812.06,6039.68,6539.91,13276.99,3021.17,101.33,105.1,5180.16,681.43,5861.59,1550.0,6314.45,-1992.6000000000001,-267.0899999999999,2338.7799999999997,56.96999999999999,16.458623481781377,2.77,0.93,0.33,0.16,0.48,7.967810925692696,13.314357682619649,16.746965522670028,16.97580604534005,19.61787389798489,18.13,16.31,1.17,0.24,4,2006,246.38060606060608,1539.878787878788,508.16
2006-07-31,1794.27,100.73999999999995,0.06452389554935126,0.0021934039027157576,273.12,153.83000000000004,214.4699999999999,10.6,1640.44,115.97000000000003,298.79,264.07,3286.57,4470.38,6752.22,11946.99,2284.54,570.44,45.1,3675.02,789.26,4464.28,1550.0,6385.34,843.6400000000001,-129.11000000000013,-688.9499999999998,60.64,41.07083085169745,2.57,0.7,0.39,0.16,0.41,3.375096074889143,5.678102808342911,6.3134150106749845,6.4193003777303295,7.3391795040236465,13.38,12.4,1.22,0.32,7,2006,3.424522144522115,1561.2820512820513,608.9
2006-10-31,1588.17,70.05000000000007,0.04539656823035573,-0.0018885873926745543,236.62000000000012,119.82999999999993,181.86000000000013,9.9,1468.3399999999997,274.77,151.7,246.69,1855.08,2918.12,7151.42,10845.65,1285.98,506.6,85.1,2477.64,849.82,3327.46,1550.0,6414.1,1204.6399999999999,-434.6999999999998,-896.8800000000001,62.03,54.51953961456098,2.39,0.52,0.44,0.16,0.36,2.583477428382063,4.399340157596293,4.370451432358793,4.461244568819505,5.117431327785557,11.16,10.45,1.18,0.43,10,2006,-2.9142191142190654,1543.068181818182,678.95
2007-01-31,-4602.11,-485.4200000000001,-0.30098899395442574,-0.15308690689251844,-943.71,-734.29,-853.6500000000001,9.3,-3867.8199999999997,-703.4200000000001,204.45,336.59,3550.62,4932.35,7335.9,12948.59,1337.95,1478.27,182.1,3939.73,1252.62,5192.34,1550.0,6560.88,-378.42,1285.61,-732.6399999999999,-119.36,-7.72453493881587,2.2,0.79,0.12,0.0,0.0,-14.949120033069809,-25.483734821474712,-29.5972510721852,-30.098899395442572,-33.81109698754715,11.14,10.2,1.25,0.35,1,2007,-246.89090909090913,1612.75,193.53
