,revenue,net_profit,eps,dps,gross_profit,ebit,ebitda,close_price,expense,operating_profit,cash,account_receivable,inventory,current_asset,property_plant_equipment,total_asset,short_term_loan,account_payable,current_liability,non_current_liability,total_liability,paid_in_capital,total_equity,cash_flow_operation,cash_flow_investment,cash_flow_financing,depreciation,P/E,P/BV,D/E,EPS,DPS,DPR%,ROA%,ROAA%,ROE%,ROAE%,ROCE%,NPM%,NPMA%,CurrentRatio,QuickRatio,month,year,dividend,number_of_shares,return_old
2003-09-30,27.590000000000003,9.64,0.46904389248043554,-0.001991890665759352,13.7,12.8,16.110000000000007,43.0,14.8,8.629999999999999,16.22,0.48,0.36,59.16,2123.38,2408.99,0.0,1.05,11.56,1.35,12.91,205.0,2396.08,13.89,-23.880000000000003,0.0,3.3100000000000005,22.91901711618257,3.68,0.01,1.43,2.0,1.4,1.6006532834297382,2.1123375297720317,1.6137733923103097,1.6137733923103097,2.1123375297720317,40.5,35.32,5.12,5.09,9,2003,-0.04093822843822892,20.552447552447553,29.39
2003-12-31,32.44,10.93,0.5340302579365079,-0.008349289599289598,18.1,14.509999999999998,18.08,37.75,17.93,11.43,7.07,0.23,0.4,48.53,2123.4,2417.77,0.0,0.3,9.57,1.34,10.91,205.0,2406.86,14.009999999999998,-23.16,0.0,3.5700000000000003,17.669972552607504,3.22,0.0,1.97,2.0,1.02,1.8108234126984126,2.385515873015873,1.8216666666666665,1.8216666666666665,2.396359126984127,39.6,34.87,5.07,5.03,12,2003,-0.1708849526108409,20.467005076142133,40.32
2004-03-31,36.56,15.58,0.76,0.0,22.63,20.42,23.99,49.0,16.13,17.22,16.79,0.13,0.39,59.57,2120.17,2440.53,0.0,1.25,61.22,1.33,62.55,205.0,2377.97,28.38,-18.65,0.0,3.57,16.1175,4.22,0.03,0.76,0.0,0.0,2.56,3.36,2.64,2.6,3.44,46.98,42.61,0.97,0.97,3,2004,0.0,20.5,15.58
2004-06-30,29.17,10.049999999999999,0.49014826375341397,2.0,17.099999999999998,13.5,17.169999999999998,46.0,15.68,12.11,10.05,0.24,0.4,32.25,2118.8,2402.35,0.0,1.71,12.94,1.32,14.27,205.0,2388.08,6.460000000000004,27.65,-40.85,3.6700000000000004,23.462288557213927,3.95,0.01,1.25,2.0,1.6,1.6782676550916893,2.2115489660554033,1.6782676550916893,1.6782676550916893,2.2272337104955127,42.43,38.99,2.49,2.46,6,2004,41.007999999999996,20.503999999999998,25.63
2004-09-30,28.58999999999999,9.489999999999998,0.46207004555808656,0.003312072892938472,17.490000000000002,12.780000000000001,16.540000000000006,46.0,15.809999999999999,11.760000000000005,25.09,0.13,0.41,46.66,2115.22,2412.77,0.0,0.97,12.65,1.26,13.91,205.0,2398.86,13.599999999999994,1.5,-0.07000000000000028,3.76,24.88746048472076,3.93,0.01,1.71,2.0,1.17,1.5780637813211842,2.096879271070615,1.5780637813211842,1.5780637813211842,2.107687927107061,39.97,37.23,3.69,3.66,9,2004,0.06802339181286499,20.53801169590643,35.12
2004-12-31,35.28,11.810000000000002,0.576281696143192,-0.004348893399775109,21.659999999999997,15.869999999999997,19.659999999999997,45.75,19.4,14.419999999999995,19.98,0.27,0.45,61.37,2111.79,2423.94,0.0,0.32,11.7,1.26,12.96,205.0,2410.97,14.810000000000002,-19.92,0.0,3.789999999999999,19.848886536833188,3.89,0.01,2.29,2.0,0.87,1.9528148305987645,2.5970424035798003,1.9628808864265932,1.9628808864265932,2.6071084594076286,38.6,36.21,5.25,5.21,12,2004,-0.08912382849408118,20.49344978165939,46.93
2005-03-31,39.15,14.95,0.73,0.0,21.68,19.92,23.64,47.0,19.23,16.13,28.19,0.25,0.41,88.35,2108.69,2445.46,0.0,2.03,22.16,1.26,23.42,205.0,2422.04,27.15,-18.93,-0.02,3.72,16.095,3.98,0.01,0.73,0.0,0.0,2.44,3.28,2.48,2.48,3.28,42.54,38.19,3.99,3.97,3,2005,0.0,20.47945205479452,14.95
2005-06-30,35.29,13.879999999999999,0.6788345473465139,2.0,20.660000000000004,18.339999999999996,22.159999999999997,45.0,16.95,15.130000000000003,34.82,0.18,0.41,106.96,2106.8,2406.74,0.0,1.73,14.09,1.26,15.35,205.0,2391.38,7.390000000000001,39.870000000000005,-40.629999999999995,3.82,16.569980187319885,3.86,0.01,1.41,2.0,1.42,2.3109261186264307,3.0619771071800206,2.330183836281651,2.330183836281651,3.0812348248352412,43.24,38.73,7.59,7.56,6,2005,40.8936170212766,20.4468085106383,28.83
2005-09-30,35.16,13.43,0.6546568859441553,0.006605511977524837,19.959999999999994,18.03,21.930000000000007,45.5,17.130000000000003,14.539999999999996,23.02,0.14,0.42,157.96,2103.5,2424.02,0.0,1.8,16.92,1.26,18.18,205.0,2405.84,18.9,-30.560000000000002,-0.13000000000000256,3.8999999999999995,17.377576321667906,3.88,0.01,2.06,2.0,0.97,2.2118504495977285,2.9618457169900614,2.2372740179839092,2.2372740179839092,2.9745575011831518,43.02,38.56,9.34,9.31,9,2005,0.13550919231563086,20.514563106796114,42.26
2005-12-31,43.99000000000001,17.75,0.866647225462423,-0.003255120910268995,26.42,23.169999999999995,27.00999999999999,44.0,20.819999999999993,18.730000000000004,32.61,0.12,0.44,180.03,2101.83,2436.54,0.0,0.57,14.0,1.29,15.28,205.0,2421.26,17.180000000000007,-7.540000000000001,-0.060000000000002274,3.84,12.695073239436619,3.73,0.01,2.93,2.0,0.68,2.9105149141809696,3.868855190801533,2.93417763706049,2.93417763706049,3.880686552241293,43.59,39.07,12.86,12.83,12,2005,-0.06666887570827384,20.481228668941977,60.01
2006-03-31,46.62,18.11,0.88,2.2,26.93,24.34,28.04,49.5,22.28,20.79,19.76,0.1,0.45,185.23,2005.18,2371.75,0.0,2.82,29.57,1.26,30.83,205.0,2340.92,39.69,-52.51,-0.03,3.7,14.0625,4.33,0.01,0.88,2.2,2.5,3.04,4.04,3.08,3.04,4.16,42.27,38.85,6.26,6.25,3,2006,45.275,20.579545454545453,18.11
2006-06-30,38.75000000000001,14.200000000000003,0.6943980191891057,-0.014004952027236041,21.840000000000003,18.94,22.869999999999997,50.0,19.810000000000002,16.300000000000004,82.16,0.19,0.51,154.66,2001.57,2326.56,0.0,1.55,15.96,1.26,17.22,205.0,2309.34,2.9100000000000037,104.6,-45.1,3.9299999999999997,18.003723591549292,4.44,0.01,1.58,2.2,1.39,2.4435778396781185,3.2170844939647174,2.4611575363664504,2.408418446301455,3.2874032807180447,41.27,37.85,9.69,9.66,6,2006,-0.2863924050632889,20.449367088607595,32.31
2006-09-30,36.97,14.309999999999995,0.6967760617760616,0.009435022726162102,20.809999999999995,18.949999999999996,22.92,50.0,18.019999999999996,15.36,22.04,0.13,0.51,93.93,1997.93,2343.17,0.0,1.19,17.28,1.26,18.54,205.0,2324.63,19.740000000000002,-79.89,0.030000000000001137,3.9699999999999998,17.94267295597485,4.41,0.01,2.27,2.2,0.97,2.4433204633204624,3.2045559845559834,2.4678764478764466,2.418764478764478,3.2905019305019296,41.79,38.11,5.44,5.41,9,2006,0.19377125968884457,20.537444933920703,46.62
2006-12-31,45.75999999999999,18.03000000000001,0.8784918793503483,-0.001461614726534806,26.799999999999997,23.470000000000006,27.47,50.0,22.290000000000006,18.75,12.69,0.8,0.42,95.7,1998.5,2359.44,0.0,0.73,16.59,1.26,17.85,205.0,2341.59,8.539999999999992,-18.2,0.30000000000000426,4.0,14.22622712146422,4.38,0.01,3.15,2.2,0.7,3.0565939675174025,3.982496519721579,3.078904872389792,3.023127610208818,4.0828955916473335,42.39,38.46,5.77,5.74,12,2006,-0.02999790224459531,20.523809523809526,64.65
2007-03-31,49.16,20.35,0.99,0.0,29.65,28.5,32.36,50.0,20.66,24.07,65.4,2.32,0.43,78.14,1995.01,2395.23,0.0,1.73,31.45,0.0,31.45,205.0,2363.79,34.85,17.9,-0.05,3.86,12.6275,4.34,0.01,0.99,0.0,0.0,3.4,4.8,3.4400000000000004,3.48,4.84,45.62,41.4,2.48,2.47,3,2007,0.0,20.555555555555557,20.35
2007-06-30,44.77000000000001,21.269999999999996,1.0374363286881305,2.2,22.78,27.189999999999998,30.97,54.0,17.580000000000002,17.049999999999997,14.29,0.51,0.41,36.82,1536.42,1903.74,0.0,0.71,18.48,0.0,18.48,205.0,1885.26,1.3900000000000006,-7.429999999999998,-45.050000000000004,3.78,13.012364833098264,5.87,0.01,2.03,2.2,1.08,4.476818837097548,5.376271023546372,4.517703027390677,4.0475348390197015,6.030418068236424,52.91,44.31,1.99,1.97,6,2007,45.105418719211826,20.502463054187192,41.62
2007-09-30,34.75,13.04,0.6369703622392975,-0.0032833512677567164,21.029999999999994,18.22,21.75,55.0,16.53,15.89,19.38,0.11,0.4,36.8,1533.5,1916.22,0.0,0.97,17.51,0.0,17.51,205.0,1898.72,14.839999999999996,-9.75,0.0,3.5300000000000002,21.587346625766873,5.94,0.01,2.67,2.2,0.82,2.719648737650933,3.3112916209293815,2.74827661909989,2.4715404317599705,3.712081961214782,49.32,42.48,2.1,2.08,9,2007,-0.06721647202081726,20.47191011235955,54.66
2007-12-31,43.609999999999985,15.530000000000001,0.7566975352614332,0.005518568380207559,24.17,20.92,24.460000000000008,45.25,22.68999999999999,16.610000000000007,13.33,0.64,0.45,43.54,1531.16,1928.96,0.0,0.67,16.36,0.0,16.36,205.0,1912.6,14.200000000000003,-20.47,0.21999999999999886,3.540000000000001,14.948707340631035,4.85,0.01,3.42,2.2,0.64,3.221495939592535,3.911816498076649,3.248046730303462,2.920586978202023,4.389730730873344,46.79,40.74,2.66,2.63,12,2007,0.11325974111309023,20.523391812865498,70.19
2008-03-31,49.51,21.36,1.04,0.0,28.59,28.61,32.14,45.5,20.9,22.75,13.91,0.22,0.41,37.08,1529.51,1955.02,0.0,0.91,31.9,0.0,31.9,205.0,1923.12,34.66,-34.09,0.0,3.53,10.9375,4.85,0.02,1.04,0.0,0.0,4.36,5.28,4.44,4.0,5.96,49.06,43.14,1.16,1.15,3,2008,0.0,20.538461538461537,21.36
2008-06-30,35.75000000000001,14.89,0.7270427586206897,2.2,21.849999999999998,18.060000000000002,21.61,50.0,17.68,16.1,15.28,0.21,0.44,18.02,1526.37,1905.51,0.0,0.81,15.69,0.0,15.69,205.0,1889.82,1.0600000000000023,45.410000000000004,-45.1,3.5500000000000003,17.193796171927467,5.42,0.01,1.77,2.2,1.24,3.121765517241379,4.025434482758621,3.154626206896552,3.154626206896552,4.058295172413794,47.24,42.52,1.15,1.12,6,2008,45.056497175141246,20.480225988700564,36.25
2008-09-30,37.89999999999999,16.439999999999998,0.8018751186183335,0.002330655909793428,21.74000000000001,20.75,24.209999999999994,49.0,17.160000000000004,16.35,14.85,0.28,0.46,17.79,1523.01,1914.71,0.0,0.84,17.68,0.0,17.68,205.0,1897.03,18.240000000000002,-18.67,0.0,3.459999999999999,15.279779501216545,5.3,0.01,2.57,2.2,0.86,3.4321503131524005,4.393152400835073,3.4695919529322445,3.4695919529322445,4.430594040614917,47.86,42.78,1.01,0.98,9,2008,0.04778298050078433,20.50194552529183,52.69
2008-12-31,45.83000000000001,4.160000000000004,0.20269481090589286,0.002306842020608314,23.86999999999999,2.8400000000000034,6.230000000000004,39.5,42.99,15.849999999999994,8.79,0.22,0.5,35.6,1520.26,1926.27,0.0,0.66,10.25,0.0,10.25,205.0,1916.02,-3.289999999999999,-2.92,0.1600000000000037,3.3900000000000006,48.7188100961538,4.23,0.01,2.77,2.2,0.79,0.8634652594547062,1.0654283201407222,0.8693192612137212,0.8693192612137212,1.0742093227792446,38.7,33.64,3.47,3.42,12,2008,0.04734439309443417,20.52346570397112,56.85
2009-03-31,41.46,16.7,0.81,0.0,25.23,21.88,25.07,38.0,19.57,19.67,11.37,0.08,0.46,20.18,1518.81,1952.84,0.0,0.96,23.19,0.0,23.19,205.0,1929.64,48.7,-46.12,0.0,3.19,11.7275,4.04,0.01,0.81,0.0,0.0,3.44,4.48,3.48,3.48,4.52,42.69,40.28,0.87,0.85,3,2009,0.0,20.61728395061728,16.7
2009-06-30,37.449999999999996,14.690000000000001,0.7160146543485186,1.8000000000000003,20.319999999999997,18.59,21.839999999999996,40.0,18.86,16.879999999999995,20.49,0.1,0.41,32.95,1525.74,1930.31,0.64,1.52,16.38,0.0,16.38,205.0,1913.94,5.729999999999997,39.64,-36.49,3.2500000000000004,13.964169503063308,4.28,0.01,1.53,1.8,1.18,3.051251991079962,3.9497801847722203,3.069971328448551,3.0886906658171394,3.9497801847722203,44.35,39.78,2.01,1.99,6,2009,36.92941176470589,20.516339869281047,31.39
2009-09-30,36.56,16.009999999999998,0.7802341772151898,0.00027550260610508713,23.189999999999998,20.03,23.27000000000001,44.0,16.53,19.550000000000004,20.02,0.0,0.38,32.4,1386.98,1813.55,0.31,0.0,18.24,0.0,18.24,205.0,1795.31,-0.11999999999999744,0.4500000000000002,-0.3299999999999983,3.2399999999999993,14.10009369144285,5.02,0.01,2.31,1.8,0.78,3.526253164556962,4.390928270042194,3.566784810126582,3.4722109704641344,4.553054852320675,45.14,41.05,1.78,1.76,9,2009,0.00565317035903945,20.519480519480517,47.4
2009-12-31,41.69,14.490000000000002,0.7070576829859428,-0.002292714556407902,23.47,18.379999999999995,21.629999999999995,52.0,23.32,18.109999999999992,18.88,0.23,0.55,22.14,1383.8,1824.16,0.58,0.0,16.49,0.0,16.49,205.0,1807.68,12.870000000000005,-14.279999999999998,0.259999999999998,3.25,18.38760869565217,5.9,0.01,3.02,1.8,0.6,3.174735821619002,3.9426660203587014,3.2028308288899665,3.1091808046534175,4.083141056713525,43.18,39.38,1.34,1.31,12,2009,-0.046985464866253324,20.49337748344371,61.89
2010-03-31,46.76,21.02,1.03,0.0,27.54,26.59,29.75,49.0,20.18,23.06,27.25,0.2,0.5,28.81,1380.97,1854.39,0.31,0.0,29.39,0.0,29.39,205.0,1825.0,32.37,-23.73,-0.26,3.16,11.8925,5.5,0.02,1.03,0.0,0.0,4.52,5.6,4.6,4.48,5.84,50.13,44.95,0.98,0.96,3,2010,0.0,20.40776699029126,21.02
2010-06-30,30.699999999999996,9.719999999999999,0.4743005855562784,1.9,17.47,12.750000000000004,15.920000000000002,49.0,17.939999999999998,13.320000000000004,13.91,0.18,0.48,16.71,1381.25,1816.27,0.23,0.0,19.87,0.0,19.87,205.0,1796.4,-1.3399999999999963,27.02,-39.03,3.17,25.830138888888893,5.59,0.01,1.5,1.9,1.27,2.1375146389069615,2.656083279115159,2.1628106701366296,2.099570592062459,2.7699154196486657,43.07,39.68,0.84,0.82,6,2010,38.93733333333333,20.493333333333332,30.74
2010-09-30,35.13000000000001,14.280000000000005,0.6978231896934698,-0.002757293054938191,20.839999999999996,18.129999999999995,21.459999999999994,48.0,17.0,16.32,9.92,0.15,0.49,12.38,1378.99,1831.53,0.4,0.0,19.03,0.0,19.03,205.0,1812.5,16.240000000000002,-20.39,0.1599999999999966,3.33,17.19776610644257,5.43,0.01,2.2,1.9,0.86,3.121172812083519,3.996623722789872,3.1465482007996455,3.171923589515772,4.021999111505998,43.54,39.99,0.65,0.62,9,2010,-0.05642424242423516,20.463636363636365,45.02
2010-12-31,41.389999999999986,14.529999999999994,0.7075902602854741,0.006555224792000352,22.040000000000006,18.189999999999998,21.55000000000001,48.5,23.21,16.53,11.25,0.18,0.5,15.44,1377.48,1844.92,0.23,0.0,15.76,0.0,15.76,205.0,1829.16,12.259999999999998,-10.77,-0.1699999999999946,3.3599999999999994,17.13138334480386,5.44,0.01,2.9,1.9,0.66,3.1524366078925263,4.021064651553315,3.181716204869856,3.191476070528966,4.040584382871535,42.32,38.67,0.98,0.95,12,2010,0.13460815047021413,20.53448275862069,59.55
2011-03-31,41.64,12.17,0.59,0.0,25.34,18.89,22.02,47.0,22.75,18.41,46.86,0.17,0.52,48.16,1365.61,1874.01,0.13,0.0,29.89,3.54,33.43,205.0,1840.58,32.71,2.99,-0.1,3.13,19.915,5.23,0.02,0.59,0.0,0.0,2.6,4.04,2.64,2.64,4.08,29.57,29.23,1.61,1.59,3,2011,0.0,20.627118644067796,12.17
2011-06-30,34.67,11.270000000000001,0.5481143344709898,1.8,20.029999999999998,15.799999999999997,18.98,44.0,18.869999999999997,13.930000000000003,12.22,0.22,0.45,34.79,1363.01,1839.47,0.17,2.28,20.09,3.65,23.74,205.0,1815.73,1.6300000000000026,0.5999999999999996,-36.86,3.1799999999999997,20.070629991126886,4.97,0.01,1.14,1.8,1.58,2.442474402730376,3.654095563139932,2.480938566552901,2.500170648464164,3.6733276450511947,31.69,30.72,1.73,1.71,6,2011,37.01052631578948,20.56140350877193,23.44
2011-09-30,36.14999999999999,13.179999999999996,0.6442435827416712,-0.009089079881572149,18.970000000000006,16.910000000000004,20.119999999999997,45.0,19.240000000000002,12.049999999999997,29.44,0.13,0.53,51.32,1360.01,1848.43,0.17,0.0,20.3,3.76,24.06,205.0,1824.38,12.54,4.68,0.0,3.21,17.462572078907442,5.06,0.01,1.79,1.8,1.01,2.8505079191698517,4.031021299836154,2.8936974330966674,2.8936974330966674,4.059814309120697,34.79,32.56,2.53,2.5,9,2011,-0.1859453102028894,20.458100558659215,36.62
2011-12-31,28.299999999999997,5.050000000000004,0.2460163186945046,0.006049929413468952,14.86999999999999,7.25,9.690000000000005,44.0,21.040000000000006,14.14,17.58,0.22,0.53,38.92,1357.82,1853.44,0.0,0.0,14.73,3.86,18.59,205.0,1834.85,2.1499999999999986,-13.85,0.060000000000002274,2.4400000000000013,44.702420792079174,4.92,0.01,2.03,1.8,0.89,1.0907127429805625,1.5415406767458615,1.100407967362612,1.100407967362612,1.551235901127911,31.34,29.6,2.64,2.61,12,2011,0.12418746731982822,20.527093596059117,41.67
2012-03-31,47.63,21.77,1.06,0.0,29.19,27.09,28.29,37.25,20.54,23.69,1.97,0.21,0.49,25.36,1209.41,1740.98,0.0,0.0,27.29,3.98,31.27,205.0,1709.71,27.67,-43.27,0.0,1.2,8.785,4.47,0.02,1.06,0.0,0.0,5.0,5.999999999999999,5.08,4.92,6.32,50.98,45.71,0.93,0.91,3,2012,0.0,20.537735849056602,21.77
2012-06-30,36.38999999999999,11.500000000000004,0.5599639314697927,1.4,22.919999999999998,14.959999999999997,16.119999999999997,39.75,21.43,12.499999999999996,17.36,0.1,0.49,19.94,1210.06,1717.24,0.0,0.0,17.85,4.1,21.95,205.0,1695.29,3.9899999999999984,40.1,-28.7,1.16,17.74882173913043,4.81,0.01,1.62,1.4,0.86,2.682296363089871,3.2629996994289154,2.7099489029155404,2.6269912834385334,3.4150886684700943,42.57,39.6,1.12,1.09,6,2012,28.75185185185185,20.537037037037038,33.27
2012-09-30,40.91000000000001,16.629999999999995,0.8098376753507013,-0.00014028056112229848,18.849999999999994,19.630000000000003,20.78,48.0,21.28,12.010000000000005,27.57,0.21,0.5,29.98,1209.93,1734.39,0.0,0.0,21.18,4.21,25.39,205.0,1709.0,14.389999999999997,-4.19,0.0,1.15,14.815469031870117,5.76,0.01,2.43,1.4,0.58,3.8392304609218426,4.585747494989979,3.8925531062124237,3.759246492985971,4.7990380761523035,44.78,39.94,1.42,1.39,9,2012,-0.0028806584362151,20.53497942386831,49.9
2012-12-31,44.579999999999984,14.259999999999998,0.6956639650872818,-0.0024981271102080672,23.66000000000001,17.43,18.67,48.0,27.150000000000006,13.489999999999995,24.22,1.09,0.56,25.88,1213.33,1746.2,0.0,1.31,17.12,3.55,20.67,205.0,1725.52,7.609999999999999,-10.95,0.0,1.2400000000000002,17.25481065918654,5.7,0.01,3.13,1.4,0.45,3.262730673316708,3.9117206982543635,3.3071820448877802,3.200498753117207,4.071745635910224,42.18,37.85,1.51,1.48,12,2012,-0.05120761514087846,20.49840255591054,64.16
2013-03-31,55.18,27.07,1.32,0.0,32.9,32.81,34.13,52.0,22.37,26.18,22.33,1.15,0.55,31.53,1217.58,1785.13,0.0,0.0,28.82,241.01,269.84,205.0,1515.29,33.61,-35.5,0.0,1.32,9.8475,7.03,0.18,1.32,0.0,0.0,6.08,7.44,7.16,6.72,7.48,55.76,49.06,1.09,1.07,3,2013,0.0,20.507575757575758,27.07
