,revenue,net_profit,eps,dps,gross_profit,ebit,ebitda,close_price,expense,operating_profit,cash,account_receivable,inventory,current_asset,property_plant_equipment,total_asset,short_term_loan,account_payable,current_portion_long_term_debt,current_liability,non_current_liability,total_liability,paid_in_capital,total_equity,cash_flow_operation,cash_flow_investment,cash_flow_financing,depreciation,P/E,P/BV,D/E,EPS,ROA%,ROAA%,ROE%,ROAE%,ROCE%,NPM%,NPMA%,TIE,CurrentRatio,QuickRatio,month,year,dividend,number_of_shares,return_old
2000-03-31,294.19,-67.48,-0.67,0.0,34.38,-21.88,-10.81,0.4,316.08,-5.94,41.71,110.44,52.8,1750.32,622.18,2610.44,1156.95,55.54,65.27,1877.44,176.61,2054.05,1000.0,291.31,65.26,-0.06,-75.46,11.07,-0.15,1.37,7.05,-0.67,-10.36,0.0,-92.64,0.0,-11.92,-23.75,-22.94,0.0,0.93,0.9,3,2000,0.0,100.71641791044776,-67.48
2000-06-30,167.88,-44.53999999999999,-0.44532047848598466,0.0,36.160000000000004,4.469999999999999,14.56,0.27,163.40000000000003,-2.919999999999999,68.16,97.68,60.18,1790.99,611.58,2607.82,1187.24,38.9,41.28,1917.78,190.54,2108.32,1000.0,245.69,-30.550000000000004,37.54,19.46999999999999,10.09,-0.15090255949708128,1.1,8.58,-1.12,-6.838850205320477,0.0,-72.50771647920014,0.0,-4.007884306373861,-25.32,-24.24,0.0,0.93,0.9,6,2000,0.0,100.01785714285712,-112.02
2000-09-30,278.62000000000006,-14.090000000000003,-0.14077709935770363,0.0,79.15999999999998,16.830000000000002,24.01,0.28,261.78,16.24,125.61,96.68,62.65,1806.31,603.71,2610.16,1125.48,39.83,44.46,1943.4,181.88,2125.28,1000.0,230.54,120.31,-1.3399999999999963,-62.49,7.18,-0.4922675656493966,1.21,9.22,-1.26,-2.1585821901514555,0.0,-24.44605503132187,0.0,-0.04022202838791532,-17.55,-17.03,0.0,0.93,0.9,9,2000,0.0,100.08730158730158,-126.11
2000-12-31,538.56,-16.190000000000012,-0.16155867884750535,0.0,239.29000000000002,174.78,194.9,0.25,363.78999999999996,162.81,182.82,102.6,74.18,1768.74,609.42,2572.96,983.79,69.33,47.62,1853.9,169.73,2023.62,1000.0,217.24,251.48999999999998,-17.14,-178.10999999999996,20.12,-0.3955219271155031,1.15,9.32,-1.42,-2.5166746310611403,0.0,-29.80871398453972,0.0,11.026948699929733,-11.71,-11.12,0.0,0.95,0.91,12,2000,0.0,100.21126760563382,-142.3
2001-03-31,216.51,-46.39,-0.46,0.0,53.87,15.49,25.63,0.17,201.02,18.4,170.77,105.54,76.82,1759.48,605.86,2552.66,992.59,58.79,60.99,1893.78,152.19,2045.97,1000.0,170.83,-11.36,-40.67,4.58,10.14,-0.0925,1.0,11.98,-0.46,-7.28,2.4,-108.64,-80.32,9.4,-22.1,-21.43,0.0,0.93,0.89,3,2001,0.0,100.84782608695652,-46.39
2001-06-30,215.0,-32.5,-0.32545316263151225,0.0,55.87,29.369999999999997,39.74000000000001,0.37,185.62999999999997,26.230000000000004,158.47,105.93,70.77,1722.54,610.1,2520.64,996.06,38.6,68.46,1904.22,147.9,2052.12,1000.0,139.0,5.72,-44.989999999999995,-4.24,10.370000000000001,-0.2852176923076923,2.66,14.76,-0.79,-5.157814678666497,2.8837622005323866,-93.53276714412473,-67.57890733933326,11.99645075421473,-18.85,-18.28,0.0,0.9,0.87,6,2001,0.0,99.86075949367088,-78.89
2001-09-30,194.15999999999997,35.06,0.3519598448551221,0.0,45.22000000000001,9.549999999999997,19.519999999999996,0.31,184.61,5.979999999999997,115.42,98.67,83.82,1706.25,597.26,2474.78,456.24,49.56,104.41,1071.54,901.33,1972.87,1000.0,174.6,-313.56,67.33,271.52000000000004,9.969999999999999,0.21877495721620077,1.78,11.3,-0.44,5.663353867214237,-6.847218799908739,80.31083732603241,69.2401003878622,-12.414583618526125,-7.22,-7.01,0.0,1.59,1.51,9,2001,0.0,99.61363636363636,-43.83
2001-12-31,460.37,121.3,1.2056408932489997,0.0,270.72,53.260000000000005,61.85000000000001,0.28,407.11,146.31,80.99,212.92,127.28,1241.56,589.48,1924.27,27.6,67.92,74.8,228.98,1041.89,1270.87,1000.0,296.43,273.4,-7.98,-300.59000000000003,8.59,0.05907646331409728,0.95,4.29,0.77,25.2401703885375,30.000103265780304,163.65400800309794,188.89417839163548,39.77049180327869,7.29,7.13,0.0,5.42,4.87,12,2001,0.0,100.6103896103896,77.47
2002-03-31,546.4,85.82,0.86,0.0,333.54,230.59,240.19,0.47,315.81,227.06,342.82,127.83,104.56,1431.89,598.74,2123.6,22.36,53.68,81.02,272.23,1032.08,1304.31,1000.0,394.12,289.24,-17.74,-8.73,9.6,0.1375,1.19,3.31,0.86,16.16,39.44,87.12,121.52,49.84000000000001,15.87,15.71,0.0,5.26,4.88,3,2002,0.0,99.7906976744186,85.82
2002-06-30,237.0,7.180000000000007,0.07180000000000007,0.0,47.22999999999996,17.430000000000007,27.629999999999995,1.1,219.56,-1.8199999999999932,110.32,124.02,73.04,1515.1,627.96,2232.16,143.27,53.73,45.99,370.24,1074.14,1444.38,1000.0,387.92,-343.22,-17.110000000000003,127.84,10.200000000000001,3.82103064066852,2.84,3.72,0.93,1.2877677419354852,3.224051612903229,7.402348387096781,10.901247311827966,4.1134451612903264,12.3,11.87,0.0,4.09,3.89,6,2002,0.0,100.0,93.0
