,revenue,net_profit,eps,dps,gross_profit,ebit,ebitda,close_price,allowance_doubtful_accounts,expense,operating_profit,cash,account_receivable,inventory,current_asset,property_plant_equipment,total_asset,short_term_loan,account_payable,current_portion_long_term_debt,current_liability,non_current_liability,total_liability,paid_in_capital,total_equity,cash_flow_operation,cash_flow_investment,cash_flow_financing,depreciation,P/E,P/BV,D/E,EPS,ROA%,ROAA%,ROE%,ROAE%,ROCE%,NPM%,NPMA%,TIE,CurrentRatio,QuickRatio,month,year,dividend,number_of_shares,return_old
2000-03-31,230.77,8.8,0.49,0.0,37.56,17.61,26.41,1.0,0.0,213.16,9.78,30.19,100.73,96.27,249.35,190.0,570.17,369.27,21.82,0.0,469.64,2.28,471.92,180.0,98.25,13.83,-1.38,0.89,8.8,0.51,1.83,4.8,0.49,6.16,0.0,35.84000000000001,0.0,70.08,3.95,3.81,0.0,0.53,0.33,3,2000,0.0,17.95918367346939,8.8
2000-06-30,274.79999999999995,19.919999999999998,1.1097493036211699,0.0,51.14,29.049999999999997,37.59,1.03,0.0,245.75000000000003,18.68,19.61,132.19,91.47,267.13,193.22,588.9,369.15,16.04,3.81,469.49,1.24,470.73,180.0,118.17,-5.51,-9.7,4.62,8.54,0.23068273092369482,1.56,3.98,1.6,13.538941504178274,0.0,67.41727019498607,0.0,108.4225069637883,5.89,5.68,0.0,0.57,0.37,6,2000,0.0,17.95,28.72
2000-09-30,220.82,23.310000000000002,1.294751105131655,0.0,42.730000000000004,30.840000000000003,37.89,1.13,0.0,189.97999999999996,11.339999999999996,21.52,112.71,124.59,280.81,191.34,521.14,273.25,21.53,0.0,379.65,0.02,379.66,180.0,141.48,17.68,81.94,-97.55000000000001,7.050000000000001,0.21762870012870014,1.43,2.68,2.89,17.88458965981165,0.0,65.91134345569864,0.0,98.15019796271383,7.56,7.16,0.0,0.74,0.41,9,2000,0.0,18.003460207612456,52.03
2000-12-31,247.82000000000005,2.530000000000001,0.14050403225806454,0.0,42.5,9.61,17.909999999999997,1.95,0.0,238.21000000000004,0.7100000000000009,23.41,84.49,147.83,277.44,202.88,515.72,267.87,19.53,0.0,370.64,0.12,370.77,180.0,144.02,16.03,-7.689999999999998,-8.459999999999994,8.299999999999997,3.4504347826086947,2.44,2.57,3.03,1.9624193548387106,0.0,7.026129032258068,0.0,11.13645161290323,5.88,5.6,0.0,0.75,0.35,12,2000,0.0,18.00660066006601,54.56
2001-03-31,199.16,6.12,0.34,0.0,39.72,12.5,19.24,1.38,0.0,186.66,5.88,29.76,78.4,122.41,251.49,199.21,486.22,160.65,15.28,15.0,207.63,127.53,335.16,180.0,150.14,39.88,-3.0,-30.59,6.74,1.01,1.65,2.23,0.34,5.04,9.48,16.32,19.72,17.96,3.19,3.07,0.0,1.21,0.62,3,2001,0.0,18.0,6.12
2001-06-30,207.77,12.55,0.6990894483128013,0.0,46.36,18.45,25.09,1.2,0.0,189.32000000000002,15.880000000000003,29.32,99.91,113.42,263.02,200.75,499.22,168.51,14.58,15.0,211.82,123.76,335.58,180.0,162.69,3.6299999999999955,-8.16,4.100000000000001,6.640000000000001,0.427699203187251,1.33,2.06,1.04,10.056132833422604,15.299303695768614,30.86748794858061,35.73422603106588,28.958435993572575,4.7,4.59,0.0,1.24,0.71,6,2001,0.0,17.951923076923077,18.67
2001-09-30,222.40000000000003,3.8199999999999967,0.21231658514895493,0.0,40.239999999999995,9.599999999999998,16.520000000000003,1.48,0.0,212.79999999999995,5.469999999999999,45.56,97.99,109.19,271.23,201.49,508.14,170.51,16.45,15.0,220.62,120.06,340.69,180.0,166.5,25.490000000000002,-7.539999999999999,-1.7100000000000009,6.92,1.7367931937172787,1.59,2.05,1.25,3.0097999110715845,5.353775011116047,9.178870609159619,9.919430858159174,9.579724321920846,3.65,3.57,0.0,1.23,0.73,9,2001,0.0,17.991999999999997,22.49
2001-12-31,194.8499999999999,-4.279999999999998,-0.23738605161998888,0.0,28.74000000000001,1.4400000000000048,8.509999999999998,1.6,0.0,193.41000000000008,-3.969999999999999,54.82,66.78,104.04,246.79,199.89,481.65,162.58,10.61,15.0,202.24,116.25,318.49,180.0,162.23,25.86,-4.800000000000001,-11.739999999999998,7.07,-1.6805957943925245,1.78,1.96,1.01,-3.553739703459635,-7.916002196595272,-10.548401976935743,-11.178297638660071,-14.130345963756168,2.26,2.21,0.0,1.22,0.71,12,2001,0.0,18.02970297029703,18.21
2002-03-31,179.89,0.6,0.03,0.0,30.28,6.09,12.91,1.66,0.0,173.8,2.93,28.91,104.83,106.86,258.98,197.43,491.37,169.92,13.13,15.0,215.1,112.5,327.6,180.0,162.83,-25.92,-4.27,3.59,6.82,13.832500000000001,1.84,2.01,0.03,0.48,5.0,1.48,1.5200000000000002,8.8,0.34,0.33,0.0,1.2,0.71,3,2002,0.0,20.0,0.6
2002-06-30,217.32,0.6900000000000001,0.037441860465116286,0.0,37.599999999999994,6.3100000000000005,13.030000000000001,1.39,0.0,211.0,2.8399999999999994,31.01,104.23,119.48,273.31,195.62,504.19,181.21,17.86,15.0,230.39,109.31,339.7,180.0,163.52,-2.0599999999999987,-4.690000000000001,8.85,6.719999999999999,9.282391304347826,1.53,2.08,0.07,0.5562790697674419,5.2846511627906985,1.690232558139535,1.690232558139535,9.692093023255815,0.33,0.32,0.0,1.19,0.67,6,2002,0.0,18.428571428571427,1.29
