,revenue,net_profit,eps,dps,gross_profit,ebit,ebitda,close_price,allowance_doubtful_accounts,expense,operating_profit,cash,property_plant_equipment,total_asset,total_liability,paid_in_capital,total_equity,cash_flow_operation,cash_flow_investment,cash_flow_financing,depreciation,P/E,P/BV,D/E,EPS,DPS,DPR%,ROA%,ROAA%,ROE%,ROAE%,TIE,month,year,dividend,ROCE%,number_of_shares,return_old
2000-03-31,139.81,6.2,0.06,0.0,0.0,6.2,-5.51,8.13,0.0,141.76,0.0,170.32,54.11,6784.38,5841.0,1000.0,943.38,131.32,-138.23,0.0,-11.71,33.855,8.61,6.19,0.06,0.0,0.0,0.36,0.0,2.64,0.0,0.0,3,2000,0.0,,103.33333333333334,6.2
2000-06-30,127.69,9.629999999999999,0.09733417561591913,0.0,0.0,9.629999999999999,-2.2,4.9,38.18,74.05000000000001,0.0,181.2,53.6,6915.56,5937.2,1000.0,978.36,69.42000000000002,-58.54000000000002,0.0,-11.829999999999998,12.58756230529595,5.01,6.07,0.16,0.0,0.0,0.559671509791535,0.0,3.942034112444725,0.0,0.0,6,2000,0.0,,98.9375,15.83
2000-09-30,106.43,-37.91,-0.3777264492753623,0.0,0.0,-37.91,-43.23,8.0,364.71,97.38,0.0,134.43,58.99,6769.12,5869.44,1000.0,899.69,-110.27000000000001,102.79,0.0,-5.32,-5.294307570561857,8.89,6.52,-0.22,0.0,0.0,-2.266358695652174,0.0,-16.825996376811595,0.0,0.0,9,2000,0.0,,100.36363636363636,-22.08
2000-12-31,104.61000000000001,99.14,0.990628082014015,0.0,0.0,99.14,110.25,7.25,0.0,66.17000000000002,0.0,157.37,58.54,6971.47,5979.58,1000.0,991.9,640.29,-637.0,0.0,11.11,1.8305053459753884,7.31,6.03,0.77,0.0,0.0,5.712193096288607,0.0,39.98535167402024,0.0,0.0,12,2000,0.0,,100.07792207792208,77.06
2001-03-31,107.02,15.94,0.16,0.0,0.0,15.94,24.51,7.13,1.68,82.16,0.0,169.78,55.74,6799.6,5778.38,1000.0,1021.22,116.08,-103.66,0.0,8.57,11.1325,6.98,5.66,0.16,0.0,0.0,0.92,0.92,6.24,6.48,0.0,3,2001,0.0,,99.625,15.94
2001-06-30,151.67000000000002,10.15,0.10114986584898429,0.0,0.0,10.15,-1.240000000000002,7.13,47.51,91.45000000000002,0.0,211.59,52.83,6732.93,5720.7,1000.0,1012.22,56.239999999999995,-14.439999999999998,0.0,-11.39,17.607536945812807,7.04,5.65,0.26,0.0,0.0,0.6068991950939058,0.5913376772709851,4.014871598313531,4.077117669605213,0.0,6,2001,0.0,,100.34615384615384,26.09
2001-09-30,121.28000000000003,11.709999999999997,0.11771957671957671,0.0,0.0,11.709999999999997,41.08,5.0,62.04,86.56,0.0,172.0,51.15,6591.76,5568.02,1000.0,1023.74,94.56,-134.15,0.0,29.37,10.6201537147737,4.88,5.44,0.38,0.0,0.0,0.7063174603174601,0.7063174603174601,4.5724761904761895,4.869873015873015,0.0,9,2001,0.0,,99.4736842105263,37.8
2001-12-31,110.10999999999996,29.450000000000003,0.2934052044609666,0.0,0.0,29.450000000000003,38.900000000000006,5.75,56.57,91.44999999999999,0.0,85.37,48.1,7299.17,6214.1,1000.0,1085.06,12.0,-39.670000000000016,0.0,9.45,4.8981748726655345,5.3,5.73,0.67,0.0,0.0,1.6115390334572495,1.6465724907063197,10.860371747211897,11.350840148698886,0.0,12,2001,0.0,,100.3731343283582,67.25
2002-03-31,126.68,56.38,0.56,0.0,0.0,56.38,53.38,6.4,0.0,89.57,0.0,138.92,47.52,7608.78,6470.58,1000.0,1138.2,106.39,-52.84,0.0,-3.0,2.8575,5.62,5.68,0.56,0.0,0.0,2.96,3.12,19.8,20.88,0.0,3,2002,0.0,,100.67857142857143,56.38
2002-06-30,114.34,47.93,0.4778755632250024,0.0,0.0,47.93,70.85,7.85,0.0,111.24000000000001,0.0,356.26,45.34,7351.01,6162.37,1000.0,1188.64,164.57,52.760000000000005,0.0,22.92,4.107763926559566,6.6,5.18,1.04,0.0,0.0,2.609935768382705,2.720214744511552,16.137490173521236,17.42407822835778,0.0,6,2002,0.0,,100.29807692307692,104.31
2002-09-30,117.17999999999998,33.44,0.33500689655172405,0.0,0.0,33.44,34.85000000000001,6.75,0.0,98.74000000000001,0.0,136.1,42.54,7676.25,6448.63,1000.0,1227.62,-29.899999999999977,-190.25,0.0,1.4099999999999966,5.0358664772727275,5.5,5.25,1.38,0.0,0.0,1.738151724137931,1.874096551724138,10.895006896551724,11.885462068965516,0.0,9,2002,0.0,,99.81884057971016,137.75
2002-12-31,117.50999999999999,24.830000000000013,0.24894144421208028,0.0,0.0,24.830000000000013,38.859999999999985,6.85,0.0,113.34999999999997,0.0,82.6,39.06,7300.09,6041.86,1000.0,1258.23,33.370000000000005,-86.86999999999998,0.0,14.030000000000001,6.8751107531212226,5.44,4.8,1.63,0.0,0.0,1.3623053266084395,1.3623053266084395,7.892818304834546,8.479281584450737,0.0,12,2002,0.0,,99.74233128834358,162.58
2003-03-31,129.74,30.61,0.31,0.3,0.0,30.61,34.48,6.3,13.78,109.55,0.0,89.59,35.96,7871.09,6580.29,1000.0,1290.8,590.03,-583.04,0.0,3.87,5.08,4.88,5.1,0.31,0.3,0.97,1.56,1.6,9.48,10.08,0.0,3,2003,29.622580645161285,,98.74193548387096,30.61
2003-06-30,73.69,33.3,0.3334689406978564,0.0033570393850222914,0.0,33.3,47.77,6.95,0.0,117.64,0.0,225.54,34.87,7562.15,6255.92,1000.0,1306.24,314.45000000000005,-148.5300000000001,-29.97,14.469999999999999,5.21068018018018,5.32,4.79,0.64,0.3,0.47,1.7715537474573617,1.792395556250978,10.191644500078233,10.671006102331404,0.0,6,2003,0.3352318548387103,,99.85937499999999,63.91
