,revenue,net_profit,eps,dps,gross_profit,ebit,ebitda,close_price,allowance_doubtful_accounts,expense,operating_profit,cash,account_receivable,inventory,current_asset,property_plant_equipment,total_asset,short_term_loan,account_payable,current_portion_long_term_debt,current_liability,non_current_liability,total_liability,paid_in_capital,total_equity,cash_flow_operation,cash_flow_investment,cash_flow_financing,depreciation,P/E,P/BV,D/E,EPS,DPS,DPR%,ROA%,ROAA%,ROE%,ROAE%,ROCE%,NPM%,NPMA%,TIE,CurrentRatio,QuickRatio,month,year,dividend,number_of_shares,return_old
2002-12-31,,,,,,,,,0.0,,,3.98,137.48,3.73,221.19,151.82,384.53,48.76,24.28,29.6,219.8,34.54,254.34,90.0,128.75,,,,,,0.0,1.98,0.77,0.0,0.0,,,,,,3.81,3.69,0.0,1.01,0.99,12,2002,,8.844155844155843,6.81
2003-03-31,198.12,18.7,0.94,0.0,54.98,29.21,38.18,33.75,0.0,168.91,29.09,76.95,168.78,18.92,353.72,163.22,524.11,36.52,38.95,23.6,148.95,36.57,185.52,120.0,336.94,-13.9,-16.01,102.84,8.97,8.975,12.02,0.55,0.94,0.0,0.0,14.28,0.0,22.2,0.0,31.160000000000004,9.47,9.44,0.0,2.37,2.25,3,2003,0.0,19.893617021276597,18.7
2003-06-30,185.99,17.900000000000002,0.8167486338797815,0.0,46.190000000000005,25.659999999999997,40.18,32.75,0.21,160.33,17.069999999999997,35.16,162.56,39.63,309.28,178.52,495.33,15.56,33.3,34.51,110.9,29.59,140.49,120.0,354.84,3.2699999999999996,-14.719999999999999,-30.290000000000006,14.519999999999998,10.024106145251395,11.08,0.4,1.67,0.0,0.0,14.456939890710384,0.0,20.169289617486342,0.0,27.916174863387983,9.79,9.53,0.0,2.79,2.43,6,2003,0.0,21.91616766467066,36.6
2003-09-30,137.39999999999998,9.369999999999997,0.07337829018925385,0.2,48.959999999999994,14.229999999999997,26.799999999999997,15.8,0.0,123.17000000000002,16.290000000000006,34.34,145.27,52.92,314.48,215.43,541.46,52.56,30.77,33.66,159.72,40.86,200.58,135.0,340.21,26.25,-30.069999999999997,2.990000000000009,12.570000000000004,53.83199839914622,6.27,0.59,0.36,0.2,0.56,6.9220187078529465,0.0,11.014896671742438,0.0,14.757189471394387,8.95,8.81,0.0,1.97,1.64,9,2003,25.53888888888889,127.69444444444444,45.97
2003-12-31,239.68000000000006,2.3299999999999983,0.01784886128364388,0.004360478490913287,51.620000000000005,8.080000000000013,24.77000000000001,12.6,7.94,231.59999999999997,12.989999999999995,37.71,146.46,45.18,345.28,233.28,601.12,88.54,51.46,47.21,224.2,33.78,257.98,135.0,342.55,17.400000000000006,-54.85000000000001,40.80999999999999,16.689999999999998,176.46083690987135,4.97,0.75,0.37,0.2,0.54,1.5514037267080734,3.0217639751552774,2.7207453416149048,3.9556935817805354,3.9518343685300183,6.45,6.35,0.0,1.54,1.34,12,2003,0.5692192192192209,130.54054054054055,48.3
2004-03-31,261.85,17.11,0.09,0.0,71.21,25.54,40.64,9.5,0.0,236.31,18.98,29.19,297.41,71.52,473.64,311.19,812.35,185.98,47.54,55.7,335.04,107.72,442.76,136.32,368.64,-96.85,-89.26,177.59,15.1,26.39,3.51,1.2,0.09,0.0,0.0,8.44,15.28,18.56,19.4,21.4,6.72,6.53,0.0,1.41,1.2,3,2004,0.0,190.11111111111111,17.11
2004-06-30,211.63,6.93,0.03459234608985025,0.05,61.08,16.15,33.040000000000006,9.5,0.0,195.48000000000002,14.290000000000003,14.7,319.75,94.65,513.71,359.53,898.99,258.13,38.63,54.87,409.33,120.72,530.05,149.98,368.92,-34.620000000000005,-48.89999999999999,69.03,16.89,68.65969696969697,3.86,1.44,0.12,0.05,0.42,3.078718801996672,6.8954076539101505,7.5180698835274535,7.656439267886855,9.81269550748752,5.18,5.08,0.0,1.26,1.02,6,2004,10.016666666666667,200.33333333333334,24.04
2004-09-30,212.23000000000002,7.170000000000002,0.03446010893944249,0.0018583787247677113,54.46000000000001,16.5,34.599999999999994,7.4,0.0,195.72999999999996,9.639999999999993,395.8,273.59,140.34,885.52,376.0,1293.74,240.47,35.31,52.97,367.22,114.35,481.57,207.74,810.43,5.6299999999999955,-24.539999999999992,400.01,18.100000000000005,53.68163528591352,1.9,0.59,0.15,0.05,0.33,2.214636334508171,5.826055751361744,3.537904517782763,4.980634412047421,5.770919577058637,4.67,4.55,0.0,2.41,2.03,9,2004,0.3866666666666685,208.0666666666667,31.21
2004-12-31,269.4,-79.6,-0.3618929530894813,0.002702348970172898,16.849999999999994,-76.92999999999999,-60.15,5.95,0.0,346.34000000000003,-74.36,239.04,255.53,88.38,664.58,379.75,1083.72,64.84,77.74,60.03,249.35,103.26,352.61,207.74,730.84,54.99000000000001,-23.100000000000023,-188.64,16.78,-4.111022298994975,1.69,0.48,-0.22,0.05,-0.23,-29.412027278363293,-14.607315561066336,-43.558751808224834,-59.35044430667492,-14.80471171729696,-5.15,-5.07,0.0,2.67,2.31,12,2004,0.5943939393939388,219.95454545454547,-48.39
2005-03-31,255.82,16.25,0.05999999999999999,0.0,82.43,30.61,50.29,5.0,0.0,225.21,30.13,190.38,204.32,198.64,829.73,383.44,1302.65,281.82,62.66,62.91,453.16,99.02,552.18,207.82,747.53,-199.4,-62.5,213.25,19.68,20.8325,1.39,0.74,0.06,0.0,0.0,5.0,11.56,8.68,11.64,14.4,6.39,6.35,0.0,1.83,1.39,3,2005,0.0,270.83333333333337,16.25
2005-06-30,372.67,-95.72,-0.37338870013841696,0.0,-13.480000000000004,-87.72,-67.61,2.98,0.0,460.38,-89.96,115.6,343.64,136.65,850.14,393.45,1334.19,289.06,90.2,66.64,585.93,92.54,678.46,207.82,651.81,-65.86999999999998,-24.909999999999997,16.0,20.11,-1.9946372231508567,0.95,1.04,-0.31,0.0,0.0,-28.714795520322138,-24.619564615578206,-58.73042909273939,-75.01499433748585,-36.76071976846609,-12.75,-12.64,0.0,1.45,1.22,6,2005,0.0,256.35483870967744,-79.47
