,revenue,net_profit,eps,dps,gross_profit,ebit,ebitda,close_price,allowance_doubtful_accounts,expense,cash,account_receivable,property_plant_equipment,total_asset,total_liability,paid_in_capital,total_equity,cash_flow_operation,cash_flow_investment,cash_flow_financing,P/E,P/BV,D/E,EPS,DPS,DPR%,ROA%,ROAA%,ROE%,ROAE%,NPMA%,month,year,operating_profit,depreciation,dividend,ROCE%,number_of_shares,return_old
2000-03-31,411.94,93.31,1.11,1.75,,126.07,126.07,3.5,2.14,16.89,161.62,0.0,31.58,3454.08,1756.69,841.26,1697.39,47.89,-65.32,24.11,0.7874999999999999,1.73,1.03,1.11,1.75,1.58,10.8,0.0,22.0,0.0,22.65,3,2000,,,147.11036036036035,,84.06306306306305,93.31
2000-06-30,416.35999999999996,77.46000000000001,0.9207928793113545,0.0012500349503340126,,96.53,96.53,3.4,2.14,22.130000000000003,190.33,0.0,29.62,3393.2,1789.38,841.26,1603.82,100.98,293.59000000000003,-140.2,0.9204295765556415,1.78,1.12,2.03,1.75,0.86,9.126282133864263,0.0,19.323042688996896,0.0,20.62,6,2000,,,0.1051568810189849,,84.12315270935962,170.77
2000-09-30,490.1300000000001,99.52000000000001,1.1819127603684931,2.001648931352149,,137.31000000000003,137.31000000000003,3.8,2.14,16.729999999999997,182.66,0.0,29.97,3170.56,1684.59,841.26,1485.97,24.44999999999999,102.98999999999998,-159.28,0.8012012660771703,2.15,1.13,3.21,3.75,1.17,12.548157904472973,0.0,26.790022568352512,0.0,20.5,9,2000,,,168.54382855301324,,84.20249221183802,270.29
2000-12-31,466.81999999999994,77.89999999999998,0.9262356759240641,-0.0043975748550654946,,101.82,101.82,3.85,2.14,21.519999999999996,177.26,0.0,29.37,3170.67,1600.96,841.26,1569.71,144.18,-243.17,-33.64999999999998,1.0392063543003855,2.06,1.02,4.14,3.75,0.91,9.826152388063985,0.0,19.84918578936787,0.0,19.5,12,2000,,,-0.3698530407693852,,84.10386473429952,348.19
2001-03-31,511.51,102.15,1.21,0.0,,136.26,136.26,4.15,0.0,19.77,144.0,0.0,33.96,3326.84,1622.97,841.26,1703.87,120.02,174.2,-7.75,0.8574999999999999,2.05,0.95,1.21,0.0,0.0,12.28,16.08,24.0,24.04,19.97,3,2001,,,0.0,,84.42148760330579,102.15
2001-06-30,464.69000000000005,71.41999999999999,0.7406579478020394,2.0,,91.82000000000002,91.82000000000002,3.43,0.0,24.610000000000003,199.26,0.0,32.53,3322.56,1490.96,1009.51,1831.6,10.840000000000018,-297.82,0.0,1.154379025483058,1.89,0.81,1.8,2.0,1.11,8.591632194503656,11.17570547905744,15.603194100362966,16.623656161779106,17.78,6,2001,,,192.85555555555555,,96.42777777777778,173.57
2001-09-30,455.45000000000005,58.94,0.6033168465872435,1.6259076073191598,,79.47,79.47,3.03,0.0,16.339999999999996,174.09,0.0,29.84,3194.75,1506.7,1010.61,1688.05,70.6,28.78,-158.81,1.252492789277231,1.81,0.89,2.38,3.6,1.51,7.381759064126274,9.795026450475248,13.962475592447637,14.854776138660702,16.24,9,2001,,,158.8402427637722,,97.69327731092437,232.51
2001-12-31,530.51,73.38999999999999,0.743736515201046,0.035903972573010666,,95.93,95.93,3.3,0.0,20.189999999999998,132.41,0.0,27.17,3288.75,1490.29,1010.61,1798.46,-68.06,-14.86999999999999,0.0,1.1045578416678024,1.85,0.83,3.1,3.6,1.16,8.924838182412554,11.98615364498202,16.323816933638444,17.427425956194835,15.59,12,2001,,,3.542911358091601,,98.6774193548387,305.9
2002-03-31,517.09,109.66,1.09,1.4,,135.6,135.6,2.93,0.0,18.21,142.15,0.0,34.31,3626.15,1597.89,1010.61,2028.26,128.62,-114.2,0.0,0.67,1.46,0.79,1.09,1.4,1.28,12.08,15.6,21.64,23.52,21.21,3,2002,,,140.84770642201832,,100.60550458715595,109.66
2002-06-30,561.4799999999999,64.70000000000002,0.6419534296857078,0.002508992256872665,,76.47,76.47,3.3,0.0,23.269999999999996,154.94,0.0,32.79,3645.39,1671.18,1010.61,1974.2,216.89999999999998,154.17000000000002,-141.34,1.2868145285935082,1.69,0.85,1.73,1.4,0.81,7.094884147740309,9.039298004129389,13.106239963294335,13.596054140857998,16.17,6,2002,,,0.25287161266376756,,100.78612716763007,174.36
2002-09-30,546.94,64.61999999999998,0.6381421039417522,1.506588985848817,,84.49000000000001,84.49000000000001,3.38,0.0,18.590000000000003,150.96,0.0,31.88,3532.75,1700.85,1010.61,1831.9,115.20000000000005,74.01,-151.55999999999997,1.3221193129062214,1.86,0.93,2.36,2.9,1.23,7.311594275671602,9.539683655536026,14.114838061762487,14.68808435852372,14.7,9,2002,,,152.56128637209758,,101.26271186440678,238.98
2002-12-31,506.24,93.37000000000003,0.9242885512261173,-0.007018305696720439,,120.07,120.07,3.5,0.0,24.29,132.68,0.0,19.71,3569.71,1592.26,1010.61,1977.45,97.56999999999994,-233.53,-0.18000000000000682,0.9432660383420797,1.79,0.81,3.29,2.9,0.88,10.462159771325414,13.653624191364528,18.890322852414627,19.778089363622694,15.59,12,2002,,,-0.7089768687857259,,101.01823708206688,332.35
2003-03-31,532.05,111.43,1.1,1.5,,138.2,138.2,3.75,0.0,17.75,72.7,0.0,18.29,3822.76,1725.52,1012.16,2097.24,113.51,200.46,4.07,0.8525,1.81,0.82,1.1,1.5,1.36,11.64,14.84,21.24,21.6,20.94,3,2003,,,151.95,,101.3,111.43
2003-06-30,532.8300000000002,73.73999999999998,0.0716811578549441,1.3522924879840146,,87.33000000000001,87.33000000000001,4.28,0.0,23.25,222.35,0.0,19.68,4031.41,1782.33,1070.23,2249.08,195.31,-178.21,-41.46,14.928609302956337,2.04,0.79,0.18,1.5,8.33,7.311478101204297,9.366337959712695,13.109687314359777,13.969861208619104,17.39,6,2003,,,1391.1333333333332,,1028.7222222222222,185.17
2003-09-30,499.9399999999998,89.72999999999999,0.08486649690796653,0.19055414089972084,,102.14000000000001,102.14000000000001,4.6,0.0,20.810000000000002,114.4,0.0,20.88,4081.96,1765.39,1120.84,2316.57,93.93,-290.37,-159.57999999999998,13.54892733756826,2.23,0.76,0.26,1.65,6.35,8.786946526009459,11.241546744270643,15.497927973808656,17.299708985085484,17.57,9,2003,,,201.47435897435867,,1057.3076923076922,274.9
2003-12-31,508.8399999999999,119.74000000000001,0.1122638353942834,0.01436664769449107,,142.83999999999997,142.83999999999997,4.4,0.0,29.539999999999992,116.0,0.0,20.47,4328.35,1867.15,1129.27,2461.2,199.41999999999996,-137.2,29.310000000000002,9.796788040754967,2.02,0.76,0.37,1.65,4.46,11.068607338333672,14.45472734644233,19.45501925805798,21.57892965740929,19.03,12,2003,,,15.32338877338907,,1066.5945945945946,394.64
2004-03-31,504.74,117.1,0.10000000000000002,0.15,,139.07,139.07,4.2,0.0,19.65,307.51,0.0,19.39,4497.76,2015.13,1159.17,2482.63,146.83,186.61,8.0,10.5,1.96,0.81,0.1,0.15,1.5,10.4,13.36,18.88,20.44,23.2,3,2004,,,175.64999999999995,,1170.9999999999998,117.1
