,revenue,net_profit,eps,dps,gross_profit,ebit,ebitda,close_price,allowance_doubtful_accounts,expense,operating_profit,cash,account_receivable,inventory,current_asset,property_plant_equipment,total_asset,short_term_loan,account_payable,current_portion_long_term_debt,current_liability,non_current_liability,total_liability,paid_in_capital,total_equity,cash_flow_operation,cash_flow_investment,cash_flow_financing,depreciation,P/E,P/BV,D/E,EPS,DPS,DPR%,ROA%,ROAA%,ROE%,ROAE%,ROCE%,NPM%,NPMA%,CurrentRatio,QuickRatio,month,year,dividend,number_of_shares,return_old
2005-09-30,,,,,,,,,0.0,,,0.38,58.56,3.27,96.6,154.7,279.29,17.85,31.79,12.28,103.66,37.81,141.46,115.0,137.82,,,,,,0.0,1.03,0.29,0.0,0.0,,,,,,16.2,15.61,0.93,0.9,9,2005,,103.58620689655173,30.04
2005-12-31,96.97,5.710000000000001,0.052707692307692317,0.0,14.310000000000002,6.049999999999997,10.640000000000008,2.08,0.0,90.92000000000002,6.980000000000004,53.38,74.48,18.42,174.28,182.84,390.72,0.09,41.07,11.88,118.43,34.89,153.32,150.0,237.4,21.759999999999998,-41.55,72.8,4.59,9.860989492119087,1.31,0.65,0.33,0.0,0.0,5.845762237762239,0.0,9.621549650349653,0.0,11.589303496503499,12.64,12.35,1.47,1.32,12,2005,0.0,108.33333333333333,35.75
2006-03-31,170.24,13.18,0.09,0.04,23.11,16.78,21.64,2.02,0.0,153.46,16.62,34.64,79.59,17.39,159.86,192.92,381.52,0.0,37.88,11.68,98.97,31.97,130.94,150.0,250.59,0.28,-15.81,-3.21,4.86,5.61,1.21,0.52,0.09,0.04,0.44,13.800000000000002,0.0,21.04,0.0,23.76,7.77,7.74,1.62,1.44,3,2006,5.857777777777779,146.44444444444446,13.18
2006-06-30,166.82999999999998,3.59,0.023548002385211687,0.0015768899489829635,13.18,4.799999999999997,10.549999999999997,2.0,0.0,162.03,4.869999999999997,23.83,66.05,18.95,185.77,196.15,408.86,0.0,60.15,12.43,128.9,31.78,160.69,150.0,248.17,-1.06,-0.8300000000000001,-8.93,5.749999999999999,21.231100278551533,1.21,0.65,0.11,0.04,0.36,3.5107930828861056,0.0,5.788527131782946,0.0,6.602003577817531,5.0,4.98,1.44,1.29,6,2006,0.24040404040403907,152.45454545454544,16.77
2006-09-30,107.94999999999999,5.02,0.03455713630105552,-0.0019792231632525283,15.100000000000001,6.620000000000001,12.590000000000003,1.95,0.0,101.32,7.700000000000003,11.34,92.19,15.69,163.35,194.88,379.19,0.0,44.91,12.69,96.38,29.62,126.0,150.0,253.19,-7.6499999999999995,-1.9199999999999982,-2.92,5.969999999999999,14.10707171314741,1.16,0.5,0.15,0.04,0.27,5.298760899495181,7.897457549334557,7.934318494722349,10.274988526847178,9.187590637907297,4.92,4.9,1.69,1.53,9,2006,-0.2875151515151506,145.26666666666668,21.79
2006-12-31,75.08000000000004,-3.7300000000000004,-0.024784053156146183,0.0013909191583610192,2.780000000000001,-4.309999999999999,2.0700000000000003,2.1,0.0,79.41000000000003,-3.8000000000000007,20.91,65.18,21.44,166.41,206.18,399.53,0.0,63.02,16.04,116.51,33.55,150.06,150.0,249.46,23.98,-12.98,-1.42,6.380000000000003,-21.18297587131367,1.26,0.6,0.12,0.04,0.33,-3.734130675526025,-4.99811738648948,-5.981218161683279,-6.129922480620156,-6.972580287929126,3.48,3.47,1.43,1.24,12,2006,0.20933333333333337,150.5,18.06
2007-03-31,98.33,6.65,0.04,0.03,17.11,8.8,15.42,2.06,0.0,89.53,9.67,16.28,69.38,4.94,162.72,200.9,385.82,0.0,56.22,16.04,100.17,29.54,129.71,150.0,256.11,-0.02,-0.6,-4.01,6.62,12.875,1.21,0.51,0.04,0.03,0.63,6.879999999999999,9.16,10.4,10.48,12.32,6.77,6.76,1.62,1.58,3,2007,4.9875,166.25,6.65
2007-06-30,82.33,3.0700000000000003,0.018950617283950616,-0.0007870370370370338,12.93,4.279999999999999,11.01,2.1,0.0,78.05000000000001,4.99,1.72,95.36,22.42,155.95,195.76,369.35,0.0,45.44,16.04,89.84,24.08,113.92,150.0,255.43,-8.440000000000001,1.0899999999999999,-7.210000000000001,6.7299999999999995,27.70358306188925,1.23,0.45,0.06,0.03,0.42,3.3226748971193416,4.244938271604939,4.813456790123457,4.876625514403292,5.912592592592592,5.4,5.38,1.74,1.49,6,2007,-0.1274999999999995,162.00000000000003,9.72
2007-09-30,86.33000000000001,7.17,0.046696269982238005,-0.0016518650088809962,17.450000000000003,9.42,16.36,1.9,0.0,76.91,10.11,16.91,78.85,18.77,162.41,189.84,371.6,4.12,37.32,16.04,88.68,20.31,109.0,150.0,262.61,14.580000000000002,0.26,0.3500000000000014,6.9399999999999995,10.170512552301254,1.09,0.42,0.11,0.03,0.23,7.726110124333925,10.171296625222025,10.918436944937831,11.122202486678507,13.499467140319714,6.35,6.33,1.83,1.62,9,2007,-0.2536363636363639,153.54545454545456,16.89
2007-12-31,112.34999999999997,-5.76,-0.036226415094339624,0.0010291595197255542,14.61,-3.6099999999999994,3.4200000000000017,1.76,11.83,115.95999999999998,7.430000000000003,19.04,79.94,23.8,200.46,195.13,406.74,6.11,66.96,19.04,128.23,21.67,149.9,150.0,256.85,16.509999999999998,-13.11,-1.2700000000000014,7.030000000000001,-12.144453125,1.03,0.58,0.07,0.03,0.36,-5.672021563342318,-9.708679245283019,-8.963450134770888,-9.108355795148247,-14.035148247978436,2.95,2.93,1.56,1.38,12,2007,0.16363636363636314,159.0,11.13
2008-03-31,154.64,10.06,0.07,0.06,21.66,13.03,20.28,1.85,0.0,141.61,13.66,27.23,86.54,35.68,231.0,188.86,430.7,4.23,80.56,19.04,146.56,17.24,163.8,150.0,266.9,5.5,9.0,-6.31,7.25,6.6075,1.04,0.61,0.07,0.06,0.86,9.36,12.76,15.080000000000002,15.4,18.36,6.52,6.51,1.58,1.33,3,2008,8.622857142857141,143.7142857142857,10.06
2008-06-30,181.18,13.03,0.08464703334776959,0.003983171440945385,26.95,17.049999999999997,24.68,1.97,0.0,164.13,18.05,1.0,127.68,73.13,325.1,204.67,549.09,37.68,137.78,24.51,253.86,24.29,278.15,150.0,270.94,-30.61,-31.7,36.07,7.630000000000001,5.8168016116653884,1.09,1.03,0.15,0.06,0.4,9.503040277176266,14.785015158077089,19.231805976613252,19.79611953226505,23.001420528367255,6.89,6.88,1.28,0.99,6,2008,0.6131428571428597,153.93333333333334,23.09
2008-09-30,223.79000000000002,26.41,0.17606666666666668,-0.0015733333333333376,41.489999999999995,33.800000000000004,41.85,1.95,0.0,189.98000000000002,32.07,18.84,122.42,39.08,291.21,202.39,508.34,9.32,102.1,22.89,188.27,22.72,210.99,150.0,297.35,50.21,-0.8200000000000003,-31.55,8.049999999999999,2.76926353653919,0.98,0.71,0.33,0.06,0.18,20.786537373737374,30.987733333333335,35.53345454545454,37.731620202020196,42.59746262626263,8.9,8.85,1.55,1.34,9,2008,-0.23600000000000065,150.0,49.5
2008-12-31,166.78999999999996,8.93,0.05960465514290604,-7.188088310799459e-05,23.13000000000001,12.71,20.849999999999994,1.98,0.15,154.08999999999992,12.969999999999999,55.1,101.17,27.2,342.02,195.04,550.94,28.32,114.3,20.82,210.47,19.29,229.76,150.0,306.28,66.08000000000001,-39.370000000000005,9.55,8.14,8.309753639417695,0.97,0.75,0.39,0.06,0.15,6.486209139140851,9.775163443436591,11.664172514119457,12.68509327400308,13.7549204175937,8.09,8.04,1.63,1.5,12,2008,-0.010769230769231086,149.82051282051282,58.43
2009-03-31,238.83,15.43,0.1,0.04,37.97,26.7,34.66,1.75,0.0,212.13,27.13,17.17,128.0,31.69,389.33,188.94,598.94,32.71,129.96,18.01,241.07,17.01,258.08,150.0,321.71,-5.17,-31.59,-1.15,7.96,4.375,0.82,0.8,0.1,0.04,0.4,10.32,20.76,19.2,20.96,29.84,6.48,6.46,1.62,1.48,3,2009,6.172,154.29999999999998,15.43
2009-06-30,180.03,16.54,0.10347200500469189,0.0013888020018767622,39.91,28.05,36.010000000000005,1.74,0.0,151.99,28.860000000000003,21.9,123.12,26.19,352.56,181.77,554.85,15.43,103.06,13.08,184.82,14.34,199.17,200.0,332.24,-3.540000000000001,39.12,-30.86,7.96,4.204035671100362,1.05,0.6,0.2,0.04,0.2,11.919974976540507,20.528845792930873,19.90801376290272,21.93606506099468,30.627713481388803,7.65,7.63,1.91,1.77,6,2009,0.22200000000000042,159.85,31.97
2009-09-30,107.54999999999995,0.6099999999999994,0.0035573971761817037,0.0027114794352363397,10.260000000000005,1.490000000000002,9.439999999999998,2.3,0.0,106.05000000000001,3.8299999999999983,14.05,141.82,25.29,327.86,184.13,536.92,31.59,68.9,11.92,168.53,11.94,180.47,200.0,332.86,-0.7099999999999991,-19.740000000000002,12.589999999999996,7.950000000000001,161.69827868852474,1.38,0.54,0.19,0.04,0.21,0.45459791282995665,0.8058440761203184,0.7331982811540816,0.7743891958256592,1.143609576427255,6.21,6.19,1.95,1.8,9,2009,0.46494736842105233,171.4736842105263,32.58
2009-12-31,70.42000000000007,-11.239999999999998,-0.06320524835988753,0.0014304740294973667,-10.599999999999994,-20.6,-12.760000000000005,2.2,0.0,91.02000000000004,-11.270000000000003,8.3,100.11,22.34,287.96,179.8,496.62,38.11,57.74,8.67,144.44,11.46,155.9,200.0,321.61,3.7800000000000002,-9.64,0.120000000000001,7.84,-8.700226868327404,1.37,0.48,0.12,0.04,0.33,-9.05941893158388,-14.326522961574506,-13.989428303655105,-14.326522961574506,-21.32123711340206,3.6,3.58,1.99,1.84,12,2009,0.2543859649122817,177.83333333333334,21.34
2010-03-31,116.64,0.61,0.0,,7.38,-1.57,6.06,1.99,0.0,118.21,-0.41,19.11,126.57,29.96,312.99,177.57,517.82,32.69,77.37,9.52,167.06,13.3,180.36,200.0,322.22,10.66,7.8,-7.66,7.63,0.0,1.24,0.56,0.0,0.13,0.0,0.48,-1.12,0.76,0.76,-1.8,0.53,0.52,1.87,1.69,3,2010,inf,inf,0.61
2010-06-30,136.11,2.91,0.01653409090909091,-inf,13.970000000000002,3.5,11.07,1.95,0.0,132.61,5.66,17.08,92.4,32.87,279.0,183.35,493.26,15.93,85.07,9.93,165.3,14.03,179.33,200.0,300.14,19.37,17.02,-38.41,7.569999999999999,29.484536082474225,1.3,0.6,0.02,0.13,6.25,2.347840909090909,1.2235227272727274,3.8689772727272724,3.670568181818182,1.9510227272727272,1.41,1.39,1.69,1.49,6,2010,-inf,176.0,3.52
2010-09-30,153.39999999999998,4.289999999999999,0.02197183098591549,0.012816901408450692,17.39,5.74,13.330000000000002,2.24,0.0,147.66000000000003,8.78,12.06,79.35,30.61,299.15,180.15,514.61,17.1,93.08,11.18,175.92,20.86,196.78,200.0,304.42,20.03,-33.870000000000005,8.82,7.59,25.48717948717949,1.47,0.65,0.04,0.13,3.13,3.3397183098591543,3.2078873239436616,5.646760563380281,5.383098591549296,4.9656338028169,1.94,1.92,1.7,1.53,9,2010,2.5024999999999977,195.25,7.81
2010-12-31,224.72000000000003,24.540000000000003,0.1213724884080371,0.004460587326120559,44.160000000000004,31.309999999999995,38.76,2.7,0.0,193.40999999999997,34.98,51.34,92.92,32.48,385.13,180.92,600.07,18.27,115.92,9.52,239.11,19.23,258.34,200.0,328.97,38.69,1.8200000000000003,-1.2299999999999969,7.449999999999999,5.563039934800325,1.64,0.79,0.16,0.13,0.78,16.354942812982998,21.573959814528596,29.827289026275114,30.16106336939722,32.77057187017002,5.16,5.13,1.61,1.47,12,2010,0.9018750000000004,202.1875,32.35
2011-03-31,221.14,25.25,0.13,0.08,49.92,36.68,44.23,3.1,0.0,184.46,35.97,41.41,126.4,38.18,413.2,182.49,638.01,11.8,124.66,10.15,253.64,22.1,275.74,200.0,349.63,12.97,-6.89,-16.02,7.55,5.962500000000001,1.77,0.79,0.13,0.08,0.62,15.84,25.4,28.88,30.08,38.16,11.45,11.42,1.63,1.48,3,2011,15.538461538461538,194.23076923076923,25.25
2011-06-30,246.82,18.4,0.09273768613974799,0.0016847299321526147,46.72,29.71,37.6,3.4,0.0,217.11999999999998,29.14,24.79,97.82,40.08,439.21,194.16,673.13,4.55,160.5,10.26,285.98,20.64,306.61,200.0,352.03,44.14,-34.89,-25.860000000000003,7.89,9.162941576086956,1.93,0.87,0.22,0.08,0.36,10.926185567010311,19.18827033218786,20.90813287514318,22.577411225658647,28.917296678121417,9.35,9.33,1.54,1.4,6,2011,0.3342657342657347,198.4090909090909,43.65
2011-09-30,270.79,20.4,0.10192037470725994,0.0006983180753672507,36.02999999999999,25.989999999999995,34.230000000000004,3.08,0.0,244.8,25.33,30.64,59.78,47.24,484.17,197.04,726.12,5.66,178.83,12.66,317.9,26.18,344.08,200.0,372.42,22.230000000000004,-14.469999999999999,-1.9199999999999946,8.24,7.5588419117647065,1.65,0.92,0.32,0.08,0.25,11.23672131147541,18.96992974238876,21.91288056206089,24.116908665105388,28.830725995316154,8.69,8.67,1.52,1.37,9,2011,0.13977272727272627,200.15625,64.05
2011-12-31,209.12,11.600000000000009,0.05826834104428292,-0.00043291473892927043,35.76000000000002,15.820000000000007,24.099999999999994,4.0,0.0,193.28999999999996,14.659999999999997,33.31,37.25,69.54,487.78,196.44,729.32,9.21,160.19,12.66,309.82,22.43,332.25,200.0,384.03,30.209999999999994,-27.939999999999998,0.3999999999999986,8.280000000000001,17.16798491379309,2.08,0.87,0.38,0.08,0.21,6.3604494382022505,9.98535360211501,12.083013879709195,13.01530733641772,15.818321216126911,8.01,7.98,1.57,1.35,12,2011,-0.08618421052631398,199.07894736842107,75.65
2012-03-31,371.75,42.74,0.21,0.2,68.13,57.49,65.43,4.32,0.0,314.27,55.28,25.79,149.18,52.01,542.79,198.09,779.28,9.39,176.29,13.75,314.82,22.65,337.48,200.0,426.77,-13.51,8.98,-2.98,7.94,5.1425,2.02,0.79,0.21,0.2,0.95,21.92,32.44,40.04,44.040000000000006,49.52,11.57,11.5,1.72,1.56,3,2012,40.70476190476191,203.52380952380955,42.74
2012-06-30,212.26,0.0899999999999963,0.00044127947700208317,0.00042026616857344576,18.730000000000004,-7.330000000000005,0.4299999999999926,4.74,0.0,219.58000000000004,-8.579999999999998,26.37,139.08,50.12,447.67,196.88,685.39,10.21,147.19,12.94,275.23,20.54,295.77,200.0,386.86,6.6,34.14,-40.17,7.759999999999999,2685.2030555556657,2.45,0.76,0.21,0.2,0.95,0.052533271071676574,0.062031286481435695,0.09304692972215355,0.09741769787531704,0.10279710483305673,7.38,7.33,1.63,1.44,6,2012,0.08571428571428896,203.95238095238096,42.83
2012-09-30,215.81000000000006,-12.86,-0.06436436436436435,-0.004156537489870823,-18.75,-30.539999999999996,-22.490000000000002,5.0,0.0,246.35000000000002,-31.900000000000002,50.4,132.56,83.46,540.8,201.7,789.26,11.98,216.25,11.43,413.73,19.74,433.47,200.0,374.0,19.560000000000002,8.82,-4.340000000000003,8.05,-19.418742223950233,2.67,1.16,0.15,0.2,1.33,-6.522255588922255,-4.445432098765432,-13.748228228228228,-13.782555889222555,-8.95951951951952,3.77,3.75,1.31,1.11,9,2012,-0.8304761904761904,199.8,29.97
2012-12-31,295.7099999999999,34.260000000000005,0.17068659504904252,0.0009154600653899863,53.11,47.67999999999999,55.970000000000006,4.68,7.29,248.02999999999997,54.19,54.08,96.4,53.87,590.22,200.3,842.09,29.78,222.28,9.85,405.99,17.88,423.87,200.01,408.28,39.34,-74.72999999999999,39.07,8.29,6.857011821366024,2.29,1.04,0.32,0.2,0.63,16.27923400280243,18.28480149462868,33.561251751517986,34.58537132181225,32.92117702008407,5.89,5.86,1.45,1.32,12,2012,0.1837499999999963,200.71875,64.23
2013-03-31,265.86,26.49,0.13,0.03,45.36,33.34,41.63,6.1,0.0,232.52,32.79,47.74,94.9,68.11,655.3,215.35,929.33,12.86,259.36,8.14,462.73,16.58,479.3,200.01,440.31,-24.1,37.94,-20.18,8.29,11.73,2.77,1.09,0.13,0.03,0.23,11.4,15.599999999999998,24.08,24.44,28.6,9.98,9.96,1.42,1.27,3,2013,6.113076923076922,203.76923076923075,26.49
2013-06-30,338.17999999999995,45.52000000000001,0.18331898347451744,0.0053813038787348,74.12,59.06999999999999,68.06,5.1,0.0,279.1,57.57,70.8,130.4,72.17,726.13,221.79,1006.1,10.77,232.11,11.97,473.22,30.04,503.26,256.34,490.97,48.38,-25.93,0.620000000000001,8.990000000000002,6.95658996045694,2.66,1.03,0.29,0.03,0.1,18.104329954173036,27.63691709484794,37.093648104429946,41.49330370781836,43.844843771698386,11.96,11.92,1.53,1.38,6,2013,1.3362334217506655,248.31034482758625,72.01
2013-09-30,388.84000000000003,47.06999999999999,0.18578182734296267,0.0005981200699616551,80.11,61.46000000000001,70.86000000000001,5.4,0.0,327.4,60.92999999999999,98.83,106.38,70.61,696.95,222.51,983.54,8.76,186.83,11.83,403.06,27.82,430.88,256.34,538.04,26.57,6.779999999999999,-5.330000000000002,9.399999999999999,7.266991714467815,2.57,0.8,0.47,0.03,0.06,19.147386630836408,27.448276788713464,34.990228417870334,41.28309371850856,41.91554249244206,12.02,11.99,1.73,1.55,9,2013,0.1515407190021998,253.36170212765958,119.08
