,revenue,net_profit,eps,dps,gross_profit,ebit,ebitda,close_price,expense,operating_profit,cash,account_receivable,inventory,current_asset,property_plant_equipment,total_asset,short_term_loan,account_payable,current_liability,non_current_liability,total_liability,paid_in_capital,total_equity,cash_flow_operation,cash_flow_investment,cash_flow_financing,depreciation,P/E,P/BV,D/E,EPS,DPS,DPR%,ROA%,ROAA%,ROE%,ROAE%,ROCE%,NPM%,NPMA%,CurrentRatio,QuickRatio,month,year,dividend,number_of_shares,return_old
2008-03-31,53624.0,1131.0,0.43,0.0,3019.0,1923.0,2405.0,,51701.0,1839.0,787.0,7446.0,28160.0,40856.0,27660.0,74426.0,23704.0,2638.0,36908.0,12013.0,48921.0,12877.0,25498.0,-304.0,-142.0,-50.0,482.0,0.0,0.0,1.92,0.43,0.0,0.0,6.08,0.0,17.76,0.0,20.519999999999996,2.11,2.11,1.11,0.34,3,2008,0.0,2630.232558139535,1131.0
2008-06-30,68350.98,5812.52,2.0174455031453786,1.0,9673.65,8560.54,9050.46,8.5,59790.44,8456.61,1879.88,8802.84,33312.07,47039.87,27348.1,77955.16,9026.09,3379.82,29871.14,12017.29,41888.42,17075.18,36059.3,11302.46,-179.77999999999997,-10011.54,489.91999999999996,1.0542168285012352,4.03,1.16,2.41,1.0,0.41,29.83475424568519,0.0,64.4912869553195,0.0,72.99636841256309,5.7,5.69,1.57,0.46,6,2008,2881.1286307053942,2881.1286307053942,6943.52
2008-09-30,62370.40000000001,-3553.8300000000004,-1.1532656378606894,0.5650350050370584,-3704.76,-4827.460000000001,-4325.319999999999,6.85,67197.85999999999,-4935.000000000001,692.64,6901.28,32425.15,43635.24,27107.23,75809.14,20952.32,2553.57,34438.49,10638.58,45077.07,17075.18,30724.64,-9876.73,-131.3,8804.670000000002,502.14,-1.485564074533672,3.81,1.47,1.1,1.5,1.36,-18.745808731771934,-0.0,-46.25643631128511,-0.0,-57.32778643474772,1.84,1.84,1.27,0.33,9,2008,1741.1759147491512,3081.5363636363636,3389.69
2008-12-31,38248.76000000001,-10254.27,-3.2265955382558005,0.04555153874209081,-13147.16,-14328.74,-13827.75,5.35,52577.5,-14393.869999999999,641.87,3490.57,12724.11,18433.64,27129.19,55070.21,27971.5,2338.2,33682.64,967.73,34650.37,17075.18,20412.41,2950.89,-395.84999999999997,-2570.1,500.99,-0.41505047165717307,4.48,1.7,-2.16,1.5,-0.69,-74.5104562260182,0.0,-200.945199910264,0.0,-242.29342421531982,-3.09,-3.08,0.55,0.17,12,2008,144.76489898989894,3178.046296296296,-6864.58
2009-03-31,33565.07,1825.97,0.53,0.0,3812.37,2766.55,3257.13,3.6,30798.52,2726.9,399.81,4100.15,15850.84,22198.82,27173.52,58099.34,16048.43,2874.08,26595.92,9255.09,35851.01,17075.18,22240.89,3793.73,-362.72,-3710.54,490.58,1.6975,2.76,1.61,0.53,0.0,0.0,12.56,16.72,32.84,30.599999999999998,35.12,5.45,5.44,0.83,0.24,3,2009,0.0,3445.2264150943397,1825.97
2009-06-30,42393.89000000001,3556.8499999999995,1.030813959968938,0.0,6219.69,5146.8,5645.499999999999,6.1,37247.09,5017.0,528.02,4378.92,21496.15,28666.67,27489.34,63294.16,16849.32,3084.65,29545.0,7913.74,37458.74,17075.18,25827.99,1368.1399999999999,-725.8199999999999,-470.1300000000001,498.7,1.4793164035593294,4.03,1.45,1.56,0.0,0.0,22.466458101887113,29.602862440133606,55.082469040391466,45.990161290921854,61.98099323402974,7.1,7.09,0.97,0.24,6,2009,0.0,3450.5256410256407,5382.82
2009-09-30,42372.73999999999,-570.5299999999997,-0.16479403776580373,0.25,370.25,-747.8900000000003,-239.42999999999847,7.3,43120.630000000005,-828.9099999999999,543.83,4322.49,18743.95,25539.76,27780.38,60813.49,17278.59,3331.5,28427.36,7958.73,36386.09,17075.18,24419.96,1096.54,-773.3299999999999,-337.02999999999975,508.46000000000004,-11.070637170700932,5.1,1.49,1.39,0.25,0.18,-3.7511391042518203,-4.974645917016637,-9.347022976587027,-8.275268946800791,-10.494653397862551,4.08,4.07,0.9,0.24,9,2009,865.519784172662,3462.079136690648,4812.29
2009-12-31,44898.84000000001,-362.5500000000002,-0.10510490500568578,-0.000918148382317625,732.1400000000012,-434.6199999999999,76.21999999999935,6.35,45333.46000000001,-394.9200000000001,1167.82,4665.2,18383.63,26371.69,27961.96,62014.8,22363.17,3148.66,31374.47,6565.4,37939.88,17075.18,24067.5,-2319.1099999999997,-818.0999999999999,3742.67,510.8399999999999,-15.09634588332643,4.51,1.58,1.29,0.25,0.19,-2.340009978111082,-3.747926845163989,-6.026014553659318,-6.521392710585342,-7.160169807674159,2.73,2.73,0.84,0.25,12,2009,-3.1670709943674638,3449.410852713178,4449.74
2010-03-31,43594.27,248.68,0.07,0.0,1441.31,380.47,872.39,7.25,43213.79,287.35,463.67,4540.51,16591.2,23608.96,28264.46,59520.58,18623.95,4705.89,28712.02,6463.53,35175.55,17075.18,24337.6,3733.74,-753.16,-3653.48,491.92,25.8925,5.09,1.45,0.07,0.0,0.0,1.68,2.6,4.08,4.28,4.92,0.57,0.57,0.82,0.24,3,2010,0.0,3552.5714285714284,248.68
2010-06-30,46028.920000000006,-303.4,-0.11089181286549707,0.25,690.06,-393.03000000000003,111.76999999999998,6.4,46421.96,-544.75,553.75,4579.43,18529.41,25527.66,28758.24,62075.63,23346.29,3299.98,33792.48,5126.9,38919.38,17075.18,23148.82,-1344.8799999999997,-956.9800000000001,2408.85,504.8,-14.428477257745552,4.72,1.68,-0.02,0.25,-12.5,-1.996052631578947,-0.44356725146198833,-5.322807017543859,-4.879239766081871,-0.8871345029239767,-0.06,-0.06,0.76,0.21,6,2010,684.0,2736.0,-54.72
