,revenue,net_profit,eps,dps,gross_profit,ebit,ebitda,close_price,expense,operating_profit,cash,account_receivable,inventory,current_asset,property_plant_equipment,total_asset,short_term_loan,account_payable,current_portion_long_term_debt,current_liability,non_current_liability,total_liability,paid_in_capital,total_equity,cash_flow_operation,cash_flow_investment,cash_flow_financing,depreciation,P/E,P/BV,D/E,EPS,ROA%,ROAA%,ROE%,ROAE%,ROCE%,NPM%,NPMA%,TIE,CurrentRatio,QuickRatio,month,year,dividend,number_of_shares,return_old
2014-06-30,,,,,,,,,,,7.16,60.33,46.38,116.12,565.5,689.08,30.27,53.99,34.08,130.14,110.56,240.69,389.55,448.39,,,,,,0.0,0.54,0.05,,,,,,9.67,9.65,4.7,0.89,0.54,6,2014,,425.6,21.28
2014-09-30,117.12,19.560000000000002,0.04789422135161606,0.0,10.899999999999999,24.909999999999997,34.4,,92.20000000000002,2.5500000000000007,142.51,55.46,24.37,232.91,559.9,799.21,0.0,53.23,34.08,102.11,101.7,203.8,460.0,595.41,18.839999999999996,30.43,86.07,9.489999999999998,0.0,0.0,0.34,0.1,9.789578844270325,0.0,13.142174338883448,0.0,15.670989226248777,12.97,12.1,6.38,2.28,2.04,9,2014,0.0,408.40000000000003,40.84
2014-12-31,95.13999999999999,0.8799999999999955,0.0021093000958772663,0.0,8.409999999999997,2.3299999999999983,11.840000000000003,4.08,92.82,1.3500000000000014,12.73,56.33,22.21,102.93,631.18,741.08,0.0,53.47,36.92,101.46,43.33,144.79,460.0,596.29,7.0,-80.28999999999999,-56.48,9.510000000000002,483.57272727272976,3.15,0.24,0.1,0.4750143815915604,0.0,0.5906040268456345,0.0,0.7829721955896413,10.2,9.64,6.1,1.01,0.8,12,2014,0.0,417.2,41.72
2015-03-31,86.45,-1.02,0.0,-0.0,9.09,-0.09,9.23,4.28,86.54,-0.22,11.68,48.76,22.14,92.97,638.05,738.03,0.0,53.21,34.08,107.76,35.02,142.79,460.0,595.24,15.14,-3.45,-12.73,9.32,0.0,3.31,0.24,0.0,-0.56,0.0,-0.68,0.0,-0.04,-1.18,-1.18,-0.07,0.86,0.66,3,2015,0.0,-inf,-1.02
2015-06-30,83.29,-3.85,-0.007905544147843942,0.0,4.82,-3.8600000000000003,6.139999999999999,2.94,87.14,-3.9899999999999998,6.48,48.63,22.55,85.65,560.18,732.48,0.0,60.1,34.08,114.4,26.72,141.11,460.0,591.36,14.64,-10.46,-9.399999999999999,10.0,-92.97272727272727,2.29,0.24,-0.01,-2.087063655030801,-1.7708418891170434,-2.5930184804928134,-2.972484599589322,-2.0238193018480493,-2.87,-2.87,-1.76,0.75,0.55,6,2015,0.0,487.0,-4.87
2015-09-30,100.34999999999997,-4.3500000000000005,-0.009436008676789589,0.0,4.169999999999998,-4.489999999999999,6.3000000000000025,2.42,104.84999999999997,-5.260000000000001,6.63,59.82,18.93,92.46,634.56,735.43,16.0,64.7,34.08,130.03,18.41,148.44,460.0,586.99,3.530000000000001,-9.93,6.5699999999999985,10.79,-64.11609195402299,1.9,0.25,-0.02,-2.359002169197397,-2.0759219088937098,-2.962906724511931,-2.9440347071583517,-2.6232104121475057,-3.43,-3.41,-2.67,0.71,0.57,9,2015,0.0,461.0,-9.22
2015-12-31,84.09000000000003,-4.539999999999999,-0.009898255813953486,0.0,3.0400000000000027,-4.5600000000000005,5.59,1.42,88.64000000000004,-4.74,8.94,48.9,20.85,80.75,626.19,716.23,19.0,58.81,36.92,123.72,10.1,133.82,460.0,582.41,8.509999999999998,-2.7600000000000016,-3.450000000000001,10.149999999999999,-35.86237885462556,1.12,0.23,-0.03,-2.5339534883720924,-2.3491860465116274,-3.114651162790697,-3.075058139534883,-2.890290697674418,-3.9,-3.89,-3.31,0.65,0.48,12,2015,0.0,458.6666666666667,-13.76
2016-03-31,77.12,-8.82,-0.02,0.0,0.93,-8.2,2.24,1.43,85.33,-8.43,2.74,42.46,21.38,71.76,616.53,698.32,21.8,61.56,31.46,120.31,4.41,124.72,460.0,573.59,5.31,-1.94,-9.57,10.44,-17.875,1.15,0.22,-0.02,-5.04,-4.56,-6.16,-6.04,-5.68,-11.47,-11.44,-8.12,0.6,0.42,3,2016,0.0,441.0,-8.82
2016-06-30,75.15,-12.32,-0.029139072847682117,0.0,-3.87,-11.59,-1.1100000000000003,1.33,86.74,-11.93,2.2,44.17,20.23,68.88,529.32,686.92,32.63,59.47,22.94,121.06,4.59,125.66,460.0,561.27,-0.6499999999999995,-1.2800000000000002,1.3800000000000008,10.480000000000002,-11.410795454545456,1.09,0.22,-0.05,-7.179867549668874,-6.503841059602649,-8.788344370860926,-8.55523178807947,-8.158940397350992,-13.93,-13.88,-10.25,0.57,0.4,6,2016,0.0,422.8,-21.14
2016-09-30,82.86999999999998,-7.48,-0.015681341719077566,0.0,1.48,-6.75,3.83,1.26,89.61000000000001,-6.960000000000001,3.38,46.53,21.92,73.86,599.54,683.07,34.53,62.13,22.55,124.5,4.79,129.28,460.0,553.78,2.7199999999999998,-2.1299999999999994,0.5999999999999996,10.579999999999998,-20.087566844919785,1.05,0.23,-0.06,-4.380321453529001,-3.909881201956674,-5.404835779175402,-5.248022361984625,-4.96575821104123,-12.21,-12.17,-9.94,0.59,0.42,9,2016,0.0,477.00000000000006,-28.62
2016-12-31,78.71000000000004,-8.209999999999997,-0.01783328808036926,0.0,1.6199999999999999,-7.340000000000003,3.2700000000000005,1.1,86.05000000000001,-7.609999999999999,6.23,41.52,20.55,71.63,594.79,675.96,33.99,56.09,0.0,125.39,4.98,130.38,460.0,545.58,4.340000000000001,-5.960000000000001,4.46,10.61,-15.420599878197324,0.93,0.24,-0.08,-4.8595710019006235,-4.342405647569914,-6.018734727124625,-5.8225685582405635,-5.483736084713548,-11.77,-11.73,-10.27,0.57,0.41,12,2016,0.0,460.37499999999994,-36.83
2017-03-31,80.0,-13.4,-0.03,0.0,-4.05,-12.72,-2.27,1.07,92.72,-12.82,5.32,46.23,17.48,71.44,587.49,668.44,36.54,59.85,28.31,131.15,4.96,136.1,460.0,532.34,0.54,-3.13,1.67,10.45,-8.9175,0.92,0.26,-0.03,-7.999999999999999,-7.4399999999999995,-10.08,-9.68,-9.48,-16.77,-16.75,-14.45,0.54,0.41,3,2017,0.0,446.6666666666667,-13.4
2017-06-30,72.12,-34.86,-0.0722337339411521,0.0,-3.75,-33.72,-23.27,1.05,105.84,-11.98,3.62,43.44,22.26,72.72,576.71,658.57,35.54,64.72,0.0,155.99,4.93,160.93,460.0,497.64,0.71,-0.5100000000000002,-1.89,10.45,-3.634036144578313,0.97,0.32,-0.1,-21.178930791545795,-19.936510567757978,-28.026688769167013,-26.350866141732283,-26.697588064649814,-31.72,-31.72,-26.09,0.47,0.32,6,2017,0.0,482.59999999999997,-48.26
2017-09-30,79.22,-13.660000000000004,-0.028678940568475458,0.0,-5.46,-12.420000000000002,-1.8500000000000014,0.97,91.64999999999998,-13.440000000000001,7.2,42.1,17.97,71.14,568.13,648.3,30.0,63.96,59.59,159.24,4.91,164.15,460.0,484.15,1.9100000000000001,-1.2499999999999996,2.93,10.57,-8.453938506588578,0.92,0.34,-0.13,-8.427196382428944,-7.800671834625324,-11.286266149870803,-10.527377260981915,-10.624444444444446,-26.88,-26.77,-22.13,0.45,0.33,9,2017,0.0,476.3076923076923,-61.92
