,revenue,net_profit,eps,dps,gross_profit,ebit,ebitda,close_price,expense,operating_profit,cash,account_receivable,inventory,current_asset,property_plant_equipment,total_asset,short_term_loan,account_payable,current_portion_long_term_debt,current_liability,non_current_liability,total_liability,paid_in_capital,total_equity,cash_flow_operation,cash_flow_investment,cash_flow_financing,depreciation,P/E,P/BV,D/E,EPS,DPS,DPR%,ROA%,ROAA%,ROE%,ROAE%,ROCE%,NPM%,NPMA%,CurrentRatio,QuickRatio,month,year,dividend,number_of_shares,return_old
2001-09-30,,,,,,,,1.26,,,49.16,9.55,2.59,65.92,13.25,109.82,0.0,0.29,0.0,8.41,0.0,8.41,94.61,101.4,,,,,,2.35,0.08,-0.94,0.0,0.0,,,,,,-45.31,-43.77,7.84,7.53,9,2001,,15.425531914893618,-14.5
2001-12-31,6.439999999999998,-16.1,-0.983888888888889,0.0,-15.579999999999998,-16.090000000000003,-14.379999999999999,0.7,22.53,-15.579999999999998,38.1,6.1,4.99,51.43,16.09,95.02,0.0,1.43,0.0,10.1,0.0,10.1,94.61,84.92,-4.669999999999998,-4.199999999999999,-1.8200000000000003,1.71,-0.18055900621118012,1.57,0.12,-1.87,0.0,0.0,-67.76732026143792,0.0,-75.82784313725492,0.0,-75.49111111111111,-79.56,-77.33,5.09,4.6,12,2001,0.0,16.363636363636363,-30.6
2002-03-31,10.17,-6.2,-0.33,0.0,0.15,-6.2,-4.46,1.04,16.36,-5.33,27.92,6.16,7.06,45.02,15.29,85.87,0.0,1.65,0.0,6.81,0.33,7.14,94.61,78.72,-9.98,-1.52,0.0,1.74,-0.7875,2.5,0.09,-0.33,0.0,0.0,-28.880000000000003,0.0,-31.520000000000003,0.0,-31.36,-58.99,-60.96,6.61,5.57,3,2002,0.0,18.78787878787879,-6.2
2002-06-30,5.449999999999999,-41.199999999999996,-0.41721518987341766,0.0,-10.38,-41.199999999999996,-39.36,0.72,46.67,-18.29,17.33,3.24,2.6,27.09,14.33,58.96,0.0,1.15,0.0,6.0,0.3,6.3,104.08,52.66,-10.169999999999998,-15.55,15.14,1.84,-0.43143203883495146,2.85,0.12,-0.48,0.0,0.0,-279.4994092827004,0.0,-312.9461603375527,0.0,-311.1729957805907,-286.92,-303.46,4.52,4.08,6,2002,0.0,98.75,-47.4
2002-09-30,25.28,0.769999999999996,0.007595968260776284,0.0,18.4,0.769999999999996,2.3200000000000003,0.42,24.5,1.4000000000000021,11.99,10.63,2.61,34.97,13.25,64.73,0.0,7.12,0.0,11.04,0.26,11.3,104.08,53.43,-5.710000000000001,0.7100000000000009,0.0,1.5499999999999998,13.777045454545526,1.64,0.21,-0.46,0.0,0.0,4.758378726141944,3.529152905854582,5.764349131460403,3.978305811709179,5.7366073343340895,-110.71,-114.01,3.17,2.93,9,2002,0.0,101.36956521739131,-46.63
2002-12-31,5.329999999999998,-33.13999999999999,-0.3157377460198069,0.0,-4.91,-33.13999999999999,5.729999999999997,0.43,38.47,-15.780000000000001,5.93,10.7,0.98,20.16,10.72,34.42,0.0,3.93,0.0,12.75,1.38,14.13,104.08,20.29,-5.550000000000001,-0.8500000000000014,0.0,38.87,-0.34300618587809295,4.41,0.7,-0.76,0.0,0.0,-385.1169612636329,-204.81409051021683,-653.3278676194057,-251.9919568760185,-611.7169562492164,-165.09,-172.55,1.58,1.5,12,2002,0.0,104.96052631578947,-79.77
2003-03-31,11.25,-4.87,-0.04,0.0,-1.72,-4.87,-4.02,0.37,16.12,-5.65,20.88,3.61,1.24,28.53,9.9,41.96,0.0,0.94,0.0,7.13,0.0,7.13,76.73,34.84,-4.66,1.51,19.42,0.85,-2.3125,1.63,0.2,-0.04,0.0,0.0,-46.44,-30.48,-55.92,-34.32,-55.92,-49.69,-43.29,4.0,3.83,3,2003,0.0,121.75,-4.87
2003-06-30,9.129999999999999,-6.72,-0.04638481449525453,0.0,-1.2100000000000002,-6.72,-5.860000000000001,0.37,15.849999999999998,-6.469999999999999,12.9,5.37,1.06,21.47,9.31,34.43,0.0,2.48,0.0,6.32,0.0,6.32,76.73,28.11,-7.720000000000001,-0.27,0.0,0.86,-1.9963430059523808,2.02,0.22,-0.08,0.0,0.0,-78.06564279551337,-57.56355478861088,-95.62229508196721,-66.56220880069024,-95.62229508196721,-62.48,-56.87,3.4,3.23,6,2003,0.0,144.875,-11.59
2003-09-30,8.560000000000002,-10.830000000000002,-0.06279661016949153,0.0,-2.6199999999999997,-10.830000000000002,-8.729999999999999,2.88,19.39,-10.430000000000001,33.86,7.06,1.2,62.21,7.84,73.48,0.0,2.47,0.0,6.22,0.0,6.22,137.87,67.26,-12.089999999999998,-16.91,49.97,2.1,-11.463596491228069,11.81,0.09,-0.13,0.0,0.0,-58.951525423728825,-62.6806779661017,-64.40033898305084,-71.7813559322034,-64.40033898305084,-86.9,-77.47,10.0,9.81,9,2003,0.0,172.46153846153848,-22.42
2003-12-31,48.379999999999995,26.790000000000003,0.12260869565217393,0.0,33.41,26.790000000000003,28.03,2.06,21.590000000000003,16.91,14.24,4.16,0.9,85.96,11.02,100.76,0.0,1.15,0.0,4.7,0.0,4.7,138.12,96.06,20.99,-40.83,0.20999999999999375,1.2399999999999998,4.200354609929078,5.92,0.05,0.02,0.0,0.0,106.42434782608696,158.65565217391307,111.57391304347826,184.15826086956523,111.57391304347826,6.67,5.65,18.29,18.1,12,2003,0.0,218.5,4.37
2004-03-31,15.5,-4.18,-0.02,0.0,4.11,-4.18,-3.05,2.4,19.69,-3.79,26.42,4.7,0.81,81.56,13.64,99.07,0.0,2.82,0.0,6.6,0.0,6.6,138.96,92.47,-10.76,22.15,0.71,1.13,-30.0,7.21,0.07,-0.02,0.0,0.0,-16.88,-23.72,-18.08,-26.28,-18.08,-27.55,-26.97,12.36,12.23,3,2004,0.0,208.99999999999997,-4.18
2004-06-30,7.960000000000001,-11.02,-0.036250000000000004,0.0,3.83,-11.02,-9.71,1.35,18.969999999999995,-7.909999999999999,18.42,6.8,0.81,63.31,12.96,80.05,0.0,2.34,0.0,5.69,0.0,5.69,138.96,74.36,-7.540000000000001,-0.4599999999999973,0.0,1.31,-9.310344827586206,5.05,0.08,-0.05,0.0,0.0,-55.071,-76.995,-59.276,-86.043,-59.276,-66.55,-64.79,11.13,10.98,6,2004,0.0,303.99999999999994,-15.2
2004-09-30,21.29,4.83,0.01863066538090646,0.0,14.629999999999999,4.83,6.069999999999999,1.01,16.450000000000003,6.919999999999999,19.74,21.01,1.16,65.07,12.66,81.77,0.0,3.29,0.0,7.24,0.0,7.24,138.96,74.53,2.16,-0.8300000000000018,0.0,1.2400000000000002,13.55292443064182,3.77,0.1,-0.04,0.0,0.0,23.623683702989393,24.890568948891033,25.91525554484089,27.256663452266157,25.91525554484089,-23.6,-23.17,8.99,8.83,9,2004,0.0,259.25,-10.37
2004-12-31,8.899999999999999,-5.550000000000001,-0.020917085427135683,0.0,2.9899999999999984,-5.550000000000001,-4.249999999999999,0.99,14.450000000000003,-5.3500000000000005,15.74,20.21,1.04,59.26,11.61,75.04,0.0,2.52,0.0,5.84,0.0,5.84,138.96,69.2,-3.84,-0.16999999999999815,0.0,1.3000000000000003,-11.832432432432432,3.98,0.08,-0.06,0.0,0.0,-29.59070351758794,-25.25389447236181,-32.08680904522614,-26.871482412060306,-32.08680904522614,-30.09,-29.67,10.15,9.97,12,2004,0.0,265.3333333333333,-15.92
2005-03-31,8.8,-5.62,-0.02,0.0,2.27,-5.62,-4.37,0.91,14.43,-5.55,10.96,20.23,1.01,54.42,10.51,69.19,0.0,2.27,0.0,6.58,0.0,6.58,138.96,62.62,-4.73,-0.05,0.0,1.25,-11.375,4.04,0.11,-0.02,0.0,0.0,-32.48,-26.72,-35.88,-29.0,-35.92,-65.65,-63.86,8.27,8.12,3,2005,0.0,281.0,-5.62
2005-06-30,6.989999999999998,-7.12,-0.027943485086342233,0.0,0.08000000000000007,-7.12,-5.6499999999999995,1.0,14.11,-8.059999999999999,17.65,2.94,0.62,40.37,9.4,56.92,0.0,0.82,0.0,4.64,0.0,4.64,138.96,52.28,6.720000000000001,-0.03,0.0,1.4700000000000002,-8.946629213483146,5.32,0.09,-0.05,0.0,0.0,-50.03001569858712,-41.579905808477235,-54.478618524332816,-44.97783359497646,-54.478618524332816,-88.6,-80.68,8.7,8.57,6,2005,0.0,254.79999999999998,-12.74
2005-09-30,12.25,-1.549999999999999,-0.005423372988103566,0.0,6.210000000000001,-1.549999999999999,-0.40000000000000036,0.61,13.79,-1.3800000000000008,151.47,5.1,1.05,178.76,8.76,194.77,0.0,3.0,0.0,6.04,0.0,6.04,277.92,188.73,-4.63,-0.48999999999999994,138.96,1.15,-28.11903225806453,1.8,0.03,-0.05,0.0,0.0,-3.1846046186144132,-4.481875437368787,-3.28439468159552,-4.711826452064377,-3.28439468159552,-53.99,-50.96,29.6,29.42,9,2005,0.0,285.79999999999995,-14.29
2005-12-31,6.920000000000002,-4.650000000000002,-0.012275607180570226,0.0,0.9599999999999991,-4.670000000000002,-3.5199999999999996,0.5,11.590000000000003,-5.4,145.19,6.1,0.94,169.66,7.83,188.53,0.0,0.66,0.0,3.91,0.0,3.91,277.92,183.43,-7.359999999999999,-0.16000000000000003,1.25,1.1499999999999995,-10.182795698924727,1.52,0.02,-0.05,0.0,0.0,-9.869588173178462,-14.131678986272446,-10.144561774023236,-14.720908130939817,-10.085638859556498,-58.38,-54.18,43.39,43.15,12,2005,0.0,378.8,-18.94
2006-03-31,19.68,7.55,0.01,0.0,12.93,6.75,7.75,0.83,12.93,5.67,140.7,18.14,0.92,178.69,6.9,196.9,0.0,0.34,0.0,4.57,0.0,4.57,277.92,191.95,-4.38,-0.12,0.0,1.0,20.75,2.4,0.02,0.01,0.0,0.0,15.320000000000002,20.28,15.72,23.72,14.04,41.19,38.36,39.1,38.9,3,2006,0.0,755.0,7.55
2006-06-30,50.9,27.41,0.047042334096109834,0.0,42.93,36.9,37.76,0.74,14.0,35.53,181.91,22.31,0.86,223.08,6.07,238.36,0.0,0.0,0.0,18.77,0.0,18.77,279.09,219.59,40.35,-0.020000000000000018,0.88,0.8600000000000001,3.9315651222181685,1.88,0.09,0.06,0.0,0.0,46.00740274599542,92.73612128146453,49.927597254004574,80.66192219679633,62.34677345537757,51.75,49.53,11.88,11.84,6,2006,0.0,582.6666666666667,34.96
2006-09-30,105.96,74.21000000000001,0.1223577906018137,0.0,98.02999999999999,77.99000000000001,79.18,1.01,27.97,75.49,316.74,30.08,0.5,374.77,4.97,389.33,0.0,0.0,0.0,37.55,0.0,37.55,362.27,351.78,77.37,-0.14,57.66,1.1899999999999997,2.0632114944077617,2.08,0.11,0.18,0.0,0.0,76.2424988549968,113.24893285701201,84.37249427498398,109.85010534029496,94.02516442246039,63.94,61.84,9.98,9.97,9,2006,0.0,606.5,109.17
