,revenue,net_profit,eps,dps,gross_profit,ebit,ebitda,close_price,expense,operating_profit,cash,account_receivable,inventory,current_asset,property_plant_equipment,total_asset,short_term_loan,account_payable,current_portion_long_term_debt,current_liability,non_current_liability,total_liability,paid_in_capital,total_equity,cash_flow_operation,cash_flow_investment,cash_flow_financing,depreciation,P/E,P/BV,D/E,EPS,DPS,DPR%,ROA%,ROAA%,ROE%,ROAE%,ROCE%,NPM%,NPMA%,CurrentRatio,QuickRatio,month,year,dividend,number_of_shares,return_old
2002-06-30,,,,,,,,12.4,,,44.8,59.49,5.73,478.88,1819.9,2556.52,31.65,225.82,17.26,468.45,518.75,987.2,587.0,1477.23,,,,,,4.93,0.67,1.42,0.0,0.0,,,,,,19.34,17.42,1.02,1.01,6,2002,,101.80985915492958,144.57
2002-09-30,477.3799999999999,84.83000000000001,0.791352223190933,0.0,173.45,116.65999999999997,170.41000000000003,14.0,360.7099999999999,78.4,67.03,54.16,6.17,401.33,1915.91,2508.19,4.03,177.89,76.68,411.17,438.41,849.58,587.0,1562.05,185.53,-17.370000000000005,-145.92000000000007,53.749999999999986,4.421419309206648,5.26,0.54,2.14,0.0,0.0,13.534341761115956,0.0,21.728904969485615,0.0,23.770149956408023,19.33,17.55,0.98,0.96,9,2002,0.0,107.19626168224299,229.4
2002-12-31,582.75,96.97999999999999,0.8825007659783074,0.0,224.41999999999996,134.58000000000004,191.16000000000003,16.2,448.1700000000001,106.97,108.26,79.5,8.43,334.27,2207.35,2773.77,0.0,242.39,55.54,572.3,436.58,1008.88,587.0,1659.04,207.84000000000003,-137.60000000000002,-29.029999999999973,56.58000000000001,4.585406784904104,5.73,0.61,2.97,0.0,0.0,13.98927140143391,0.0,23.37884184079907,0.0,25.458809976101474,18.75,17.27,0.58,0.57,12,2002,0.0,109.89225589225589,326.38
2003-03-31,585.0,96.05,0.82,2.0,221.45,138.24,202.68,13.3,446.76,114.58,75.45,66.56,7.71,327.09,2182.46,2741.66,15.39,228.04,15.92,694.82,425.2,1120.02,587.0,1508.94,116.73,-126.43,-23.1,64.44,4.055,5.17,0.74,0.82,2.0,2.44,14.0,0.0,25.48,0.0,27.0,17.18,16.42,0.47,0.46,3,2003,234.26829268292684,117.13414634146342,96.05
2003-06-30,595.6199999999999,99.28000000000002,0.16772845953002613,1.6042157549512832,217.25,150.38,211.06,15.1,445.24,114.77,158.1,72.99,11.61,396.25,2310.03,2992.73,344.91,189.62,15.42,858.08,420.44,1278.52,587.0,1608.22,213.14999999999998,-205.17000000000002,74.66,60.68000000000001,22.50780821917808,5.51,0.79,0.33,2.0,6.06,13.27596170583116,21.143951261966933,24.70182767624021,25.738694516971282,27.487136640557008,17.49,16.54,0.46,0.45,6,2003,949.549889135255,591.9090909090909,195.33
2003-09-30,596.22,101.23999999999998,0.17409852648615837,-0.0357665061444944,224.88000000000005,143.10000000000002,213.04999999999995,14.6,453.1099999999999,119.67999999999998,174.44,67.53,9.16,329.08,2312.76,3359.17,450.4,184.02,122.98,939.68,515.59,1455.27,587.0,1843.0,162.72000000000003,-234.70999999999992,88.32999999999998,69.94999999999999,20.967006864875547,4.65,0.79,0.51,2.0,3.92,12.05717638331591,20.099845567656875,21.970551303233634,23.786637893246112,24.3601389216711,17.58,16.69,0.35,0.34,9,2003,-20.79857397504452,581.5098039215686,296.57
2003-12-31,686.1200000000001,126.07,0.2147700170357751,0.018705949159902494,269.53999999999996,178.27999999999997,248.08000000000004,16.0,507.85000000000014,147.5,116.24,99.66,9.95,315.57,2447.15,3658.95,300.19,245.45,101.46,890.4,622.09,1512.48,587.71,2070.72,260.63,-282.34000000000003,-36.48999999999998,69.80000000000001,18.622711192194814,4.54,0.73,0.72,2.0,2.78,13.781076093128906,22.634373462048078,24.35253359833428,27.03715881128147,26.285463751656255,18.07,17.16,0.35,0.34,12,2003,10.980392156862763,587.0,422.64
2004-03-31,604.19,108.0,0.18,0.6,219.51,144.65,227.6,13.3,459.54,108.02,135.25,94.72,10.21,431.15,2566.0,4045.88,0.13,177.95,81.22,1304.8,905.4,2210.2,587.71,1827.89,73.73,-117.16,62.45,82.95,18.4725,4.28,1.21,0.18,0.6,3.33,10.68,17.04,23.64,25.88,21.12,19.22,17.88,0.33,0.32,3,2004,360.0,600.0,108.0
2004-06-30,661.79,116.83000000000001,0.19746208246230487,-0.008459725125650554,208.45,154.53,234.53,14.1,507.2699999999999,105.16000000000001,51.83,95.9,16.82,292.85,2584.11,3848.2,532.04,232.29,122.09,1268.91,854.17,2123.08,587.71,1717.08,311.0,-403.12,8.689999999999998,79.99999999999999,17.853807455276897,4.83,1.24,0.38,0.6,1.58,12.138721700840636,18.187297068896502,27.208196415069164,28.10197215674065,24.111159542765648,19.23,17.76,0.23,0.22,6,2004,-5.005263157894774,591.6578947368421,224.83
2004-09-30,682.25,-747.2700000000001,-1.2730080009187659,-0.004749475134893214,233.36000000000007,-712.38,188.69000000000005,12.9,1394.62,65.45999999999998,253.01,305.13,62.65,911.72,4227.84,6506.92,1150.78,334.94,290.4,2293.21,1640.56,3933.77,707.49,2549.52,-7.920000000000016,-342.49,551.59,901.0699999999999,-2.5326038781163436,3.58,1.54,-0.89,0.6,-0.67,-45.94271571855141,-47.945200214378694,-117.2311637700023,-136.1117318735166,-56.12677972590154,-28.92,-26.82,0.4,0.37,9,2004,-2.787995269071473,587.0112359550562,-522.44
